pair_id,group_id,enzyme_class,enz_ac,sub_ac,enz_gene,sub_gene,enzyme_type,label,source,pmid
nan|A6NLU0|P14635,nan|A6NLU0,,A6NLU0,P14635,RFPL4A,CCNB1,RING,1,UbiBrowser2,12525704
nan|A6NNE9|P01730,nan|A6NNE9,,A6NNE9,P01730,MARCHF11,CD4,RING,1,UbiBrowser2,17604280
nan|A8MQ27|O00548,nan|A8MQ27,,A8MQ27,O00548,NEURL1B,DLL1,RING,1,UbiBrowser2,22199232
nan|A8MQ27|Q9NR61,nan|A8MQ27,,A8MQ27,Q9NR61,NEURL1B,DLL4,RING,1,UbiBrowser2,22199232
nan|A8MQ27|Q9NYJ7,nan|A8MQ27,,A8MQ27,Q9NYJ7,NEURL1B,DLL3,RING,1,UbiBrowser2,22199232
nan|A8MQ27|Q9UNE0,nan|A8MQ27,,A8MQ27,Q9UNE0,NEURL1B,EDAR,RING,1,UbiBrowser2,20176925
nan|B3SRS0|Q14653,nan|B3SRS0,,B3SRS0,Q14653,,IRF3,Other,1,UbiBrowser2,22199232
nan|O00308|O00308,nan|O00308,,O00308,O00308,WWP2,WWP2,HECT,1,UbiBrowser2,22199232
nan|O00308|O15105,nan|O00308,,O00308,O15105,WWP2,SMAD7,HECT,1,UbiBrowser2,21258410
nan|O00308|O15350,nan|O00308,,O00308,O15350,WWP2,TP73,HECT,1,UbiBrowser2,25071155
nan|O00308|P11161,nan|O00308,,O00308,P11161,WWP2,EGR2,HECT,1,UbiBrowser2,19651900
nan|O00308|P24928,nan|O00308,,O00308,P24928,WWP2,POLR2A,HECT,1,UbiBrowser2,22199232
nan|O00308|P49281,nan|O00308,,O00308,P49281,WWP2,SLC11A2,HECT,1,UbiBrowser2,18776082
nan|O00308|P60484,nan|O00308,,O00308,P60484,WWP2,PTEN,HECT,1,UbiBrowser2,22199232
nan|O00308|P84022,nan|O00308,,O00308,P84022,WWP2,SMAD3,HECT,1,UbiBrowser2,21258410
nan|O00308|Q01860,nan|O00308,,O00308,Q01860,WWP2,POU5F1,HECT,1,UbiBrowser2,15047715
nan|O00308|Q13950,nan|O00308,,O00308,Q13950,WWP2,RUNX2,HECT,1,UbiBrowser2,28500134
nan|O00308|Q8IUC6,nan|O00308,,O00308,Q8IUC6,WWP2,TICAM1,HECT,1,UbiBrowser2,23479606
nan|O00308|Q9H074,nan|O00308,,O00308,Q9H074,WWP2,PAIP1,HECT,1,UbiBrowser2,25266661
nan|O00308|Q9P2A4,nan|O00308,,O00308,Q9P2A4,WWP2,ABI3,HECT,1,UbiBrowser2,15998807
nan|O00308|Q9UM47,nan|O00308,,O00308,Q9UM47,WWP2,NOTCH3,HECT,1,UbiBrowser2,25356737
nan|O00308|Q9Y5R6,nan|O00308,,O00308,Q9Y5R6,WWP2,DMT1,HECT,1,UbiBrowser2,18776082
nan|O00623|P50542,nan|O00623,,O00623,P50542,PEX12,PEX5,RING,1,UbiBrowser2,19687296
nan|O00635|O00635,nan|O00635,,O00635,O00635,TRIM38,TRIM38,RING,1,UbiBrowser2,21306652
nan|O00635|Q9Y4K3,nan|O00635,,O00635,Q9Y4K3,TRIM38,TRAF6,RING,1,UbiBrowser2,22323536
nan|O14508|O14543,nan|O14508,,O14508,O14543,SOCS2,SOCS3,Other,1,UbiBrowser2,22199232
nan|O14508|O15524,nan|O14508,,O14508,O15524,SOCS2,SOCS1,Other,1,UbiBrowser2,17898043
nan|O14508|P10912,nan|O14508,,O14508,P10912,SOCS2,GHR,Other,1,UbiBrowser2,21980433
nan|O14512|O75553,nan|O14512,,O14512,O75553,SOCS7,DAB1,SOCS_VHL_BC-box,1,UbiBrowser2,24210661
nan|O14543|O60674,nan|O14543,,O14543,O60674,SOCS3,JAK2,SOCS_VHL_BC-box,1,UbiBrowser2,24438103
nan|O14543|P35568,nan|O14543,,O14543,P35568,SOCS3,IRS1,SOCS_VHL_BC-box,1,UbiBrowser2,22199232
nan|O14543|P40189,nan|O14543,,O14543,P40189,SOCS3,IL6ST,SOCS_VHL_BC-box,1,UbiBrowser2,24438103
nan|O14543|Q9Y286,nan|O14543,,O14543,Q9Y286,SOCS3,SIGLEC7,SOCS_VHL_BC-box,1,UbiBrowser2,17138568
nan|O14543|Q9Y4H2,nan|O14543,,O14543,Q9Y4H2,SOCS3,IRS2,SOCS_VHL_BC-box,1,UbiBrowser2,22199232
nan|O14544|P10721,nan|O14544,,O14544,P10721,SOCS6,KIT,SOCS_VHL_BC-box,1,UbiBrowser2,21030588
nan|O14965|P04179,nan|O14965,,O14965,P04179,AURKA,SOD2,SINGLE_OTHER,1,UbiBrowser2,30811038
nan|O15151|P04637,nan|O15151,,O15151,P04637,MDM4,TP53,RING,1,UbiBrowser2,12393902
nan|O15151|P38936,nan|O15151,,O15151,P38936,MDM4,CDKN1A,RING,1,UbiBrowser2,18086887
nan|O15151|Q00987,nan|O15151,,O15151,Q00987,MDM4,MDM2,RING,1,UbiBrowser2,11568180
nan|O15164|P04637,nan|O15164,,O15164,P04637,TRIM24,TP53,RING,1,UbiBrowser2,19844164
nan|O15164|Q13114,nan|O15164,,O15164,Q13114,TRIM24,TRAF3,RING,1,UbiBrowser2,32324863
nan|O15304|P98170,nan|O15304,,O15304,P98170,SIVA1,XIAP,Other,1,UbiBrowser2,32015347
nan|O15304|Q8N726,nan|O15304,,O15304,Q8N726,SIVA1,CDKN2A,Other,1,UbiBrowser2,23462994
nan|O15344|P51668,nan|O15344,,O15344,P51668,MID1,UBE2D1,RING,1,UbiBrowser2,21296087
nan|O15344|P54829,nan|O15344,,O15344,P54829,MID1,STK36,RING,1,UbiBrowser2,25278022
nan|O15344|P62714,nan|O15344,,O15344,P62714,MID1,PPP2CB,RING,1,UbiBrowser2,11685209
nan|O15344|P67775,nan|O15344,,O15344,P67775,MID1,PPP2CA,RING,1,UbiBrowser2,11685209
nan|O15344|P78318,nan|O15344,,O15344,P78318,MID1,IGBP1,RING,1,UbiBrowser2,22613722
nan|O15344|Q14653,nan|O15344,,O15344,Q14653,MID1,IRF3,RING,1,UbiBrowser2,33513265
nan|O15344|Q9NRP7,nan|O15344,,O15344,Q9NRP7,MID1,PPP2R4,RING,1,UbiBrowser2,25207814
nan|O15524|O60674,nan|O15524,,O15524,O60674,SOCS1,JAK2,SOCS_VHL_BC-box,1,UbiBrowser2,11278610
nan|O15524|P07948,nan|O15524,,O15524,P07948,SOCS1,LYN,SOCS_VHL_BC-box,1,UbiBrowser2,17905674
nan|O15524|P15498,nan|O15524,,O15524,P15498,SOCS1,VAV1,SOCS_VHL_BC-box,1,UbiBrowser2,10747851
nan|O15524|P23458,nan|O15524,,O15524,P23458,SOCS1,JAK1,SOCS_VHL_BC-box,1,UbiBrowser2,32532301
nan|O15524|P35568,nan|O15524,,O15524,P35568,SOCS1,IRS1,SOCS_VHL_BC-box,1,UbiBrowser2,22199232
nan|O15524|Q04206,nan|O15524,,O15524,Q04206,SOCS1,RELA,SOCS_VHL_BC-box,1,UbiBrowser2,SOCS1_HUMAN
nan|O15524|Q9Y4H2,nan|O15524,,O15524,Q9Y4H2,SOCS1,IRS2,SOCS_VHL_BC-box,1,UbiBrowser2,22199232
nan|O43164|O43164,nan|O43164,,O43164,O43164,PJA2,PJA2,RING,1,UbiBrowser2,22199232
nan|O43164|P10644,nan|O43164,,O43164,P10644,PJA2,PRKAR1A,RING,1,UbiBrowser2,21423175
nan|O43164|P13861,nan|O43164,,O43164,P13861,PJA2,PRKAR2A,RING,1,UbiBrowser2,21423175
nan|O43164|P31321,nan|O43164,,O43164,P31321,PJA2,PRKAR1B,RING,1,UbiBrowser2,21423175
nan|O43164|P31323,nan|O43164,,O43164,P31323,PJA2,PRKAR2B,RING,1,UbiBrowser2,21423175
nan|O43164|Q8IVT5,nan|O43164,,O43164,Q8IVT5,PJA2,KSR1,RING,1,UbiBrowser2,34372882
nan|O43164|Q9Y4C4,nan|O43164,,O43164,Q9Y4C4,PJA2,MFHAS1,RING,1,UbiBrowser2,30013073
nan|O43255|O14974,nan|O43255,,O43255,O14974,SIAH2,PPP1R12A,RING,1,UbiBrowser2,19744480
nan|O43255|O15379,nan|O43255,,O43255,O15379,SIAH2,HDAC3,RING,1,UbiBrowser2,20691163
nan|O43255|O43597,nan|O43255,,O43255,O43597,SIAH2,SPRY2,RING,1,UbiBrowser2,22199232
nan|O43255|O75376,nan|O43255,,O43255,O75376,SIAH2,NCOR1,RING,1,UbiBrowser2,16141343
nan|O43255|O75925,nan|O43255,,O43255,O75925,SIAH2,PIAS1,RING,1,UbiBrowser2,17533377
nan|O43255|O96017,nan|O43255,,O43255,O96017,SIAH2,CHEK2,RING,1,UbiBrowser2,26751770
nan|O43255|P04637,nan|O43255,,O43255,P04637,SIAH2,TP53,RING,1,UbiBrowser2,22199232
nan|O43255|P08247,nan|O43255,,O43255,P08247,SIAH2,SYP,RING,1,UbiBrowser2,22199232
nan|O43255|P10275,nan|O43255,,O43255,P10275,SIAH2,AR,RING,1,UbiBrowser2,23518348
nan|O43255|P29590,nan|O43255,,O43255,P29590,SIAH2,PML,RING,1,UbiBrowser2,SIAH2_HUMAN
nan|O43255|P37231,nan|O43255,,O43255,P37231,SIAH2,PPARG,RING,1,UbiBrowser2,22294748
nan|O43255|P37275,nan|O43255,,O43255,P37275,SIAH2,ZEB1,RING,1,UbiBrowser2,25528765
nan|O43255|P37840,nan|O43255,,O43255,P37840,SIAH2,SNCA,RING,1,UbiBrowser2,18070888
nan|O43255|P43146,nan|O43255,,O43255,P43146,SIAH2,DCC,RING,1,UbiBrowser2,SIAH2_HUMAN
nan|O43255|P46527,nan|O43255,,O43255,P46527,SIAH2,CDKN1B,RING,1,UbiBrowser2,21734459
nan|O43255|P55036,nan|O43255,,O43255,P55036,SIAH2,PSMD4,RING,1,UbiBrowser2,19240029
nan|O43255|Q12933,nan|O43255,,O43255,Q12933,SIAH2,TRAF2,RING,1,UbiBrowser2,12411493
nan|O43255|Q13625,nan|O43255,,O43255,Q13625,SIAH2,TP53BP2,RING,1,UbiBrowser2,23644657
nan|O43255|Q16633,nan|O43255,,O43255,Q16633,SIAH2,POU2AF1,RING,1,UbiBrowser2,SIAH2_HUMAN
nan|O43255|Q16656,nan|O43255,,O43255,Q16656,SIAH2,NRF1,RING,1,UbiBrowser2,30833558
nan|O43255|Q16665,nan|O43255,,O43255,Q16665,SIAH2,HIF1A,RING,1,UbiBrowser2,22055192
nan|O43255|Q92630,nan|O43255,,O43255,Q92630,SIAH2,DYRK2,RING,1,UbiBrowser2,22199232
nan|O43255|Q92667,nan|O43255,,O43255,Q92667,SIAH2,AKAP1,RING,1,UbiBrowser2,18323779
nan|O43255|Q92844,nan|O43255,,O43255,Q92844,SIAH2,TANK,RING,1,UbiBrowser2,22199232
nan|O43255|Q96B97,nan|O43255,,O43255,Q96B97,SIAH2,SH3KBP1,RING,1,UbiBrowser2,22199232
nan|O43255|Q96KS0,nan|O43255,,O43255,Q96KS0,SIAH2,EGLN2,RING,1,UbiBrowser2,15210114
nan|O43255|Q99933,nan|O43255,,O43255,Q99933,SIAH2,BAG1,RING,1,UbiBrowser2,22199232
nan|O43255|Q9BQF6,nan|O43255,,O43255,Q9BQF6,SIAH2,SENP7,RING,1,UbiBrowser2,31825833
nan|O43255|Q9BSI4,nan|O43255,,O43255,Q9BSI4,SIAH2,TINF2,RING,1,UbiBrowser2,22064479
nan|O43255|Q9GZT9,nan|O43255,,O43255,Q9GZT9,SIAH2,EGLN1,RING,1,UbiBrowser2,19546213
nan|O43255|Q9H6Z9,nan|O43255,,O43255,Q9H6Z9,SIAH2,EGLN3,RING,1,UbiBrowser2,16958618
nan|O43255|Q9NRM7,nan|O43255,,O43255,Q9NRM7,SIAH2,LATS2,RING,1,UbiBrowser2,25438054
nan|O43255|Q9NS87,nan|O43255,,O43255,Q9NS87,SIAH2,KIF15,RING,1,UbiBrowser2,22199232
nan|O43255|Q9P212,nan|O43255,,O43255,Q9P212,SIAH2,PLCE1,RING,1,UbiBrowser2,22199232
nan|O43255|Q9Y6H5,nan|O43255,,O43255,Q9Y6H5,SIAH2,SNCAIP,RING,1,UbiBrowser2,17982729
nan|O43567|O43567,nan|O43567,,O43567,O43567,RNF13,RNF13,RING,1,UbiBrowser2,22199232
nan|O43567|O95295,nan|O43567,,O43567,O95295,RNF13,SNAPIN,RING,1,UbiBrowser2,22890573
nan|O43663|P04908,nan|O43663,,O43663,P04908,PRC1,H2AC4,RING,1,UbiBrowser2,22199232
nan|O43663|P0C0S5,nan|O43663,,O43663,P0C0S5,PRC1,H2AZ1,RING,1,UbiBrowser2,22199232
nan|O43663|P16104,nan|O43663,,O43663,P16104,PRC1,H2AX,RING,1,UbiBrowser2,22199232
nan|O43663|Q6FI13,nan|O43663,,O43663,Q6FI13,PRC1,H2AC18,RING,1,UbiBrowser2,22199232
nan|O43663|Q96KK5,nan|O43663,,O43663,Q96KK5,PRC1,H2AC12,RING,1,UbiBrowser2,22199232
nan|O43663|Q96QV6,nan|O43663,,O43663,Q96QV6,PRC1,H2AC1,RING,1,UbiBrowser2,22199232
nan|O43663|Q99496,nan|O43663,,O43663,Q99496,PRC1,RNF2,RING,1,UbiBrowser2,22199232
nan|O43734|Q9Y4K3,nan|O43734,,O43734,Q9Y4K3,TRAF3IP2,TRAF6,UBOX,1,UbiBrowser2,19825828
nan|O43791|O00330,nan|O43791,,O43791,O00330,SPOP,PDHX,Other,1,UbiBrowser2,22199232
nan|O43791|O15164,nan|O43791,,O43791,O15164,SPOP,TRIM24,Other,1,UbiBrowser2,25278611
nan|O43791|O60885,nan|O43791,,O43791,O60885,SPOP,BRD4,Other,1,UbiBrowser2,28805820
nan|O43791|O75367,nan|O43791,,O43791,O75367,SPOP,MACROH2A1,Other,1,UbiBrowser2,15897469
nan|O43791|O95835,nan|O43791,,O43791,O95835,SPOP,LATS1,Other,1,UbiBrowser2,32460168
nan|O43791|P03372,nan|O43791,,O43791,P03372,SPOP,ESR1,Other,1,UbiBrowser2,25766326
nan|O43791|P05412,nan|O43791,,O43791,P05412,SPOP,JUN,Other,1,UbiBrowser2,19164706
nan|O43791|P06401,nan|O43791,,O43791,P06401,SPOP,PGR,Other,1,UbiBrowser2,26693071
nan|O43791|P08151,nan|O43791,,O43791,P08151,SPOP,GLI1,Other,1,UbiBrowser2,22199232
nan|O43791|P10070,nan|O43791,,O43791,P10070,SPOP,GLI2,Other,1,UbiBrowser2,22199232
nan|O43791|P10071,nan|O43791,,O43791,P10071,SPOP,GLI3,Other,1,UbiBrowser2,22199232
nan|O43791|P10275,nan|O43791,,O43791,P10275,SPOP,AR,Other,1,UbiBrowser2,24508459;25274033
nan|O43791|P11308,nan|O43791,,O43791,P11308,SPOP,ERG,Other,1,UbiBrowser2,29202479
nan|O43791|P24864,nan|O43791,,O43791,P24864,SPOP,CCNE1,Other,1,UbiBrowser2,30237511
nan|O43791|P25440,nan|O43791,,O43791,P25440,SPOP,BRD2,Other,1,UbiBrowser2,28805821
nan|O43791|P35226,nan|O43791,,O43791,P35226,SPOP,BMI1,Other,1,UbiBrowser2,15897469
nan|O43791|P35659,nan|O43791,,O43791,P35659,SPOP,DEK,Other,1,UbiBrowser2,25278611
nan|O43791|P49327,nan|O43791,,O43791,P49327,SPOP,FASN,Other,1,UbiBrowser2,30955223
nan|O43791|P60484,nan|O43791,,O43791,P60484,SPOP,PTEN,Other,1,UbiBrowser2,24656772
nan|O43791|Q12809,nan|O43791,,O43791,Q12809,SPOP,KCNH2,Other,1,UbiBrowser2,26344095
nan|O43791|Q12834,nan|O43791,,O43791,Q12834,SPOP,CDC20,Other,1,UbiBrowser2,27780719
nan|O43791|Q12888,nan|O43791,,O43791,Q12888,SPOP,TP53BP1,Other,1,UbiBrowser2,34144977
nan|O43791|Q12906,nan|O43791,,O43791,Q12906,SPOP,ILF3,Other,1,UbiBrowser2,31772275
nan|O43791|Q13158,nan|O43791,,O43791,Q13158,SPOP,FADD,Other,1,UbiBrowser2,30190126
nan|O43791|Q14444,nan|O43791,,O43791,Q14444,SPOP,CAPRIN1,Other,1,UbiBrowser2,31771591
nan|O43791|Q15059,nan|O43791,,O43791,Q15059,SPOP,BRD3,Other,1,UbiBrowser2,28805821
nan|O43791|Q16828,nan|O43791,,O43791,Q16828,SPOP,DUSP6,Other,1,UbiBrowser2,24656772
nan|O43791|Q16829,nan|O43791,,O43791,Q16829,SPOP,DUSP7,Other,1,UbiBrowser2,24656772
nan|O43791|Q27J81,nan|O43791,,O43791,Q27J81,SPOP,INF2,Other,1,UbiBrowser2,28448495
nan|O43791|Q49A26,nan|O43791,,O43791,Q49A26,SPOP,GLYR1,Other,1,UbiBrowser2,25278611
nan|O43791|Q7Z7J5,nan|O43791,,O43791,Q7Z7J5,SPOP,DPPA2,Other,1,UbiBrowser2,33862460
nan|O43791|Q99836,nan|O43791,,O43791,Q99836,SPOP,MYD88,Other,1,UbiBrowser2,31406379
nan|O43791|Q9BYW2,nan|O43791,,O43791,Q9BYW2,SPOP,SETD2,Other,1,UbiBrowser2,27614073
nan|O43791|Q9H2X6,nan|O43791,,O43791,Q9H2X6,SPOP,HIPK2,Other,1,UbiBrowser2,34133717
nan|O43791|Q9H5J0,nan|O43791,,O43791,Q9H5J0,SPOP,ZBTB3,Other,1,UbiBrowser2,28805821
nan|O43791|Q9H9S0,nan|O43791,,O43791,Q9H9S0,SPOP,NANOG,Other,1,UbiBrowser2,31624231:30595538
nan|O43791|Q9HCU9,nan|O43791,,O43791,Q9HCU9,SPOP,BRMS1,Other,1,UbiBrowser2,22199232
nan|O43791|Q9NZQ7,nan|O43791,,O43791,Q9NZQ7,SPOP,CD274,Other,1,UbiBrowser2,29160310
nan|O43791|Q9UBN7,nan|O43791,,O43791,Q9UBN7,SPOP,HDAC6,Other,1,UbiBrowser2,28599312
nan|O43791|Q9UER7,nan|O43791,,O43791,Q9UER7,SPOP,DAXX,Other,1,UbiBrowser2,16524876
nan|O43791|Q9Y6Q9,nan|O43791,,O43791,Q9Y6Q9,SPOP,NCOA3,Other,1,UbiBrowser2,21577200
nan|O60260|O00429,nan|O60260,,O60260,O00429,PARK2,DNM1L,RING,1,UbiBrowser2,21292769
nan|O60260|O15354,nan|O60260,,O60260,O15354,PARK2,GPR37,RING,1,UbiBrowser2,19218498
nan|O60260|O43175,nan|O60260,,O60260,O43175,PRKN,PHGDH,RBR,1,UbiBrowser2,32478681
nan|O60260|O43236,nan|O60260,,O60260,O43236,PRKN,SEPTIN4,RBR,1,UbiBrowser2,22792159
nan|O60260|O60260,nan|O60260,,O60260,O60260,PARK2,PARK2,RING,1,UbiBrowser2,PRKN2_HUMAN
nan|O60260|O60883,nan|O60260,,O60260,O60883,PRKN,GPR37L1,RBR,1,UbiBrowser2,18241051
nan|O60260|O95140,nan|O60260,,O60260,O95140,PRKN,MFN2,RBR,1,UbiBrowser2,20871098
nan|O60260|O95147,nan|O60260,,O60260,O95147,PARK2,NEK2,RING,1,UbiBrowser2,26387737
nan|O60260|O96020,nan|O60260,,O60260,O96020,PRKN,CCNE2,RBR,1,UbiBrowser2,12628165
nan|O60260|P07437,nan|O60260,,O60260,P07437,PARK2,TUBB,RING,1,UbiBrowser2,12716939
nan|O60260|P08247,nan|O60260,,O60260,P08247,PRKN,SYP,RBR,1,UbiBrowser2,16135753
nan|O60260|P09936,nan|O60260,,O60260,P09936,PRKN,UCHL1,RBR,1,UbiBrowser2,25403879
nan|O60260|P10415,nan|O60260,,O60260,P10415,PRKN,BCL2,RBR,1,UbiBrowser2,20889974
nan|O60260|P14635,nan|O60260,,O60260,P14635,PRKN,CCNB1,RBR,1,UbiBrowser2,26387737
nan|O60260|P19174,nan|O60260,,O60260,P19174,PRKN,PLCG1,RBR,1,UbiBrowser2,18671761
nan|O60260|P19367,nan|O60260,,O60260,P19367,PRKN,HK1,RBR,1,UbiBrowser2,23068103
nan|O60260|P21796,nan|O60260,,O60260,P21796,PRKN,VDAC1,RBR,1,UbiBrowser2,22199232
nan|O60260|P21860,nan|O60260,,O60260,P21860,PRKN,ERBB3,RBR,1,UbiBrowser2,15632191
nan|O60260|P24864,nan|O60260,,O60260,P24864,PARK2,CCNE1,RING,1,UbiBrowser2,19946270
nan|O60260|P37840,nan|O60260,,O60260,P37840,PARK2,SNCA,RING,1,UbiBrowser2,17883392
nan|O60260|P42566,nan|O60260,,O60260,P42566,PARK2,EPS15,RING,1,UbiBrowser2,16862145
nan|O60260|P46527,nan|O60260,,O60260,P46527,PARK2,HSD17B10,RING,1,UbiBrowser2,25591737
nan|O60260|P46937,nan|O60260,,O60260,P46937,PRKN,YAP1,RBR,1,UbiBrowser2,32863938
nan|O60260|P49792,nan|O60260,,O60260,P49792,PARK2,RANBP2,RING,1,UbiBrowser2,16332688
nan|O60260|P51955,nan|O60260,,O60260,P51955,PRKN,NEK2,RBR,1,UbiBrowser2,26387737
nan|O60260|P53667,nan|O60260,,O60260,P53667,PARK2,LIMK1,RING,1,UbiBrowser2,17512523
nan|O60260|P54252,nan|O60260,,O60260,P54252,PRKN,ATXN3,RBR,1,UbiBrowser2,22199232
nan|O60260|P54829,nan|O60260,,O60260,P54829,PRKN,PTPN5,RBR,1,UbiBrowser2,25583483
nan|O60260|P55036,nan|O60260,,O60260,P55036,PARK2,PSMD4,RING,1,UbiBrowser2,19240029
nan|O60260|P68363,nan|O60260,,O60260,P68363,PRKN,TUBA1B,RBR,1,UbiBrowser2,18195004
nan|O60260|Q07812,nan|O60260,,O60260,Q07812,PRKN,BAX,RBR,1,UbiBrowser2,22460798
nan|O60260|Q07817,nan|O60260,,O60260,Q07817,PRKN,BCL2L1,RBR,1,UbiBrowser2,33431795
nan|O60260|Q13148,nan|O60260,,O60260,Q13148,PRKN,TARDBP,RBR,1,UbiBrowser2,23258539
nan|O60260|Q13155,nan|O60260,,O60260,Q13155,PARK2,AIMP2,RING,1,UbiBrowser2,PRKN2_HUMAN
nan|O60260|Q13501,nan|O60260,,O60260,Q13501,PRKN,SQSTM1,RBR,1,UbiBrowser2,26746706
nan|O60260|Q14190,nan|O60260,,O60260,Q14190,PARK2,SIM2,RING,1,UbiBrowser2,17360614
nan|O60260|Q15303,nan|O60260,,O60260,Q15303,PRKN,ERBB4,RBR,1,UbiBrowser2,15632191
nan|O60260|Q15388,nan|O60260,,O60260,Q15388,PRKN,TOMM20,RBR,1,UbiBrowser2,22199232
nan|O60260|Q16342,nan|O60260,,O60260,Q16342,PRKN,PDCD2,RBR,1,UbiBrowser2,22199232
nan|O60260|Q16665,nan|O60260,,O60260,Q16665,PRKN,HIF1A,RBR,1,UbiBrowser2,29180628
nan|O60260|Q6NUN9,nan|O60260,,O60260,Q6NUN9,PARK2,ZNF746,RING,1,UbiBrowser2,21376232
nan|O60260|Q70CQ3,nan|O60260,,O60260,Q70CQ3,PRKN,USP30,RBR,1,UbiBrowser2,22199232
nan|O60260|Q8IWA4,nan|O60260,,O60260,Q8IWA4,PARK2,MFN1,RING,1,UbiBrowser2,21615408
nan|O60260|Q8IXI1,nan|O60260,,O60260,Q8IXI1,PRKN,RHOT2,RBR,1,UbiBrowser2,22078885
nan|O60260|Q8IXI2,nan|O60260,,O60260,Q8IXI2,PRKN,RHOT1,RBR,1,UbiBrowser2,26254304
nan|O60260|Q92844,nan|O60260,,O60260,Q92844,PRKN,TANK,RBR,1,UbiBrowser2,31558697
nan|O60260|Q96AE4,nan|O60260,,O60260,Q96AE4,PRKN,FUBP1,RBR,1,UbiBrowser2,16672220
nan|O60260|Q96P20,nan|O60260,,O60260,Q96P20,PRKN,NLRP3,RBR,1,UbiBrowser2,33527027
nan|O60260|Q96QK1,nan|O60260,,O60260,Q96QK1,PRKN,VPS35,RBR,1,UbiBrowser2,29893854
nan|O60260|Q99497,nan|O60260,,O60260,Q99497,PARK2,PARK7,RING,1,UbiBrowser2,20634198
nan|O60260|Q99648,nan|O60260,,O60260,Q99648,PRKN,CDCrel-1,RING,1,UbiBrowser2,11078524
nan|O60260|Q99714,nan|O60260,,O60260,Q99714,PARK2,PTPN5,RING,1,UbiBrowser2,25583483
nan|O60260|Q99719,nan|O60260,,O60260,Q99719,PARK2,PRKN,RING,1,UbiBrowser2,PRKN2_HUMAN
nan|O60260|Q99962,nan|O60260,,O60260,Q99962,PRKN,SH3GL2,RBR,1,UbiBrowser2,20064468
nan|O60260|Q99963,nan|O60260,,O60260,Q99963,PRKN,SH3GL3,RBR,1,UbiBrowser2,20064468
nan|O60260|Q9BT88,nan|O60260,,O60260,Q9BT88,PRKN,SYT11,RBR,1,UbiBrowser2,12925569
nan|O60260|Q9BXM7,nan|O60260,,O60260,Q9BXM7,PARK2,PINK1,RING,1,UbiBrowser2,22724072
nan|O60260|Q9NRD5,nan|O60260,,O60260,Q9NRD5,PARK2,PICK1,RING,1,UbiBrowser2,17553932
nan|O60260|Q9NX09,nan|O60260,,O60260,Q9NX09,PRKN,DDIT4,RBR,1,UbiBrowser2,25101677
nan|O60260|Q9NZ45,nan|O60260,,O60260,Q9NZ45,PRKN,CISD1,RBR,1,UbiBrowser2,31110043
nan|O60260|Q9UNE7,nan|O60260,,O60260,Q9UNE7,PRKN,STUB1,RBR,1,UbiBrowser2,22199232
nan|O60260|Q9UNN5,nan|O60260,,O60260,Q9UNN5,PRKN,FAF1,RBR,1,UbiBrowser2,23307929
nan|O60260|Q9Y4K3,nan|O60260,,O60260,Q9Y4K3,PRKN,TRAF6,RBR,1,UbiBrowser2,31558697
nan|O60260|Q9Y6H5,nan|O60260,,O60260,Q9Y6H5,PARK2,SNCAIP,RING,1,UbiBrowser2,PRKN2_HUMAN
nan|O60260|Q9Y6K9,nan|O60260,,O60260,Q9Y6K9,PARK2,IKBKG,RING,1,UbiBrowser2,19880420
nan|O60291|Q99816,nan|O60291,,O60291,Q99816,MGRN1,TSG101,RING,1,UbiBrowser2,17229889
nan|O60337|O60337,nan|O60337,,O60337,O60337,MARCHF6,MARCHF6,RING,1,UbiBrowser2,15673284
nan|O60337|Q14534,nan|O60337,,O60337,Q14534,MARCHF6,SQLE,RING,1,UbiBrowser2,32170014
nan|O60337|Q92813,nan|O60337,,O60337,Q92813,MARCHF6,DIO2,RING,1,UbiBrowser2,19651899
nan|O60683|P50542,nan|O60683,,O60683,P50542,PEX10,PEX5,RING,1,UbiBrowser2,22199232
nan|O60784|Q15742,nan|O60784,,O60784,Q15742,TOM1,NAB2,Other,1,UbiBrowser2,22199232
nan|O60784|Q99741,nan|O60784,,O60784,Q99741,TOM1,CDC6,Other,1,UbiBrowser2,23129771
nan|O60858|O60858,nan|O60858,,O60858,O60858,TRIM13,TRIM13,RING,1,UbiBrowser2,31744379
nan|O60858|P04234,nan|O60858,,O60858,P04234,TRIM13,CD3D,RING,1,UbiBrowser2,17314412
nan|O60858|P22736,nan|O60858,,O60858,P22736,TRIM13,NR4A1,RING,1,UbiBrowser2,30224829
nan|O60858|P31749,nan|O60858,,O60858,P31749,TRIM13,AKT1,RING,1,UbiBrowser2,21333377
nan|O60858|P31751,nan|O60858,,O60858,P31751,TRIM13,AKT2,RING,1,UbiBrowser2,21333377
nan|O60858|P55072,nan|O60858,,O60858,P55072,TRIM13,VCP,RING,1,UbiBrowser2,22199232
nan|O60858|Q00987,nan|O60858,,O60858,Q00987,TRIM13,MDM2,RING,1,UbiBrowser2,21333377
nan|O60907|P35222,nan|O60907,,O60907,P35222,TBL1X,CTNNB1,F-box,1,UbiBrowser2,20181957
nan|O75150|Q16623,nan|O75150,,O75150,Q16623,RNF40,STX1A,RING,1,UbiBrowser2,22199232
nan|O75150|Q16778,nan|O75150,,O75150,Q16778,RNF40,H2BC21,RING,1,UbiBrowser2,16307923
