gene,crc_expr
AC005775.2,0.0002634770248688622
AC005776.2,0.0023553863076246073
AC005786.2,0.0008815124660477387
AC005786.5,8.523455969063928e-05
AC005786.7,5.430429193630428e-05
AC005828.5,0.00010611805007412932
AC005833.1,0.011254434124002802
AC005837.1,0.02516047053671609
AC005837.3,0.0006141984916491118
AC005840.2,0.0020761957048138686
AC005840.4,0.00292041281611259
AC005842.1,0.002193102955492966
AC005856.1,0.0015047066183414878
AC005884.1,0.0029176523205305532
AC005899.1,0.0004755366628479512
AC005899.5,0.00823408680231263
AC005899.6,0.010176907672189116
AC005899.7,0.007304306360074494
AC005899.8,0.0029704935266499336
AC005920.1,0.013313097652135016
AC005920.3,0.0005999378526138408
AC005921.2,0.03742449215464132
AC005932.1,0.00043521869076231103
AC005944.1,0.0032097884975096267
AC005944.2,0.001504311178400767
AC005954.2,0.0004680082391526058
AC005954.4,0.00047728667541627835
AC005962.1,0.0006197441891964052
AC005993.1,9.660162771614605e-05
AC006001.3,0.08183826449413661
AC006004.1,0.00022358844251515816
AC006007.1,0.0007389787618018843
AC006017.1,0.0026012805044452712
AC006027.1,0.0029034552526375815
AC006033.2,0.0051692426788033366
AC006042.1,0.00024131157663943658
AC006042.2,0.00017272808878188801
AC006042.4,0.0015798347043121258
AC006058.1,0.002561029771117385
AC006058.3,0.0001568693362982791
AC006059.1,0.001777092667977973
AC006064.1,0.001451319482845083
AC006064.2,0.00432752297842256
AC006064.3,0.0004085694552207781
AC006064.4,0.0044242609430750375
AC006115.1,0.000560719061302693
AC006116.17,0.0008634648853977563
AC006116.8,0.00037686596834855915
AC006129.1,0.00012947880039510364
AC006129.2,0.03459805464081421
AC006146.1,0.0004378934450301428
AC006148.2,5.77410799869817e-05
AC006157.1,0.003728995828689662
AC006160.1,0.0018324220290650106
AC006160.5,0.0009282286802863924
AC006207.1,0.00029442777774211994
AC006213.1,0.0011415650347286982
AC006213.2,0.0009709821835937999
AC006238.1,0.001229011387234138
AC006252.1,0.0014801887684664395
AC006262.4,0.0001621226020884235
AC006262.5,0.013131610591586393
AC006273.1,0.0005920151049307467
AC006273.4,0.0007883973282885276
AC006273.5,0.0007995509138061948
AC006277.2,0.0004515311738848636
AC006299.1,0.0006684645393007413
AC006329.1,0.0026269288423857637
AC006333.2,0.019701389705064548
AC006369.1,0.004296059566149692
AC006369.2,0.004103238682872825
AC006372.3,0.0003693361037251699
AC006435.1,0.00016797051425578073
AC006435.2,0.00040183262737538246
AC006435.3,8.867114157045719e-05
AC006441.1,0.001677089545165455
AC006441.3,0.0001588517070355944
AC006449.1,0.00010254941227405583
AC006449.2,0.00306472671389994
AC006449.3,0.00027104146794049014
AC006449.5,0.0015181513958681635
AC006449.6,0.020146290980290592
AC006460.1,0.00029799508768462183
AC006460.2,0.0005923122101660194
AC006480.2,0.011765607044784097
AC006483.2,0.005032586156829418
AC006504.5,0.00016717758089990504
AC006547.1,0.0014948205288335997
AC006547.15,0.0008184256627139351
AC006547.2,0.00016162701326275726
AC006942.1,0.005483650726749594
AC006942.4,0.003724172522097388
AC006946.16,0.0008814794728752386
AC006946.2,0.0011688688820710193
AC006946.3,0.0005123847298506785
AC006960.3,0.00026985230520281577
AC006967.3,0.00010373896095194439
AC006994.2,0.0024796966004280497
AC007009.1,0.00028580667681252063
AC007014.1,0.005573894771481272
AC007029.1,0.0005674538133847353
AC007032.1,0.01431814017846178
AC007036.1,0.0007005461582723948
AC007036.6,0.0003484962997773445
AC007038.1,0.005027087722681739
AC007038.2,0.009392012208436554
AC007038.7,0.0012772126506164214
AC007040.11,0.0009192222819118998
AC007040.2,0.0003356485207229536
AC007099.1,0.00038796241050885726
AC007114.1,0.011158969371260253
AC007114.2,0.036951438081117685
AC007128.1,0.00011472563497792386
AC007161.5,0.0004751404327624879
AC007163.3,0.000288383112883099
AC007182.1,0.0027200413138775826
AC007182.6,0.0008137070402663102
AC007193.1,0.003198358479578521
AC007193.10,0.00016427014816155784
AC007193.9,0.0013530661146876333
AC007216.1,0.0002040476919396177
AC007216.2,0.0033027957746202537
AC007216.4,0.002321433432842373
AC007218.1,9.263639989137456e-05
AC007220.1,0.0005924112452063973
AC007228.11,0.0021636153381591697
AC007228.2,0.009036334121396712
AC007228.9,0.004348694152239413
AC007240.1,0.001967953874911845
AC007246.3,0.028959165390345393
AC007249.2,0.0025180132590635965
AC007250.1,0.0005068378773901025
AC007255.1,0.003269693412641073
AC007255.8,0.0007781014967229491
AC007262.2,0.0006217247810071484
AC007272.1,0.0006498483636484056
AC007277.1,7.04305604905856e-05
AC007285.1,0.0002496361190086798
AC007292.1,0.0015023339741477158
AC007292.2,0.004600780606052496
AC007292.3,0.001552371386231638
AC007292.4,0.00014923713779691825
