pair_id,enzyme_class,enz_node,sub_node,enz_ac,sub_ac,enz_gene,sub_gene,is_known_pair,prob_hgt_fold0,prob_hgt_fold1,prob_hgt_fold2,prob_hgt_fold3,prob_hgt_fold4,prob_hgt_mean,prob_hgt_std,crc_enz_expr,crc_sub_expr,lihc_enz_expr,lihc_sub_expr,crc_activity,lihc_activity,crc_score,lihc_score,gi_score,contains_gi_seed,driver_hit,driver_pathways
DUB|Q9Y4E8|P07900,DUB,492,1861,Q9Y4E8,P07900,USP15,HSP90AA1,False,0.99484766,0.9948796,0.9960724,0.996061,0.99182147,0.9947365,0.0017370433,0.21230732954893902,0.6312241315013377,0.23421347890677816,0.7009251187825654,0.3660785567414422,0.4051741730703122,0.3641517022580336,0.40304153881035665,0.38359662053419513,False,True,stress_autophagy
DUB|Q9Y4E8|P01100,DUB,492,1390,Q9Y4E8,P01100,USP15,FOS,False,0.99566025,0.99498147,0.9960884,0.9960472,0.9917442,0.99490434,0.0018215233,0.21230732954893902,0.5695628909393946,0.23421347890677816,0.5712069276742916,0.3477389486173737,0.36576544629892016,0.3459669891664621,0.3639016299448326,0.35493430955564736,False,True,mapk
DUB|Q9Y4E8|P21580,DUB,492,67,Q9Y4E8,P21580,USP15,TNFAIP3,False,0.9952709,0.9950105,0.9963212,0.99590176,0.9915631,0.99481356,0.0018888309,0.21230732954893902,0.3991094086074028,0.23421347890677816,0.3998897265837338,0.2910907981013725,0.3060385009149284,0.2895810731424676,0.30445125059224315,0.29701616186735535,True,True,nfkb_inflammation
DUB|Q14694|P07900,DUB,436,1861,Q14694,P07900,USP10,HSP90AA1,False,0.99470735,0.9950841,0.996114,0.9958352,0.9915175,0.9946516,0.0018406782,0.1127920176901713,0.6312241315013377,0.12244153928241923,0.7009251187825654,0.266827741074203,0.29295451944875306,0.2654006395838417,0.29138768149693334,0.2783941605403875,False,True,stress_autophagy
E3|Q9UNE7|P01100,E3,393,1390,Q9UNE7,P01100,STUB1,FOS,False,0.9954633,0.99501884,0.99547064,0.9960253,0.9912151,0.9946386,0.0019468125,0.12633510319029104,0.5695628909393946,0.12395422474391522,0.5712069276742916,0.2682457578419254,0.26608929307324725,0.2668075850358317,0.26466268193736436,0.26573513348659805,False,True,mapk
DUB|Q14694|P01100,DUB,436,1390,Q14694,P01100,USP10,FOS,False,0.9954144,0.9950088,0.9957327,0.99565154,0.99136317,0.99463415,0.001850028,0.1127920176901713,0.5695628909393946,0.12244153928241923,0.5712069276742916,0.2534603473336634,0.2644606879542246,0.25210031712892306,0.2630416315717654,0.25757097435034426,False,True,mapk
DUB|Q9Y4E8|P18848,DUB,492,1900,Q9Y4E8,P18848,USP15,ATF4,False,0.99523383,0.99483347,0.99618345,0.9960251,0.99144894,0.99474496,0.0019247452,0.21230732954893902,0.28499777288547773,0.23421347890677816,0.2856603624869297,0.24598194260699463,0.2586609891031794,0.24468929765931718,0.25730171525900264,0.2509955064591599,False,True,stress_autophagy
E3|Q9H0M0|P07900,E3,316,1861,Q9H0M0,P07900,WWP1,HSP90AA1,False,0.99489504,0.9949425,0.9961157,0.9959514,0.99102986,0.99458694,0.0020659755,0.07072082730494572,0.6312241315013377,0.11053036077839125,0.7009251187825654,0.21128344183731118,0.27834062990816427,0.21013975188963932,0.27683395537803357,0.24348685363383643,False,True,stress_autophagy
DUB|Q9Y4E8|P17861,DUB,492,1444,Q9Y4E8,P17861,USP15,XBP1,False,0.9953047,0.99484175,0.9959996,0.9957865,0.9912565,0.9946378,0.001942526,0.21230732954893902,0.2528891586112485,0.23421347890677816,0.27336635014582084,0.2317115058356668,0.25303376036351577,0.2304690223990748,0.2516769427336945,0.24107298256638465,False,True,stress_autophagy
E3|Q9H0M0|P21580,E3,316,67,Q9H0M0,P21580,WWP1,TNFAIP3,False,0.9951841,0.9949162,0.9961748,0.9958866,0.9912162,0.99467564,0.0019998918,0.07072082730494572,0.3991094086074028,0.11053036077839125,0.3998897265837338,0.1680040105530316,0.21023785518044158,0.16710949671940345,0.20911847315383303,0.18811398493661824,True,True,nfkb_inflammation
E3|Q9UNE7|P18848,E3,393,1900,Q9UNE7,P18848,STUB1,ATF4,False,0.9952207,0.9950956,0.9959,0.9959643,0.9911379,0.9946637,0.0020092186,0.12633510319029104,0.28499777288547773,0.12395422474391522,0.2856603624869297,0.1897504230469328,0.188172284814032,0.18873785786442746,0.18716814105057888,0.18795299945750316,False,True,stress_autophagy
DUB|Q14694|P18848,DUB,436,1900,Q14694,P18848,USP10,ATF4,False,0.99542505,0.99513006,0.9961457,0.9957396,0.991356,0.99475926,0.0019394684,0.1127920176901713,0.28499777288547773,0.12244153928241923,0.2856603624869297,0.17929158887398547,0.18702057238409234,0.17835196827251001,0.18604044618957613,0.18219620723104307,False,True,stress_autophagy
E3|Q9H0M0|Q13501,E3,316,114,Q9H0M0,Q13501,WWP1,SQSTM1,False,0.99512297,0.9949157,0.99630785,0.9957594,0.9909636,0.99461395,0.0021128652,0.07072082730494572,0.3373252234850281,0.11053036077839125,0.37754510613323256,0.1544536139936094,0.20427970234710596,0.15362171910595912,0.20317944165627932,0.17840058038111922,False,True,stress_autophagy
DUB|Q9Y4E8|P60484,DUB,492,509,Q9Y4E8,P60484,USP15,PTEN,False,0.995314,0.9948525,0.9961183,0.9959579,0.99141777,0.9947321,0.0019210738,0.21230732954893902,0.11592801030824527,0.23421347890677816,0.16252011259043084,0.15688328874824567,0.19510100195059502,0.15605684327144878,0.19407322938241947,0.17506503632693413,False,True,pi3k_akt_mtor
DUB|Q9Y4E8|P28482,DUB,492,1102,Q9Y4E8,P28482,USP15,MAPK1,False,0.99554837,0.9946116,0.996046,0.9960759,0.9917898,0.9948143,0.0017913845,0.21230732954893902,0.11102358795826063,0.23421347890677816,0.1426879639068933,0.15352889459759703,0.1828098586640181,0.15273273980888227,0.1818618615799441,0.16729730069441318,False,True,mapk
E3|Q9UNE7|P35222,E3,393,674,Q9UNE7,P35222,STUB1,CTNNB1,False,0.9951231,0.9947115,0.9959991,0.99601775,0.99170107,0.99471045,0.0017745646,0.12633510319029104,0.16075603305407024,0.12395422474391522,0.20567138187878606,0.14251010499030517,0.15966789499706777,0.1417562906644537,0.15882332368308602,0.15028980717376986,True,True,wnt_beta_catenin
DUB|O75317|Q13501,DUB,418,114,O75317,Q13501,USP12,SQSTM1,False,0.9946879,0.9951271,0.99620384,0.9957436,0.9911781,0.9945881,0.00199213,0.05147147117612452,0.3373252234850281,0.07493029140117101,0.37754510613323256,0.13176731581689513,0.16819502019872393,0.13105420428042566,0.16728476556891045,0.14916948492466806,False,True,stress_autophagy
DUB|Q9Y4E8|Q9H2K2,DUB,492,1745,Q9Y4E8,Q9H2K2,USP15,TNKS2,False,0.99532014,0.9949189,0.9963941,0.9959781,0.991573,0.9948368,0.0019118502,0.21230732954893902,0.08701015587443224,0.23421347890677816,0.11411631375099578,0.13591502432526595,0.16348571449407476,0.13521326787166973,0.16264160505299893,0.14892743646233433,False,True,wnt_beta_catenin
E3|Q13356|Q13501,E3,111,114,Q13356,Q13501,PPIL2,SQSTM1,False,0.9951119,0.99499077,0.9961408,0.99559987,0.9912026,0.99460924,0.001957703,0.06098048775730432,0.3373252234850281,0.06397930070555082,0.37754510613323256,0.14342334768425502,0.15541902031349697,0.14265018683849265,0.1545811936755518,0.1486156902570222,False,True,stress_autophagy
DUB|Q14694|P35222,DUB,436,674,Q14694,P35222,USP10,CTNNB1,False,0.9953366,0.994934,0.99621886,0.9957825,0.99179596,0.9948136,0.0017541168,0.1127920176901713,0.16075603305407024,0.12244153928241923,0.20567138187878606,0.13465510507974235,0.15869064428497615,0.13395672984275678,0.15786761112745654,0.14591217048510666,True,True,wnt_beta_catenin
E3|Q12834|P01100,E3,99,1390,Q12834,P01100,CDC20,FOS,False,0.9954352,0.99474007,0.9956892,0.9958192,0.9917319,0.9946831,0.001701585,0.033372948040499596,0.5695628909393946,0.040409700834780064,0.5712069276742916,0.13786947727875504,0.15192860514752307,0.13713643905501163,0.1511208159468142,0.14412862750091293,False,True,mapk;cell_cycle
DUB|Q9Y4E8|P49841,DUB,492,1647,Q9Y4E8,P49841,USP15,GSK3B,False,0.99506867,0.9949839,0.9963158,0.9959804,0.9915963,0.994789,0.0018748398,0.21230732954893902,0.07733188111793528,0.23421347890677816,0.08331793219149813,0.12813323210293598,0.1396931736123488,0.1274655298304476,0.13896523248465484,0.13321538115755122,False,True,wnt_beta_catenin
DUB|O75317|P18848,DUB,418,1900,O75317,P18848,USP12,ATF4,False,0.99525934,0.9950252,0.9959487,0.995862,0.99100655,0.9946203,0.0020577847,0.05147147117612452,0.28499777288547773,0.07493029140117101,0.2856603624869297,0.12111669848676751,0.14630315855411252,0.12046512698391824,0.14551609145203898,0.13299060921797862,False,True,stress_autophagy
E3|Q13356|P18848,E3,111,1900,Q13356,P18848,PPIL2,ATF4,False,0.9951806,0.99492574,0.9959359,0.99574924,0.99135053,0.9946284,0.0018777404,0.06098048775730432,0.28499777288547773,0.06397930070555082,0.2856603624869297,0.13183058522323973,0.13519005226423994,0.13112244405165457,0.13446386537949734,0.13279315471557596,False,True,stress_autophagy
E3|Q9H0M0|P35222,E3,316,674,Q9H0M0,P35222,WWP1,CTNNB1,False,0.9952112,0.9946247,0.9961836,0.9959591,0.9912675,0.99464923,0.0019888727,0.07072082730494572,0.16075603305407024,0.11053036077839125,0.20567138187878606,0.10662457339584083,0.1507744409402751,0.10605404982725157,0.1499676815849251,0.12801086570608833,True,True,wnt_beta_catenin
DUB|Q9Y4E8|P23443,DUB,492,943,Q9Y4E8,P23443,USP15,RPS6KB1,False,0.99528545,0.9947212,0.99634725,0.9961449,0.99203694,0.9949071,0.001733616,0.21230732954893902,0.06546882811463713,0.23421347890677816,0.08057827021250133,0.11789619190507006,0.13737727974727243,0.11729575838931673,0.13667763099924754,0.12698669469428214,True,True,pi3k_akt_mtor
E3|Q9Y3I1|Q9H2K2,E3,405,1745,Q9Y3I1,Q9H2K2,FBXO7,TNKS2,False,0.9949256,0.9949569,0.9962698,0.9958246,0.99099964,0.9945952,0.0020906813,0.15089462458019398,0.08701015587443224,0.17255687671924985,0.11411631375099578,0.11458344036263099,0.14032660005710185,0.11396413978415905,0.13956816284911322,0.12676615131663613,False,True,wnt_beta_catenin
E3|Q9UNE7|P28482,E3,393,1102,Q9UNE7,P28482,STUB1,MAPK1,False,0.9953809,0.9947018,0.99561864,0.9959239,0.99152887,0.9946308,0.001791474,0.12633510319029104,0.11102358795826063,0.12395422474391522,0.1426879639068933,0.11843215965802198,0.1329916386332867,0.11779627370638614,0.13227757992713685,0.12503692681676148,False,True,mapk
