gene,lihc_expr
AC004691.2,0.2367083392384127
AC004744.3,0.000987824701884277
AC004754.3,0.00686319497022883
AC004771.3,0.0032087534775146775
AC004775.5,4.3214124887187414e-05
AC004791.2,0.005105318660125904
AC004797.1,0.004578654385921456
AC004805.1,0.011527444831750996
AC004812.2,0.011323563297405723
AC004816.1,0.004880038951579206
AC004817.3,0.027450103312699457
AC004832.3,0.019708965000879788
AC004832.6,0.007336769920183356
AC004837.4,0.009010467087416194
AC004837.5,0.0018669636253821622
AC004839.2,0.006716141367565324
AC004840.8,0.00017713634580472773
AC004854.2,0.02807654830637134
AC004854.4,0.0005905992535374878
AC004854.5,0.0003971021033171056
AC004862.6,0.0005584460609641519
AC004865.2,0.014673967939567354
AC004878.2,0.000499145238253057
AC004878.8,5.556753908593617e-05
AC004890.1,0.0004742525900608956
AC004893.10,0.0007900719434637723
AC004893.11,0.008276257879262807
AC004895.4,0.0009062103651409912
AC004899.3,0.00024093546930933148
AC004906.3,0.0033186899104118693
AC004917.1,0.00424980691635313
AC004922.1,0.27534779350142935
AC004938.2,0.00845268202459057
AC004941.3,4.4214411660534864e-05
AC004951.1,0.008890022555978308
AC004951.5,0.003190702112985413
AC004951.6,0.01954703716844768
AC004967.7,0.015694240784224656
AC004974.1,0.004480430085158123
AC004980.10,0.0008241344296497534
AC004980.7,0.010849718532782375
AC004980.9,0.0007173616253048999
AC004985.12,0.0022123079538665584
AC004987.10,8.197390733211715e-05
AC004987.9,0.00052409228329431
AC004988.1,0.0008946001229166422
AC004997.1,0.009966321314984044
AC005005.4,0.0003258061694253574
AC005009.2,0.0003115008829609487
AC005014.5,0.00034871718126690927
AC005019.1,0.0008882247889366537
AC005037.1,0.01148254349202328
AC005037.3,0.008174576604170184
AC005041.1,0.004418363901918502
AC005042.2,0.0004121757031249988
AC005062.2,0.0059638852884128304
AC005070.3,0.006943016785490237
AC005076.5,0.003941576770164224
AC005077.7,0.00022718628356420832
AC005082.12,0.0017385019162248752
AC005083.1,0.008116429180667855
AC005086.1,0.0007664467226267137
AC005086.2,0.001324939117495157
AC005102.1,0.0005565223061093236
AC005104.3,0.037202251276662116
AC005152.3,0.0001417336407469694
AC005154.6,0.04766700405781962
AC005154.7,0.0031831805363042075
AC005154.8,0.0009751926230446302
AC005160.3,0.0003657623551573423
AC005162.4,0.0040220911158582034
AC005189.6,0.0002827308842554233
AC005220.3,0.0003734600025416193
AC005224.2,0.004944974322562853
AC005237.4,0.0002843806381324285
AC005253.2,0.014116537853880732
AC005253.4,0.08209860893677821
AC005255.3,0.0005487356106041286
AC005256.1,0.0012672040905477389
AC005258.1,0.00350770004929116
AC005261.1,0.017183449557861195
AC005262.1,0.0008342062662330461
AC005262.2,0.0020868944581733015
AC005262.3,0.0006746833363993375
AC005264.2,0.010313520644610125
AC005281.2,0.00024478517974959647
AC005300.5,0.0053540105297101
AC005304.1,0.0003377200146452498
AC005306.3,0.005257286986319466
AC005307.3,0.0009125771681550519
AC005324.3,0.011384645868399965
AC005329.7,0.02741392762208416
AC005332.1,0.009297262509306797
AC005332.4,0.016066420058581114
AC005332.5,0.0021876476889601554
AC005332.6,0.031082435451973364
AC005339.2,0.0037578932057803277
AC005355.1,0.00046307468612271654
AC005355.2,0.02176125915390318
AC005355.3,0.0002409354693093314
AC005363.11,0.0009318158398354812
AC005363.2,0.005527253018489659
AC005363.9,0.0014676289229674365
AC005387.2,0.00045647778379865895
AC005387.3,0.00024313530714486746
AC005477.1,0.0024406742538821595
AC005480.1,0.0002192365975954337
AC005481.5,0.00023973555405553795
AC005488.11,0.001532924607055123
AC005498.3,0.0005664852292464177
AC005517.3,0.001410008648286646
AC005519.4,0.00643755895626008
AC005520.1,0.04787545236898212
AC005520.2,0.007996014701180125
AC005522.7,0.0018861551090303716
AC005523.2,0.013222080079637526
AC005523.3,0.0006956399055869161
AC005532.5,0.0019755237729754604
AC005534.6,7.70686535195046e-05
AC005534.8,0.0007969395499141056
AC005537.2,0.0008042815507303127
AC005538.3,0.0029461298152106234
AC005540.3,0.0023768142875070716
AC005546.2,0.0014122038169324543
AC005550.3,0.0012786817175273418
AC005562.1,0.020714109121173704
AC005578.3,0.003995008326422928
AC005592.1,0.00011873066235248382
AC005592.2,0.00021681167052304214
AC005593.2,0.004745459095510157
