pair_id,enzyme_class,enzyme,substrate,prob_hgt_mean,prob_hgt_std,base_prob_fold0,top_explanatory_genes,ppi_importance_pct,colocalization_importance_pct,enzyme_substrate_context_importance_pct,total_drop,max_relation_dependency,priority_score
DUB|Q9Y4E8|P21580,DUB,USP15,TNFAIP3,0.99481356,0.0018888309,0.9952709078788757,TP53; SQSTM1; APEX1; RICTOR; HSP90AA1; AURKA; BECN1; GSK3B,82.50703687801155,17.492963121988456,0.0,0.012493729591369629,82.50703687801155,1.0053435676168367
DUB|Q14694|P35222,DUB,USP10,CTNNB1,0.9948136,0.0017541168,0.9953365921974182,CTNNB1; MAPT; TP53; YAP1; ESR1; NTRK1; PCSK9; APC,29.34177522076033,70.65822477923967,0.0,0.006392180919647217,70.65822477923967,0.9994195299248364
DUB|Q14694|P27361,DUB,USP10,MAPK3,0.9948578,0.0017557165,0.9956652522087097,CCNF; ZRANB1; PML; TP53; MAPT; CYLD; AURKA; LRRK2,32.41248338292081,67.58751661707919,0.0,0.0047078728675842285,67.58751661707919,0.9977896283297372
E3|Q12834|P04637,E3,CDC20,TP53,0.9948837,0.0018482589,0.9954427480697632,TP53; TEK; YAP1; USP6; NOS3; CD44; AURKA; ESR1,80.02644582086435,19.97355417913564,0.0,0.0025693774223327637,80.02644582086435,0.9955998055152452
DUB|Q9Y4E8|P27361,DUB,USP15,MAPK3,0.99492836,0.0017665252,0.9955743551254272,CCNF; TP53; ZRANB1; MYC; NPM1; APC; PML; LRRK2,59.871060171919765,40.12893982808023,0.0,0.0012481212615966797,59.871060171919765,0.9944134947421992
DUB|Q9Y4E8|P31749,DUB,USP15,AKT1,0.9949152,0.0017240107,0.9953226447105408,AKT1; TP53; MAPT; ESR1; VHL; CTTN; LRRK2; NOS3,100.0,0.0,0.0,0.0007936954498291016,100.0,0.9939912081885827
DUB|Q9Y4E8|P45983,DUB,USP15,MAPK8,0.9949361,0.0017746688,0.9954468607902527,TP53; MAPT; HSP90AA1; OPTN; DTNBP1; LRRK2; ANXA2; RNF5,77.52940033044999,22.470599669550005,0.0,0.0006132721900939941,77.52940033044999,0.9937826316107491
DUB|Q9Y4E8|P04637,DUB,USP15,TP53,0.99485,0.0018478711,0.9953182339668274,TP53; APC; DDX3X; YAP1; LRRK2; AMBRA1; VIM; HIST1H2AB,100.0,0.0,0.0,0.0005639195442199707,100.0,0.9935750167993416
