src,dst,src_ac,dst_ac,compartment,edge_type,edge_label,edge_id
23,1322,O60260,Q6BAA4,endoplasmic_reticulum,co_localized,-1,23|1322|endoplasmic_reticulum
23,158,O60260,Q6R327,endoplasmic_reticulum,co_localized,-1,23|158|endoplasmic_reticulum
23,449,O60260,Q6R6M4,endoplasmic_reticulum,co_localized,-1,23|449|endoplasmic_reticulum
23,161,O60260,Q6VVB1,endoplasmic_reticulum,co_localized,-1,23|161|endoplasmic_reticulum
23,163,O60260,Q6ZMZ0,endoplasmic_reticulum,co_localized,-1,23|163|endoplasmic_reticulum
23,1459,O60260,Q70SY1,endoplasmic_reticulum,co_localized,-1,23|1459|endoplasmic_reticulum
23,1616,O60260,Q7Z2W7,endoplasmic_reticulum,co_localized,-1,23|1616|endoplasmic_reticulum
23,177,O60260,Q86T96,endoplasmic_reticulum,co_localized,-1,23|177|endoplasmic_reticulum
23,178,O60260,Q86TM6,endoplasmic_reticulum,co_localized,-1,23|178|endoplasmic_reticulum
23,1143,O60260,Q86VP3,endoplasmic_reticulum,co_localized,-1,23|1143|endoplasmic_reticulum
23,860,O60260,Q86WV6,endoplasmic_reticulum,co_localized,-1,23|860|endoplasmic_reticulum
23,2053,O60260,Q86YR5,endoplasmic_reticulum,co_localized,-1,23|2053|endoplasmic_reticulum
23,545,O60260,Q8IVT5,endoplasmic_reticulum,co_localized,-1,23|545|endoplasmic_reticulum
23,192,O60260,Q8IWR1,endoplasmic_reticulum,co_localized,-1,23|192|endoplasmic_reticulum
23,198,O60260,Q8IYU2,endoplasmic_reticulum,co_localized,-1,23|198|endoplasmic_reticulum
23,1885,O60260,Q8N6T7,endoplasmic_reticulum,co_localized,-1,23|1885|endoplasmic_reticulum
23,1699,O60260,Q8N8V4,endoplasmic_reticulum,co_localized,-1,23|1699|endoplasmic_reticulum
23,1148,O60260,Q8NBP7,endoplasmic_reticulum,co_localized,-1,23|1148|endoplasmic_reticulum
23,1912,O60260,Q8NF37,endoplasmic_reticulum,co_localized,-1,23|1912|endoplasmic_reticulum
23,231,O60260,Q8TEB7,endoplasmic_reticulum,co_localized,-1,23|231|endoplasmic_reticulum
23,233,O60260,Q8WU17,endoplasmic_reticulum,co_localized,-1,23|233|endoplasmic_reticulum
23,1303,O60260,Q8WXF7,endoplasmic_reticulum,co_localized,-1,23|1303|endoplasmic_reticulum
23,237,O60260,Q8WXG1,endoplasmic_reticulum,co_localized,-1,23|237|endoplasmic_reticulum
23,238,O60260,Q8WXH4,endoplasmic_reticulum,co_localized,-1,23|238|endoplasmic_reticulum
23,1914,O60260,Q92538,endoplasmic_reticulum,co_localized,-1,23|1914|endoplasmic_reticulum
23,1915,O60260,Q92539,endoplasmic_reticulum,co_localized,-1,23|1915|endoplasmic_reticulum
23,919,O60260,Q92734,endoplasmic_reticulum,co_localized,-1,23|919|endoplasmic_reticulum
23,666,O60260,Q92813,endoplasmic_reticulum,co_localized,-1,23|666|endoplasmic_reticulum
23,2007,O60260,Q92819,endoplasmic_reticulum,co_localized,-1,23|2007|endoplasmic_reticulum
23,1462,O60260,Q96BA8,endoplasmic_reticulum,co_localized,-1,23|1462|endoplasmic_reticulum
23,257,O60260,Q96CS3,endoplasmic_reticulum,co_localized,-1,23|257|endoplasmic_reticulum
23,1579,O60260,Q96D31,endoplasmic_reticulum,co_localized,-1,23|1579|endoplasmic_reticulum
23,258,O60260,Q96D59,endoplasmic_reticulum,co_localized,-1,23|258|endoplasmic_reticulum
23,1089,O60260,Q96EV8,endoplasmic_reticulum,co_localized,-1,23|1089|endoplasmic_reticulum
23,266,O60260,Q96GF1,endoplasmic_reticulum,co_localized,-1,23|266|endoplasmic_reticulum
23,1735,O60260,Q96HE7,endoplasmic_reticulum,co_localized,-1,23|1735|endoplasmic_reticulum
23,474,O60260,Q96JH7,endoplasmic_reticulum,co_localized,-1,23|474|endoplasmic_reticulum
23,270,O60260,Q96K19,endoplasmic_reticulum,co_localized,-1,23|270|endoplasmic_reticulum
23,1704,O60260,Q96KG9,endoplasmic_reticulum,co_localized,-1,23|1704|endoplasmic_reticulum
23,275,O60260,Q96MT1,endoplasmic_reticulum,co_localized,-1,23|275|endoplasmic_reticulum
23,650,O60260,Q96P20,endoplasmic_reticulum,co_localized,-1,23|650|endoplasmic_reticulum
23,1888,O60260,Q96PH1,endoplasmic_reticulum,co_localized,-1,23|1888|endoplasmic_reticulum
23,1992,O60260,Q96RJ0,endoplasmic_reticulum,co_localized,-1,23|1992|endoplasmic_reticulum
23,652,O60260,Q99497,endoplasmic_reticulum,co_localized,-1,23|652|endoplasmic_reticulum
23,287,O60260,Q99675,endoplasmic_reticulum,co_localized,-1,23|287|endoplasmic_reticulum
23,1149,O60260,Q99683,endoplasmic_reticulum,co_localized,-1,23|1149|endoplasmic_reticulum
23,289,O60260,Q99942,endoplasmic_reticulum,co_localized,-1,23|289|endoplasmic_reticulum
23,847,O60260,Q9BQE4,endoplasmic_reticulum,co_localized,-1,23|847|endoplasmic_reticulum
23,1364,O60260,Q9BQQ3,endoplasmic_reticulum,co_localized,-1,23|1364|endoplasmic_reticulum
23,298,O60260,Q9BY78,endoplasmic_reticulum,co_localized,-1,23|298|endoplasmic_reticulum
23,309,O60260,Q9C0C7,endoplasmic_reticulum,co_localized,-1,23|309|endoplasmic_reticulum
23,1178,O60260,Q9C0E8,endoplasmic_reticulum,co_localized,-1,23|1178|endoplasmic_reticulum
23,1466,O60260,Q9H0K1,endoplasmic_reticulum,co_localized,-1,23|1466|endoplasmic_reticulum
23,1950,O60260,Q9H5J4,endoplasmic_reticulum,co_localized,-1,23|1950|endoplasmic_reticulum
23,1548,O60260,Q9HBA0,endoplasmic_reticulum,co_localized,-1,23|1548|endoplasmic_reticulum
23,1959,O60260,Q9NPH5,endoplasmic_reticulum,co_localized,-1,23|1959|endoplasmic_reticulum
23,1179,O60260,Q9NQW1,endoplasmic_reticulum,co_localized,-1,23|1179|endoplasmic_reticulum
23,784,O60260,Q9NR96,endoplasmic_reticulum,co_localized,-1,23|784|endoplasmic_reticulum
23,1583,O60260,Q9NRA0,endoplasmic_reticulum,co_localized,-1,23|1583|endoplasmic_reticulum
23,349,O60260,Q9NX47,endoplasmic_reticulum,co_localized,-1,23|349|endoplasmic_reticulum
23,351,O60260,Q9NXI6,endoplasmic_reticulum,co_localized,-1,23|351|endoplasmic_reticulum
23,355,O60260,Q9NZS9,endoplasmic_reticulum,co_localized,-1,23|355|endoplasmic_reticulum
23,1605,O60260,Q9P055,endoplasmic_reticulum,co_localized,-1,23|1605|endoplasmic_reticulum
23,356,O60260,Q9P0N8,endoplasmic_reticulum,co_localized,-1,23|356|endoplasmic_reticulum
23,1720,O60260,Q9P2Y5,endoplasmic_reticulum,co_localized,-1,23|1720|endoplasmic_reticulum
23,1180,O60260,Q9UBV8,endoplasmic_reticulum,co_localized,-1,23|1180|endoplasmic_reticulum
23,388,O60260,Q9UKV5,endoplasmic_reticulum,co_localized,-1,23|388|endoplasmic_reticulum
23,2028,O60260,Q9ULZ3,endoplasmic_reticulum,co_localized,-1,23|2028|endoplasmic_reticulum
23,1725,O60260,Q9UMX0,endoplasmic_reticulum,co_localized,-1,23|1725|endoplasmic_reticulum
23,1998,O60260,Q9Y256,endoplasmic_reticulum,co_localized,-1,23|1998|endoplasmic_reticulum
23,1776,O60260,Q9Y282,endoplasmic_reticulum,co_localized,-1,23|1776|endoplasmic_reticulum
23,491,O60260,Q9Y2K6,endoplasmic_reticulum,co_localized,-1,23|491|endoplasmic_reticulum
23,408,O60260,Q9Y4L5,endoplasmic_reticulum,co_localized,-1,23|408|endoplasmic_reticulum
23,1288,O60260,Q9Y4P8,endoplasmic_reticulum,co_localized,-1,23|1288|endoplasmic_reticulum
23,1560,O60260,Q9Y5M8,endoplasmic_reticulum,co_localized,-1,23|1560|endoplasmic_reticulum
23,848,O60260,Q9Y6D0,endoplasmic_reticulum,co_localized,-1,23|848|endoplasmic_reticulum
23,2032,O60260,Q9Y6N7,endoplasmic_reticulum,co_localized,-1,23|2032|endoplasmic_reticulum
1832,25,O60313,O60337,endoplasmic_reticulum,co_localized,-1,25|1832|endoplasmic_reticulum
1832,1856,O60313,O60762,endoplasmic_reticulum,co_localized,-1,1832|1856|endoplasmic_reticulum
1832,28,O60313,O60858,endoplasmic_reticulum,co_localized,-1,28|1832|endoplasmic_reticulum
1832,1293,O60313,O75460,endoplasmic_reticulum,co_localized,-1,1293|1832|endoplasmic_reticulum
1832,1528,O60313,O75581,endoplasmic_reticulum,co_localized,-1,1528|1832|endoplasmic_reticulum
1832,1520,O60313,O75915,endoplasmic_reticulum,co_localized,-1,1520|1832|endoplasmic_reticulum
1832,686,O60313,O76083,endoplasmic_reticulum,co_localized,-1,686|1832|endoplasmic_reticulum
1832,421,O60313,O94966,endoplasmic_reticulum,co_localized,-1,421|1832|endoplasmic_reticulum
1832,1174,O60313,O94979,endoplasmic_reticulum,co_localized,-1,1174|1832|endoplasmic_reticulum
1832,1245,O60313,O95278,endoplasmic_reticulum,co_localized,-1,1245|1832|endoplasmic_reticulum
1832,708,O60313,O95994,endoplasmic_reticulum,co_localized,-1,708|1832|endoplasmic_reticulum
1832,1226,O60313,P00367,endoplasmic_reticulum,co_localized,-1,1226|1832|endoplasmic_reticulum
1832,679,O60313,P00533,endoplasmic_reticulum,co_localized,-1,679|1832|endoplasmic_reticulum
1832,1294,O60313,P01009,endoplasmic_reticulum,co_localized,-1,1294|1832|endoplasmic_reticulum
1832,1390,O60313,P01100,endoplasmic_reticulum,co_localized,-1,1390|1832|endoplasmic_reticulum
1832,498,O60313,P01730,endoplasmic_reticulum,co_localized,-1,498|1832|endoplasmic_reticulum
1832,955,O60313,P01889,endoplasmic_reticulum,co_localized,-1,955|1832|endoplasmic_reticulum
1832,1185,O60313,P01903,endoplasmic_reticulum,co_localized,-1,1185|1832|endoplasmic_reticulum
1832,1314,O60313,P01909,endoplasmic_reticulum,co_localized,-1,1314|1832|endoplasmic_reticulum
1832,1186,O60313,P01911,endoplasmic_reticulum,co_localized,-1,1186|1832|endoplasmic_reticulum
1832,1315,O60313,P01920,endoplasmic_reticulum,co_localized,-1,1315|1832|endoplasmic_reticulum
1832,1296,O60313,P04035,endoplasmic_reticulum,co_localized,-1,1296|1832|endoplasmic_reticulum
1832,1190,O60313,P04233,endoplasmic_reticulum,co_localized,-1,1190|1832|endoplasmic_reticulum
1832,963,O60313,P04439,endoplasmic_reticulum,co_localized,-1,963|1832|endoplasmic_reticulum
1832,528,O60313,P04637,endoplasmic_reticulum,co_localized,-1,528|1832|endoplasmic_reticulum
1832,1858,O60313,P04839,endoplasmic_reticulum,co_localized,-1,1832|1858|endoplasmic_reticulum
1832,1431,O60313,P04843,endoplasmic_reticulum,co_localized,-1,1431|1832|endoplasmic_reticulum
1832,1297,O60313,P05067,endoplasmic_reticulum,co_localized,-1,1297|1832|endoplasmic_reticulum
1832,1192,O60313,P08684,endoplasmic_reticulum,co_localized,-1,1192|1832|endoplasmic_reticulum
1832,58,O60313,P09936,endoplasmic_reticulum,co_localized,-1,58|1832|endoplasmic_reticulum
1832,626,O60313,P10415,endoplasmic_reticulum,co_localized,-1,626|1832|endoplasmic_reticulum
1832,868,O60313,P10909,endoplasmic_reticulum,co_localized,-1,868|1832|endoplasmic_reticulum
1832,753,O60313,P11021,endoplasmic_reticulum,co_localized,-1,753|1832|endoplasmic_reticulum
1832,805,O60313,P11362,endoplasmic_reticulum,co_localized,-1,805|1832|endoplasmic_reticulum
1832,808,O60313,P13569,endoplasmic_reticulum,co_localized,-1,808|1832|endoplasmic_reticulum
1832,1065,O60313,P13762,endoplasmic_reticulum,co_localized,-1,1065|1832|endoplasmic_reticulum
1832,958,O60313,P15813,endoplasmic_reticulum,co_localized,-1,958|1832|endoplasmic_reticulum
1832,897,O60313,P17302,endoplasmic_reticulum,co_localized,-1,897|1832|endoplasmic_reticulum
1832,1444,O60313,P17861,endoplasmic_reticulum,co_localized,-1,1444|1832|endoplasmic_reticulum
1832,629,O60313,P21796,endoplasmic_reticulum,co_localized,-1,629|1832|endoplasmic_reticulum
1832,812,O60313,P22455,endoplasmic_reticulum,co_localized,-1,812|1832|endoplasmic_reticulum
1832,813,O60313,P22607,endoplasmic_reticulum,co_localized,-1,813|1832|endoplasmic_reticulum
1832,1012,O60313,P27695,endoplasmic_reticulum,co_localized,-1,1012|1832|endoplasmic_reticulum
1832,71,O60313,P29590,endoplasmic_reticulum,co_localized,-1,71|1832|endoplasmic_reticulum
1832,2093,O60313,P35354,endoplasmic_reticulum,co_localized,-1,1832|2093|endoplasmic_reticulum
1832,710,O60313,P35558,endoplasmic_reticulum,co_localized,-1,710|1832|endoplasmic_reticulum
1832,1380,O60313,P35613,endoplasmic_reticulum,co_localized,-1,1380|1832|endoplasmic_reticulum
1832,818,O60313,P35968,endoplasmic_reticulum,co_localized,-1,818|1832|endoplasmic_reticulum
1832,1336,O60313,P36888,endoplasmic_reticulum,co_localized,-1,1336|1832|endoplasmic_reticulum
1832,1446,O60313,P36956,endoplasmic_reticulum,co_localized,-1,1446|1832|endoplasmic_reticulum
1832,1337,O60313,P40305,endoplasmic_reticulum,co_localized,-1,1337|1832|endoplasmic_reticulum
1832,77,O60313,P40337,endoplasmic_reticulum,co_localized,-1,77|1832|endoplasmic_reticulum
1832,902,O60313,P42261,endoplasmic_reticulum,co_localized,-1,902|1832|endoplasmic_reticulum
1832,821,O60313,P42345,endoplasmic_reticulum,co_localized,-1,821|1832|endoplasmic_reticulum
1832,1816,O60313,P49585,endoplasmic_reticulum,co_localized,-1,1816|1832|endoplasmic_reticulum
1832,1448,O60313,P49768,endoplasmic_reticulum,co_localized,-1,1448|1832|endoplasmic_reticulum
1832,82,O60313,P50876,endoplasmic_reticulum,co_localized,-1,82|1832|endoplasmic_reticulum
1832,2034,O60313,P51610,endoplasmic_reticulum,co_localized,-1,1832|2034|endoplasmic_reticulum
1832,770,O60313,P52292,endoplasmic_reticulum,co_localized,-1,770|1832|endoplasmic_reticulum
1832,532,O60313,P54829,endoplasmic_reticulum,co_localized,-1,532|1832|endoplasmic_reticulum
1832,1775,O60313,P55061,endoplasmic_reticulum,co_localized,-1,1775|1832|endoplasmic_reticulum
1832,673,O60313,P55072,endoplasmic_reticulum,co_localized,-1,673|1832|endoplasmic_reticulum
1832,1794,O60313,P56817,endoplasmic_reticulum,co_localized,-1,1794|1832|endoplasmic_reticulum
1832,1876,O60313,P63241,endoplasmic_reticulum,co_localized,-1,1832|1876|endoplasmic_reticulum
1832,1197,O60313,P79483,endoplasmic_reticulum,co_localized,-1,1197|1832|endoplasmic_reticulum
1832,1343,O60313,P98161,endoplasmic_reticulum,co_localized,-1,1343|1832|endoplasmic_reticulum
1832,2016,O60313,Q03518,endoplasmic_reticulum,co_localized,-1,1832|2016|endoplasmic_reticulum
1832,1407,O60313,Q05586,endoplasmic_reticulum,co_localized,-1,1407|1832|endoplasmic_reticulum
1832,434,O60313,Q0WX57,endoplasmic_reticulum,co_localized,-1,434|1832|endoplasmic_reticulum
1832,1603,O60313,Q12770,endoplasmic_reticulum,co_localized,-1,1603|1832|endoplasmic_reticulum
1832,1454,O60313,Q12772,endoplasmic_reticulum,co_localized,-1,1454|1832|endoplasmic_reticulum
1832,735,O60313,Q12959,endoplasmic_reticulum,co_localized,-1,735|1832|endoplasmic_reticulum
1832,1521,O60313,Q12981,endoplasmic_reticulum,co_localized,-1,1521|1832|endoplasmic_reticulum
1832,102,O60313,Q13049,endoplasmic_reticulum,co_localized,-1,102|1832|endoplasmic_reticulum
1832,1321,O60313,Q13291,endoplasmic_reticulum,co_localized,-1,1321|1832|endoplasmic_reticulum
1832,114,O60313,Q13501,endoplasmic_reticulum,co_localized,-1,114|1832|endoplasmic_reticulum
1832,1908,O60313,Q13563,endoplasmic_reticulum,co_localized,-1,1832|1908|endoplasmic_reticulum
1832,754,O60313,Q14247,endoplasmic_reticulum,co_localized,-1,754|1832|endoplasmic_reticulum
1832,681,O60313,Q14457,endoplasmic_reticulum,co_localized,-1,681|1832|endoplasmic_reticulum
1832,1455,O60313,Q14494,endoplasmic_reticulum,co_localized,-1,1455|1832|endoplasmic_reticulum
1832,665,O60313,Q14534,endoplasmic_reticulum,co_localized,-1,665|1832|endoplasmic_reticulum
1832,1818,O60313,Q14573,endoplasmic_reticulum,co_localized,-1,1818|1832|endoplasmic_reticulum
1832,1553,O60313,Q14643,endoplasmic_reticulum,co_localized,-1,1553|1832|endoplasmic_reticulum
1832,1265,O60313,Q15011,endoplasmic_reticulum,co_localized,-1,1265|1832|endoplasmic_reticulum
1832,1370,O60313,Q15382,endoplasmic_reticulum,co_localized,-1,1370|1832|endoplasmic_reticulum
1832,1633,O60313,Q15465,endoplasmic_reticulum,co_localized,-1,1633|1832|endoplasmic_reticulum
1832,1537,O60313,Q15750,endoplasmic_reticulum,co_localized,-1,1537|1832|endoplasmic_reticulum
1832,913,O60313,Q16655,endoplasmic_reticulum,co_localized,-1,913|1832|endoplasmic_reticulum
1832,1200,O60313,Q30154,endoplasmic_reticulum,co_localized,-1,1200|1832|endoplasmic_reticulum
1832,442,O60313,Q5D1E8,endoplasmic_reticulum,co_localized,-1,442|1832|endoplasmic_reticulum
1832,1881,O60313,Q5S007,endoplasmic_reticulum,co_localized,-1,1832|1881|endoplasmic_reticulum
1832,130,O60313,Q5T0T0,endoplasmic_reticulum,co_localized,-1,130|1832|endoplasmic_reticulum
1832,1599,O60313,Q5T9L3,endoplasmic_reticulum,co_localized,-1,1599|1832|endoplasmic_reticulum
1832,1635,O60313,Q676U5,endoplasmic_reticulum,co_localized,-1,1635|1832|endoplasmic_reticulum
1832,148,O60313,Q68DV7,endoplasmic_reticulum,co_localized,-1,148|1832|endoplasmic_reticulum
1832,1322,O60313,Q6BAA4,endoplasmic_reticulum,co_localized,-1,1322|1832|endoplasmic_reticulum
1832,158,O60313,Q6R327,endoplasmic_reticulum,co_localized,-1,158|1832|endoplasmic_reticulum
1832,449,O60313,Q6R6M4,endoplasmic_reticulum,co_localized,-1,449|1832|endoplasmic_reticulum
1832,161,O60313,Q6VVB1,endoplasmic_reticulum,co_localized,-1,161|1832|endoplasmic_reticulum
1832,163,O60313,Q6ZMZ0,endoplasmic_reticulum,co_localized,-1,163|1832|endoplasmic_reticulum
1832,1459,O60313,Q70SY1,endoplasmic_reticulum,co_localized,-1,1459|1832|endoplasmic_reticulum
1832,1616,O60313,Q7Z2W7,endoplasmic_reticulum,co_localized,-1,1616|1832|endoplasmic_reticulum
1832,177,O60313,Q86T96,endoplasmic_reticulum,co_localized,-1,177|1832|endoplasmic_reticulum
1832,178,O60313,Q86TM6,endoplasmic_reticulum,co_localized,-1,178|1832|endoplasmic_reticulum
1832,1143,O60313,Q86VP3,endoplasmic_reticulum,co_localized,-1,1143|1832|endoplasmic_reticulum
1832,860,O60313,Q86WV6,endoplasmic_reticulum,co_localized,-1,860|1832|endoplasmic_reticulum
1832,2053,O60313,Q86YR5,endoplasmic_reticulum,co_localized,-1,1832|2053|endoplasmic_reticulum
1832,545,O60313,Q8IVT5,endoplasmic_reticulum,co_localized,-1,545|1832|endoplasmic_reticulum
1832,192,O60313,Q8IWR1,endoplasmic_reticulum,co_localized,-1,192|1832|endoplasmic_reticulum
1832,198,O60313,Q8IYU2,endoplasmic_reticulum,co_localized,-1,198|1832|endoplasmic_reticulum
1832,1885,O60313,Q8N6T7,endoplasmic_reticulum,co_localized,-1,1832|1885|endoplasmic_reticulum
1832,1699,O60313,Q8N8V4,endoplasmic_reticulum,co_localized,-1,1699|1832|endoplasmic_reticulum
1832,1148,O60313,Q8NBP7,endoplasmic_reticulum,co_localized,-1,1148|1832|endoplasmic_reticulum
1832,1912,O60313,Q8NF37,endoplasmic_reticulum,co_localized,-1,1832|1912|endoplasmic_reticulum
1832,231,O60313,Q8TEB7,endoplasmic_reticulum,co_localized,-1,231|1832|endoplasmic_reticulum
1832,233,O60313,Q8WU17,endoplasmic_reticulum,co_localized,-1,233|1832|endoplasmic_reticulum
1832,1303,O60313,Q8WXF7,endoplasmic_reticulum,co_localized,-1,1303|1832|endoplasmic_reticulum
1832,237,O60313,Q8WXG1,endoplasmic_reticulum,co_localized,-1,237|1832|endoplasmic_reticulum
1832,238,O60313,Q8WXH4,endoplasmic_reticulum,co_localized,-1,238|1832|endoplasmic_reticulum
1832,1914,O60313,Q92538,endoplasmic_reticulum,co_localized,-1,1832|1914|endoplasmic_reticulum
1832,1915,O60313,Q92539,endoplasmic_reticulum,co_localized,-1,1832|1915|endoplasmic_reticulum
1832,919,O60313,Q92734,endoplasmic_reticulum,co_localized,-1,919|1832|endoplasmic_reticulum
1832,666,O60313,Q92813,endoplasmic_reticulum,co_localized,-1,666|1832|endoplasmic_reticulum
1832,2007,O60313,Q92819,endoplasmic_reticulum,co_localized,-1,1832|2007|endoplasmic_reticulum
1832,1462,O60313,Q96BA8,endoplasmic_reticulum,co_localized,-1,1462|1832|endoplasmic_reticulum
1832,257,O60313,Q96CS3,endoplasmic_reticulum,co_localized,-1,257|1832|endoplasmic_reticulum
1832,1579,O60313,Q96D31,endoplasmic_reticulum,co_localized,-1,1579|1832|endoplasmic_reticulum
1832,258,O60313,Q96D59,endoplasmic_reticulum,co_localized,-1,258|1832|endoplasmic_reticulum
1832,1089,O60313,Q96EV8,endoplasmic_reticulum,co_localized,-1,1089|1832|endoplasmic_reticulum
1832,266,O60313,Q96GF1,endoplasmic_reticulum,co_localized,-1,266|1832|endoplasmic_reticulum
1832,1735,O60313,Q96HE7,endoplasmic_reticulum,co_localized,-1,1735|1832|endoplasmic_reticulum
1832,474,O60313,Q96JH7,endoplasmic_reticulum,co_localized,-1,474|1832|endoplasmic_reticulum
1832,270,O60313,Q96K19,endoplasmic_reticulum,co_localized,-1,270|1832|endoplasmic_reticulum
1832,1704,O60313,Q96KG9,endoplasmic_reticulum,co_localized,-1,1704|1832|endoplasmic_reticulum
1832,275,O60313,Q96MT1,endoplasmic_reticulum,co_localized,-1,275|1832|endoplasmic_reticulum
1832,650,O60313,Q96P20,endoplasmic_reticulum,co_localized,-1,650|1832|endoplasmic_reticulum
1832,1888,O60313,Q96PH1,endoplasmic_reticulum,co_localized,-1,1832|1888|endoplasmic_reticulum
1832,1992,O60313,Q96RJ0,endoplasmic_reticulum,co_localized,-1,1832|1992|endoplasmic_reticulum
1832,652,O60313,Q99497,endoplasmic_reticulum,co_localized,-1,652|1832|endoplasmic_reticulum
1832,287,O60313,Q99675,endoplasmic_reticulum,co_localized,-1,287|1832|endoplasmic_reticulum
1832,1149,O60313,Q99683,endoplasmic_reticulum,co_localized,-1,1149|1832|endoplasmic_reticulum
1832,289,O60313,Q99942,endoplasmic_reticulum,co_localized,-1,289|1832|endoplasmic_reticulum
1832,847,O60313,Q9BQE4,endoplasmic_reticulum,co_localized,-1,847|1832|endoplasmic_reticulum
1832,1364,O60313,Q9BQQ3,endoplasmic_reticulum,co_localized,-1,1364|1832|endoplasmic_reticulum
1832,298,O60313,Q9BY78,endoplasmic_reticulum,co_localized,-1,298|1832|endoplasmic_reticulum
1832,309,O60313,Q9C0C7,endoplasmic_reticulum,co_localized,-1,309|1832|endoplasmic_reticulum
1832,1178,O60313,Q9C0E8,endoplasmic_reticulum,co_localized,-1,1178|1832|endoplasmic_reticulum
1832,1466,O60313,Q9H0K1,endoplasmic_reticulum,co_localized,-1,1466|1832|endoplasmic_reticulum
1832,1950,O60313,Q9H5J4,endoplasmic_reticulum,co_localized,-1,1832|1950|endoplasmic_reticulum
1832,1548,O60313,Q9HBA0,endoplasmic_reticulum,co_localized,-1,1548|1832|endoplasmic_reticulum
1832,1959,O60313,Q9NPH5,endoplasmic_reticulum,co_localized,-1,1832|1959|endoplasmic_reticulum
1832,1179,O60313,Q9NQW1,endoplasmic_reticulum,co_localized,-1,1179|1832|endoplasmic_reticulum
1832,784,O60313,Q9NR96,endoplasmic_reticulum,co_localized,-1,784|1832|endoplasmic_reticulum
1832,1583,O60313,Q9NRA0,endoplasmic_reticulum,co_localized,-1,1583|1832|endoplasmic_reticulum
1832,349,O60313,Q9NX47,endoplasmic_reticulum,co_localized,-1,349|1832|endoplasmic_reticulum
1832,351,O60313,Q9NXI6,endoplasmic_reticulum,co_localized,-1,351|1832|endoplasmic_reticulum
1832,355,O60313,Q9NZS9,endoplasmic_reticulum,co_localized,-1,355|1832|endoplasmic_reticulum
1832,1605,O60313,Q9P055,endoplasmic_reticulum,co_localized,-1,1605|1832|endoplasmic_reticulum
1832,356,O60313,Q9P0N8,endoplasmic_reticulum,co_localized,-1,356|1832|endoplasmic_reticulum
1832,1720,O60313,Q9P2Y5,endoplasmic_reticulum,co_localized,-1,1720|1832|endoplasmic_reticulum
1832,1180,O60313,Q9UBV8,endoplasmic_reticulum,co_localized,-1,1180|1832|endoplasmic_reticulum
1832,388,O60313,Q9UKV5,endoplasmic_reticulum,co_localized,-1,388|1832|endoplasmic_reticulum
1832,2028,O60313,Q9ULZ3,endoplasmic_reticulum,co_localized,-1,1832|2028|endoplasmic_reticulum
1832,1725,O60313,Q9UMX0,endoplasmic_reticulum,co_localized,-1,1725|1832|endoplasmic_reticulum
1832,1998,O60313,Q9Y256,endoplasmic_reticulum,co_localized,-1,1832|1998|endoplasmic_reticulum
1832,1776,O60313,Q9Y282,endoplasmic_reticulum,co_localized,-1,1776|1832|endoplasmic_reticulum
1832,491,O60313,Q9Y2K6,endoplasmic_reticulum,co_localized,-1,491|1832|endoplasmic_reticulum
1832,408,O60313,Q9Y4L5,endoplasmic_reticulum,co_localized,-1,408|1832|endoplasmic_reticulum
1832,1288,O60313,Q9Y4P8,endoplasmic_reticulum,co_localized,-1,1288|1832|endoplasmic_reticulum
1832,1560,O60313,Q9Y5M8,endoplasmic_reticulum,co_localized,-1,1560|1832|endoplasmic_reticulum
1832,848,O60313,Q9Y6D0,endoplasmic_reticulum,co_localized,-1,848|1832|endoplasmic_reticulum
1832,2032,O60313,Q9Y6N7,endoplasmic_reticulum,co_localized,-1,1832|2032|endoplasmic_reticulum
25,1856,O60337,O60762,endoplasmic_reticulum,co_localized,-1,25|1856|endoplasmic_reticulum
25,28,O60337,O60858,endoplasmic_reticulum,co_localized,-1,25|28|endoplasmic_reticulum
25,1293,O60337,O75460,endoplasmic_reticulum,co_localized,-1,25|1293|endoplasmic_reticulum
25,1528,O60337,O75581,endoplasmic_reticulum,co_localized,-1,25|1528|endoplasmic_reticulum
25,1520,O60337,O75915,endoplasmic_reticulum,co_localized,-1,25|1520|endoplasmic_reticulum
25,686,O60337,O76083,endoplasmic_reticulum,co_localized,-1,25|686|endoplasmic_reticulum
25,421,O60337,O94966,endoplasmic_reticulum,co_localized,-1,25|421|endoplasmic_reticulum
25,1174,O60337,O94979,endoplasmic_reticulum,co_localized,-1,25|1174|endoplasmic_reticulum
25,1245,O60337,O95278,endoplasmic_reticulum,co_localized,-1,25|1245|endoplasmic_reticulum
25,708,O60337,O95994,endoplasmic_reticulum,co_localized,-1,25|708|endoplasmic_reticulum
25,1226,O60337,P00367,endoplasmic_reticulum,co_localized,-1,25|1226|endoplasmic_reticulum
25,679,O60337,P00533,endoplasmic_reticulum,co_localized,-1,25|679|endoplasmic_reticulum
25,1294,O60337,P01009,endoplasmic_reticulum,co_localized,-1,25|1294|endoplasmic_reticulum
25,1390,O60337,P01100,endoplasmic_reticulum,co_localized,-1,25|1390|endoplasmic_reticulum
25,498,O60337,P01730,endoplasmic_reticulum,co_localized,-1,25|498|endoplasmic_reticulum
25,955,O60337,P01889,endoplasmic_reticulum,co_localized,-1,25|955|endoplasmic_reticulum
25,1185,O60337,P01903,endoplasmic_reticulum,co_localized,-1,25|1185|endoplasmic_reticulum
