uniprot_ac,gene,enzyme_class,node_id,is_e3,is_dub,is_substrate
Q9Y3I1,FBXO7,E3,405,1,0,0
Q9Y4B6,DCAF1,E3,406,1,0,0
Q9Y4K3,TRAF6,E3,407,1,0,1
Q9Y4L5,RNF115,E3,408,1,0,1
Q9Y4X5,ARIH1,E3,409,1,0,0
Q9Y574,ASB4,E3,410,1,0,0
Q9Y575,ASB3,E3,411,1,0,0
Q9Y577,TRIM17,E3,412,1,0,1
Q9Y6I7,WSB1,E3,413,1,0,0
A6NNY8,USP27X,DUB,414,0,1,0
O00487,PSMD14,DUB,415,0,1,0
O00507,USP9Y,DUB,416,0,1,0
O15372,EIF3H,DUB,417,0,1,0
O75317,USP12,DUB,418,0,1,0
O75604,USP2,DUB,419,0,1,0
O94782,USP1,DUB,420,0,1,1
O94966,USP19,DUB,421,0,1,0
P12956,XRCC6,DUB,422,0,1,1
P15374,UCHL3,DUB,423,0,1,0
P35125,USP6,DUB,424,0,1,0
P40818,USP8,DUB,425,0,1,0
P45974,USP5,DUB,426,0,1,1
P46736,BRCC3,DUB,427,0,1,0
P51784,USP11,DUB,428,0,1,0
P54252,ATXN3,DUB,429,0,1,1
P54578,USP14,DUB,430,0,1,0
P62068,USP46,DUB,431,0,1,0
Q01804,OTUD4,DUB,432,0,1,0
Q05CD9,USP8,DUB,433,0,1,0
Q0WX57,USP17L30,DUB,434,0,1,0
Q13107,USP4,DUB,435,0,1,1
Q14694,USP10,DUB,436,0,1,1
Q15018,ABRAXAS2,DUB,437,0,1,0
Q15040,JOSD1,DUB,438,0,1,0
Q4G0A6,MINDY4,DUB,439,0,1,0
Q504Q3,PAN2,DUB,440,0,1,0
Q53GS9,USP39,DUB,441,0,1,0
Q5D1E8,ZC3H12A,DUB,442,0,1,0
Q5T2D3,OTUD3,DUB,443,0,1,0
Q5VV17,OTUD1,DUB,444,0,1,0
Q5VVJ2,MYSM1,DUB,445,0,1,0
Q5VVQ6,YOD1,DUB,446,0,1,0
Q6GQQ9,OTUD7B,DUB,447,0,1,0
Q6P468,USP9X,DUB,448,0,1,0
Q6R6M4,USP17L2,DUB,449,0,1,0
Q70CQ1,USP49,DUB,450,0,1,0
Q70CQ2,USP34,DUB,451,0,1,0
Q70CQ3,USP30,DUB,452,0,1,1
Q70EK8,USP53,DUB,453,0,1,0
Q70EK9,USP51,DUB,454,0,1,0
Q70EL2,USP45,DUB,455,0,1,0
Q70EL3,USP50,DUB,456,0,1,0
Q70EL4,USP43,DUB,457,0,1,0
Q7L8S5,OTUD6A,DUB,458,0,1,0
