uniprot_ac,gene,enzyme_class,node_id,is_e3,is_dub,is_substrate
P0C0S5,H2AZ1,SUBSTRATE,578,0,0,1
P16104,H2AX,SUBSTRATE,579,0,0,1
Q6FI13,H2AC18,SUBSTRATE,580,0,0,1
Q96KK5,H2AC12,SUBSTRATE,581,0,0,1
Q96QV6,H2AC1,SUBSTRATE,582,0,0,1
O00330,PDHX,SUBSTRATE,583,0,0,1
O60885,BRD4,SUBSTRATE,584,0,0,1
O75367,MACROH2A1,SUBSTRATE,585,0,0,1
P03372,ESR1,SUBSTRATE,586,0,0,1
P05412,JUN,SUBSTRATE,587,0,0,1
P06401,PGR,SUBSTRATE,588,0,0,1
P08151,GLI1,SUBSTRATE,589,0,0,1
P10070,GLI2,SUBSTRATE,590,0,0,1
P10071,GLI3,SUBSTRATE,591,0,0,1
P11308,ERG,SUBSTRATE,592,0,0,1
P24864,CCNE1,SUBSTRATE,593,0,0,1
P25440,BRD2,SUBSTRATE,594,0,0,1
P35659,DEK,SUBSTRATE,595,0,0,1
P49327,FASN,SUBSTRATE,596,0,0,1
Q12809,KCNH2,SUBSTRATE,597,0,0,1
Q12888,TP53BP1,SUBSTRATE,598,0,0,1
Q12906,ILF3,SUBSTRATE,599,0,0,1
Q13158,FADD,SUBSTRATE,600,0,0,1
Q14444,CAPRIN1,SUBSTRATE,601,0,0,1
Q15059,BRD3,SUBSTRATE,602,0,0,1
Q16828,DUSP6,SUBSTRATE,603,0,0,1
Q16829,DUSP7,SUBSTRATE,604,0,0,1
Q27J81,INF2,SUBSTRATE,605,0,0,1
Q49A26,GLYR1,SUBSTRATE,606,0,0,1
Q7Z7J5,DPPA2,SUBSTRATE,607,0,0,1
Q99836,MYD88,SUBSTRATE,608,0,0,1
Q9BYW2,SETD2,SUBSTRATE,609,0,0,1
Q9H2X6,HIPK2,SUBSTRATE,610,0,0,1
Q9H5J0,ZBTB3,SUBSTRATE,611,0,0,1
Q9H9S0,NANOG,SUBSTRATE,612,0,0,1
Q9HCU9,BRMS1,SUBSTRATE,613,0,0,1
Q9NZQ7,CD274,SUBSTRATE,614,0,0,1
Q9UER7,DAXX,SUBSTRATE,615,0,0,1
Q9Y6Q9,NCOA3,SUBSTRATE,616,0,0,1
O00429,DNM1L,SUBSTRATE,617,0,0,1
O15354,GPR37,SUBSTRATE,618,0,0,1
O43175,PHGDH,SUBSTRATE,619,0,0,1
O43236,SEPTIN4,SUBSTRATE,620,0,0,1
O60883,GPR37L1,SUBSTRATE,621,0,0,1
O95140,MFN2,SUBSTRATE,622,0,0,1
O95147,NEK2,SUBSTRATE,623,0,0,1
O96020,CCNE2,SUBSTRATE,624,0,0,1
P07437,TUBB,SUBSTRATE,625,0,0,1
P10415,BCL2,SUBSTRATE,626,0,0,1
P19174,PLCG1,SUBSTRATE,627,0,0,1
P19367,HK1,SUBSTRATE,628,0,0,1
P21796,VDAC1,SUBSTRATE,629,0,0,1
P21860,ERBB3,SUBSTRATE,630,0,0,1
P42566,EPS15,SUBSTRATE,631,0,0,1
P46937,YAP1,SUBSTRATE,632,0,0,1
P49792,RANBP2,SUBSTRATE,633,0,0,1
P51955,NEK2,SUBSTRATE,634,0,0,1
P53667,LIMK1,SUBSTRATE,635,0,0,1
P68363,TUBA1B,SUBSTRATE,636,0,0,1
Q07812,BAX,SUBSTRATE,637,0,0,1
Q07817,BCL2L1,SUBSTRATE,638,0,0,1
Q13148,TARDBP,SUBSTRATE,639,0,0,1
Q13155,AIMP2,SUBSTRATE,640,0,0,1
Q14190,SIM2,SUBSTRATE,641,0,0,1
Q15303,ERBB4,SUBSTRATE,642,0,0,1
Q15388,TOMM20,SUBSTRATE,643,0,0,1
Q16342,PDCD2,SUBSTRATE,644,0,0,1
Q6NUN9,ZNF746,SUBSTRATE,645,0,0,1
Q8IWA4,MFN1,SUBSTRATE,646,0,0,1
Q8IXI1,RHOT2,SUBSTRATE,647,0,0,1
Q8IXI2,RHOT1,SUBSTRATE,648,0,0,1
Q96AE4,FUBP1,SUBSTRATE,649,0,0,1
Q96P20,NLRP3,SUBSTRATE,650,0,0,1
Q96QK1,VPS35,SUBSTRATE,651,0,0,1
Q99497,PARK7,SUBSTRATE,652,0,0,1
Q99648,CDCrel-1,SUBSTRATE,653,0,0,1
Q99714,PTPN5,SUBSTRATE,654,0,0,1
Q99719,PRKN,SUBSTRATE,655,0,0,1
Q99962,SH3GL2,SUBSTRATE,656,0,0,1
Q99963,SH3GL3,SUBSTRATE,657,0,0,1
Q9BT88,SYT11,SUBSTRATE,658,0,0,1
Q9NRD5,PICK1,SUBSTRATE,659,0,0,1
Q9NX09,DDIT4,SUBSTRATE,660,0,0,1
Q9NZ45,CISD1,SUBSTRATE,661,0,0,1
Q9UNN5,FAF1,SUBSTRATE,662,0,0,1
Q9Y6K9,IKBKG,SUBSTRATE,663,0,0,1
Q99816,TSG101,SUBSTRATE,664,0,0,1
Q14534,SQLE,SUBSTRATE,665,0,0,1
Q92813,DIO2,SUBSTRATE,666,0,0,1
Q15742,NAB2,SUBSTRATE,667,0,0,1
Q99741,CDC6,SUBSTRATE,668,0,0,1
P04234,CD3D,SUBSTRATE,669,0,0,1
P22736,NR4A1,SUBSTRATE,670,0,0,1
P31749,AKT1,SUBSTRATE,671,0,0,1
P31751,AKT2,SUBSTRATE,672,0,0,1
P55072,VCP,SUBSTRATE,673,0,0,1
P35222,CTNNB1,SUBSTRATE,674,0,0,1
Q16623,STX1A,SUBSTRATE,675,0,0,1
Q16778,H2BC21,SUBSTRATE,676,0,0,1
Q96A08,H2BC1,SUBSTRATE,677,0,0,1
Q9UQ80,PA2G4,SUBSTRATE,678,0,0,1
P00533,EGFR,SUBSTRATE,679,0,0,1
P42224,STAT1,SUBSTRATE,680,0,0,1
Q14457,BECN1,SUBSTRATE,681,0,0,1
Q5VSY0,GKAP1,SUBSTRATE,682,0,0,1
P49815,TSC2,SUBSTRATE,683,0,0,1
Q9BZQ4,NMNAT2,SUBSTRATE,684,0,0,1
Q15555,MAPRE2,SUBSTRATE,685,0,0,1
O76083,PDE9A,SUBSTRATE,686,0,0,1
O14773,TPP1,SUBSTRATE,687,0,0,1
O60934,NBN,SUBSTRATE,688,0,0,1
O75164,KDM4A,SUBSTRATE,689,0,0,1
O94761,RECQL4,SUBSTRATE,690,0,0,1
P0C0S8,H2AC11,SUBSTRATE,691,0,0,1
P12004,PCNA,SUBSTRATE,692,0,0,1
P13010,XRCC5,SUBSTRATE,693,0,0,1
P54132,BLM,SUBSTRATE,694,0,0,1
Q15233,NONO,SUBSTRATE,695,0,0,1
Q16777,H2AC20,SUBSTRATE,696,0,0,1
Q8IUE6,H2AC21,SUBSTRATE,697,0,0,1
Q969R5,L3MBTL2,SUBSTRATE,698,0,0,1
Q9HCU8,POLD4,SUBSTRATE,699,0,0,1
Q9NQR1,KMT5A,SUBSTRATE,700,0,0,1
Q9Y5J3,HEY1,SUBSTRATE,701,0,0,1
O76074,PDE5A,SUBSTRATE,702,0,0,1
P08183,ABCB1,SUBSTRATE,703,0,0,1
P24468,NR2F2,SUBSTRATE,704,0,0,1
Q9Y6B2,EID1,SUBSTRATE,705,0,0,1
O43313,ATMIN,SUBSTRATE,706,0,0,1
O75469,NR1I2,SUBSTRATE,707,0,0,1
O95994,AGR2,SUBSTRATE,708,0,0,1
P01106,MYC,SUBSTRATE,709,0,0,1
P35558,PCK1,SUBSTRATE,710,0,0,1
P42858,HTT,SUBSTRATE,711,0,0,1
P48431,SOX2,SUBSTRATE,712,0,0,1
P49715,CEBPA,SUBSTRATE,713,0,0,1
P50750,CDK9,SUBSTRATE,714,0,0,1
P52907,CAPZA1,SUBSTRATE,715,0,0,1
Q92547,TOPBP1,SUBSTRATE,716,0,0,1
Q9BPZ3,PAIP2,SUBSTRATE,717,0,0,1
O95997,PTTG1,SUBSTRATE,718,0,0,1
Q8IWX7,UNC45B,SUBSTRATE,719,0,0,1
Q99689,FEZ1,SUBSTRATE,720,0,0,1
O95502,NPTXR,SUBSTRATE,721,0,0,1
Q14155,ARHGEF7,SUBSTRATE,722,0,0,1
Q96J92,WNK4,SUBSTRATE,723,0,0,1
Q9BYP7,WNK3,SUBSTRATE,724,0,0,1
Q9H4A3,WNK1,SUBSTRATE,725,0,0,1
Q15653,NFKBIB,SUBSTRATE,726,0,0,1
Q99684,GFI1,SUBSTRATE,727,0,0,1
Q9HC16,APOBEC3G,SUBSTRATE,728,0,0,1
P41229,KDM5C,SUBSTRATE,729,0,0,1
Q96T37,RBM15,SUBSTRATE,730,0,0,1
P23025,XPA,SUBSTRATE,731,0,0,1
P63165,SUMO1,SUBSTRATE,732,0,0,1
Q96JN8,NEURL4,SUBSTRATE,733,0,0,1
O43166,SIPA1L1,SUBSTRATE,734,0,0,1
Q12959,DLG1,SUBSTRATE,735,0,0,1
P07199,CENPB,SUBSTRATE,736,0,0,1
P23497,SP100,SUBSTRATE,737,0,0,1
P41212,ETV6,SUBSTRATE,738,0,0,1
P46100,ATRX,SUBSTRATE,739,0,0,1
P49450,CENPA,SUBSTRATE,740,0,0,1
P78527,PRKDC,SUBSTRATE,741,0,0,1
Q03188,CENPC,SUBSTRATE,742,0,0,1
Q14149,MORC3,SUBSTRATE,743,0,0,1
Q16666,IFI16,SUBSTRATE,744,0,0,1
Q5T5X7,BEND3,SUBSTRATE,745,0,0,1
Q8NAP3,ZBTB38,SUBSTRATE,746,0,0,1
Q96BF6,NACC2,SUBSTRATE,747,0,0,1
Q96DT7,ZBTB10,SUBSTRATE,748,0,0,1
Q96RE7,NACC1,SUBSTRATE,749,0,0,1
Q99856,ARID3A,SUBSTRATE,750,0,0,1
Q9P1Z0,ZBTB4,SUBSTRATE,751,0,0,1
Q9UIS9,MBD1,SUBSTRATE,752,0,0,1
P11021,HSPA5,SUBSTRATE,753,0,0,1
Q14247,CTTN,SUBSTRATE,754,0,0,1
Q16637,SMN1,SUBSTRATE,755,0,0,1
O43623,SNAI2,SUBSTRATE,756,0,0,1
O60315,ZEB2,SUBSTRATE,757,0,0,1
O95863,SNAI1,SUBSTRATE,758,0,0,1
Q15672,TWIST1,SUBSTRATE,759,0,0,1
Q96IZ0,PAWR,SUBSTRATE,760,0,0,1
P21359,NF1,SUBSTRATE,761,0,0,1
P25963,NFKBIA,SUBSTRATE,762,0,0,1
Q13794,PMAIP1,SUBSTRATE,763,0,0,1
Q8TB45,DEPTOR,SUBSTRATE,764,0,0,1
O00750,PIK3C2B,SUBSTRATE,765,0,0,1
Q15561,TEAD4,SUBSTRATE,766,0,0,1
Q9UHD2,TBK1,SUBSTRATE,767,0,0,1
Q9Y6X2,PIAS3,SUBSTRATE,768,0,0,1
C9JYI4,KPNA1,SUBSTRATE,769,0,0,1
P52292,KPNA2,SUBSTRATE,770,0,0,1
P52294,KPNA1,SUBSTRATE,771,0,0,1
Q16695,H3-4,SUBSTRATE,772,0,0,1
O14920,IKBKB,SUBSTRATE,773,0,0,1
P01857,IGHG1,SUBSTRATE,774,0,0,1
P34897,SHMT2,SUBSTRATE,775,0,0,1
P35232,PHB,SUBSTRATE,776,0,0,1
P37198,NUP62,SUBSTRATE,777,0,0,1
P49915,GMPS,SUBSTRATE,778,0,0,1
Q02556,IRF8,SUBSTRATE,779,0,0,1
Q2F514,X,SUBSTRATE,780,0,0,1
Q92985,IRF7,SUBSTRATE,781,0,0,1
Q9H211,CDT1,SUBSTRATE,782,0,0,1
Q13546,RIPK1,SUBSTRATE,783,0,0,1
Q9NR96,TLR9,SUBSTRATE,784,0,0,1
O14964,HGS,SUBSTRATE,785,0,0,1
O43521,BCL2L11,SUBSTRATE,786,0,0,1
O94875,SORBS2,SUBSTRATE,787,0,0,1
O95644,NFATC1,SUBSTRATE,788,0,0,1
P00519,ABL1,SUBSTRATE,789,0,0,1
P04085,PDGFA,SUBSTRATE,790,0,0,1
P04271,S100B,SUBSTRATE,791,0,0,1
P04626,ERBB2,SUBSTRATE,792,0,0,1
P06127,CD5,SUBSTRATE,793,0,0,1
P06239,LCK,SUBSTRATE,794,0,0,1
P06241,FYN,SUBSTRATE,795,0,0,1
P07333,CSF1R,SUBSTRATE,796,0,0,1
P07947,YES1,SUBSTRATE,797,0,0,1
P08069,IGF1R,SUBSTRATE,798,0,0,1
P08138,NGFR,SUBSTRATE,799,0,0,1
P08581,MET,SUBSTRATE,800,0,0,1
P08648,ITGA5,SUBSTRATE,801,0,0,1
P09619,PDGFRB,SUBSTRATE,802,0,0,1
P09769,FGR,SUBSTRATE,803,0,0,1
P11274,BCR,SUBSTRATE,804,0,0,1
P11362,FGFR1,SUBSTRATE,805,0,0,1
P12318,FCGR2A,SUBSTRATE,806,0,0,1
P12931,SRC,SUBSTRATE,807,0,0,1
P13569,CFTR,SUBSTRATE,808,0,0,1
P16234,PDGFRA,SUBSTRATE,809,0,0,1
P17948,FLT1,SUBSTRATE,810,0,0,1
P21802,FGFR2,SUBSTRATE,811,0,0,1
P22455,FGFR4,SUBSTRATE,812,0,0,1
P22607,FGFR3,SUBSTRATE,813,0,0,1
P27986,PIK3R1,SUBSTRATE,814,0,0,1
P29317,EPHA2,SUBSTRATE,815,0,0,1
P29322,EPHA8,SUBSTRATE,816,0,0,1
P31785,IL2RG,SUBSTRATE,817,0,0,1
P35968,KDR,SUBSTRATE,818,0,0,1
P40238,MPL,SUBSTRATE,819,0,0,1
P42229,STAT5A,SUBSTRATE,820,0,0,1
P42345,MTOR,SUBSTRATE,821,0,0,1
P43403,ZAP70,SUBSTRATE,822,0,0,1
P43405,SYK,SUBSTRATE,823,0,0,1
P46109,CRKL,SUBSTRATE,824,0,0,1
P48736,PIK3CG,SUBSTRATE,825,0,0,1
P51692,STAT5B,SUBSTRATE,826,0,0,1
P54762,EPHB1,SUBSTRATE,827,0,0,1
P55085,F2RL1,SUBSTRATE,828,0,0,1
Q02763,TEK,SUBSTRATE,829,0,0,1
Q04912,MST1R,SUBSTRATE,830,0,0,1
Q7Z698,SPRED2,SUBSTRATE,831,0,0,1
Q8TBZ2,MYCBPAP,SUBSTRATE,832,0,0,1
Q8WU20,FRS2,SUBSTRATE,833,0,0,1
Q96JA1,LRIG1,SUBSTRATE,834,0,0,1
Q9UGK3,STAP2,SUBSTRATE,835,0,0,1
Q9UM73,ALK,SUBSTRATE,836,0,0,1
P04554,PRM2,SUBSTRATE,837,0,0,1
Q9P0W2,HMG20B,SUBSTRATE,838,0,0,1
P68431,H3C12,SUBSTRATE,839,0,0,1
O75496,GMNN,SUBSTRATE,840,0,0,1
P20671,H2AC7,SUBSTRATE,841,0,0,1
P23921,RRM1,SUBSTRATE,842,0,0,1
Q7L7L0,HIST3H2A,SUBSTRATE,843,0,0,1
Q93077,HIST1H2AC,SUBSTRATE,844,0,0,1
Q99878,HIST1H2AJ,SUBSTRATE,845,0,0,1
P15941,MUC1,SUBSTRATE,846,0,0,1
Q9BQE4,SELENOS,SUBSTRATE,847,0,0,1
Q9Y6D0,SELENOK,SUBSTRATE,848,0,0,1
O14818,PSMA7,SUBSTRATE,849,0,0,1
P06748,NPM1,SUBSTRATE,850,0,0,1
P0DP91,ERCC6,SUBSTRATE,851,0,0,1
P11388,TOP2A,SUBSTRATE,852,0,0,1
P14859,POU2F1,SUBSTRATE,853,0,0,1
P23258,TUBG1,SUBSTRATE,854,0,0,1
P30307,CDC25C,SUBSTRATE,855,0,0,1
P35240,NF2,SUBSTRATE,856,0,0,1
P52434,POLR2H,SUBSTRATE,857,0,0,1
Q13133,NR1H3,SUBSTRATE,858,0,0,1
Q2PQ59,TOP2alpha,SUBSTRATE,859,0,0,1
Q86WV6,HIST1H2AB,SUBSTRATE,860,0,0,1
Q99708,RBBP8,SUBSTRATE,861,0,0,1
Q9BXW9,FANCD2,SUBSTRATE,862,0,0,1
Q9HAW4,CLSPN,SUBSTRATE,863,0,0,1
O14503,BHLHE40,SUBSTRATE,864,0,0,1
O14641,DVL2,SUBSTRATE,865,0,0,1
P02751,FN1,SUBSTRATE,866,0,0,1
P07550,ADRB2,SUBSTRATE,867,0,0,1
P10909,CLU,SUBSTRATE,868,0,0,1
P36897,TGFBR1,SUBSTRATE,869,0,0,1
P41743,PRKCI,SUBSTRATE,870,0,0,1
P48200,IREB2,SUBSTRATE,871,0,0,1
P62487,POLR2G,SUBSTRATE,872,0,0,1
Q14103,HNRNPD,SUBSTRATE,873,0,0,1
Q8N122,RPTOR,SUBSTRATE,874,0,0,1
Q99814,EPAS1,SUBSTRATE,875,0,0,1
Q9GZQ8,MAP1LC3B,SUBSTRATE,876,0,0,1
Q9NWT6,HIF1AN,SUBSTRATE,877,0,0,1
Q9Y2N7,HIF3A,SUBSTRATE,878,0,0,1
O43303,CCP110,SUBSTRATE,879,0,0,1
P31350,RRM2,SUBSTRATE,880,0,0,1
A8MYT4,PIK3C3,SUBSTRATE,881,0,0,1
O14980,XPO1,SUBSTRATE,882,0,0,1
O15399,GRIN2D,SUBSTRATE,883,0,0,1
O15431,SLC31A1,SUBSTRATE,884,0,0,1
O43490,PROM1,SUBSTRATE,885,0,0,1
O75113,N4BP1,SUBSTRATE,886,0,0,1
O75444,MAF,SUBSTRATE,887,0,0,1
O75473,LGR5,SUBSTRATE,888,0,0,1
O75843,AP1G2,SUBSTRATE,889,0,0,1
O95999,BCL10,SUBSTRATE,890,0,0,1
P01111,NRAS,SUBSTRATE,891,0,0,1
P01112,HRAS,SUBSTRATE,892,0,0,1
P01116,KRAS,SUBSTRATE,893,0,0,1
P04198,MYCN,SUBSTRATE,894,0,0,1
P04629,NTRK1,SUBSTRATE,895,0,0,1
P10114,RAP2A,SUBSTRATE,896,0,0,1
P17302,GJA1,SUBSTRATE,897,0,0,1
P19634,SLC9A1,SUBSTRATE,898,0,0,1
P23759,PAX7,SUBSTRATE,899,0,0,1
P25116,F2R,SUBSTRATE,900,0,0,1
P27216,ANXA13,SUBSTRATE,901,0,0,1
P42261,GRIA1,SUBSTRATE,902,0,0,1
P43005,SLC1A1,SUBSTRATE,903,0,0,1
P46531,NOTCH1,SUBSTRATE,904,0,0,1
P51168,SCNN1B,SUBSTRATE,905,0,0,1
P51170,SCNN1G,SUBSTRATE,906,0,0,1
Q01628,IFITM3,SUBSTRATE,907,0,0,1
Q01959,SLC6A3,SUBSTRATE,908,0,0,1
Q07912,TNK2,SUBSTRATE,909,0,0,1
Q13571,LAPTM5,SUBSTRATE,910,0,0,1
Q14524,SCN5A,SUBSTRATE,911,0,0,1
Q15012,LAPTM4A,SUBSTRATE,912,0,0,1
Q16655,MLANA,SUBSTRATE,913,0,0,1
Q2KJY2,KIF26B,SUBSTRATE,914,0,0,1
Q4VCS5,AMOT,SUBSTRATE,915,0,0,1
Q5MJ70,SPDYA,SUBSTRATE,916,0,0,1
Q6PJG6,BRAT1,SUBSTRATE,917,0,0,1
Q8WUM4,PDCD6IP,SUBSTRATE,918,0,0,1
Q92734,TFG,SUBSTRATE,919,0,0,1
Q969T9,WBP2,SUBSTRATE,920,0,0,1
Q96BF3,TMIGD2,SUBSTRATE,921,0,0,1
Q96FV9,THOC1,SUBSTRATE,922,0,0,1
Q96GG9,DCUN1D1,SUBSTRATE,923,0,0,1
Q96NT3,GUCD1,SUBSTRATE,924,0,0,1
Q99755,PIP5K1A,SUBSTRATE,925,0,0,1
Q9BSA4,TTYH2,SUBSTRATE,926,0,0,1
Q9BT67,NDFIP1,SUBSTRATE,927,0,0,1
Q9BXB1,LGR4,SUBSTRATE,928,0,0,1
Q9H4B6,SAV1,SUBSTRATE,929,0,0,1
Q9NV92,NDFIP2,SUBSTRATE,930,0,0,1
Q9NYA4,MTMR4,SUBSTRATE,931,0,0,1
Q9NZ52,GGA3,SUBSTRATE,932,0,0,1
Q9UBF6,RNF7,SUBSTRATE,933,0,0,1
Q9UIH9,KLF15,SUBSTRATE,934,0,0,1
Q9UJM3,ERRFI1,SUBSTRATE,935,0,0,1
Q9UKG1,APPL1,SUBSTRATE,936,0,0,1
Q9Y243,AKT3,SUBSTRATE,937,0,0,1
Q9Y4G8,RAPGEF2,SUBSTRATE,938,0,0,1
Q9Y5U5,TNFRSF18,SUBSTRATE,939,0,0,1
P10244,MYBL2,SUBSTRATE,940,0,0,1
Q03060,CREM,SUBSTRATE,941,0,0,1
P54652,HSPA2,SUBSTRATE,942,0,0,1
P23443,RPS6KB1,SUBSTRATE,943,0,0,1
Q16236,NFE2L2,SUBSTRATE,944,0,0,1
Q9UMX1,SUFU,SUBSTRATE,945,0,0,1
Q9P126,CLEC1B,SUBSTRATE,946,0,0,1
Q8IUX4,APOBEC3F,SUBSTRATE,947,0,0,1
Q9NRW3,APOBEC3C,SUBSTRATE,948,0,0,1
P08047,SP1,SUBSTRATE,949,0,0,1
P43268,ETV4,SUBSTRATE,950,0,0,1
P54253,ATXN1,SUBSTRATE,951,0,0,1
P61956,SUMO2,SUBSTRATE,952,0,0,1
Q8N907,DAND5,SUBSTRATE,953,0,0,1
Q92674,CENPI,SUBSTRATE,954,0,0,1
P01889,HLA-B,SUBSTRATE,955,0,0,1
P05362,ICAM1,SUBSTRATE,956,0,0,1
P15260,IFNGR1,SUBSTRATE,957,0,0,1
P15813,CD1D,SUBSTRATE,958,0,0,1
P16284,PECAM1,SUBSTRATE,959,0,0,1
P42081,CD86,SUBSTRATE,960,0,0,1
Q10589,BST2,SUBSTRATE,961,0,0,1
Q13740,ALCAM,SUBSTRATE,962,0,0,1
P04439,HLA-A,SUBSTRATE,963,0,0,1
O14618,CCS,SUBSTRATE,964,0,0,1
O15392,BIRC5,SUBSTRATE,965,0,0,1
O43318,MAP3K7,SUBSTRATE,966,0,0,1
O43353,RIPK2,SUBSTRATE,967,0,0,1
O95831,AIFM1,SUBSTRATE,968,0,0,1
P04049,RAF1,SUBSTRATE,969,0,0,1
P0DMV8,HSPA1A,SUBSTRATE,970,0,0,1
P42574,CASP3,SUBSTRATE,971,0,0,1
P55008,AIF1,SUBSTRATE,972,0,0,1
P55210,CASP7,SUBSTRATE,973,0,0,1
P55211,CASP9,SUBSTRATE,974,0,0,1
P57078,RIPK4,SUBSTRATE,975,0,0,1
Q04724,TLE1,SUBSTRATE,976,0,0,1
Q04725,TLE2,SUBSTRATE,977,0,0,1
Q04726,TLE3,SUBSTRATE,978,0,0,1
Q04727,TLE4,SUBSTRATE,979,0,0,1
Q08117,TLE5,SUBSTRATE,980,0,0,1
Q14790,CASP8,SUBSTRATE,981,0,0,1
Q6GPH4,XAF1,SUBSTRATE,982,0,0,1
Q8N668,COMMD1,SUBSTRATE,983,0,0,1
Q96HS1,PGAM5,SUBSTRATE,984,0,0,1
Q99759,MAP3K3,SUBSTRATE,985,0,0,1
Q9NR28,DIABLO,SUBSTRATE,986,0,0,1
Q9Y2U5,MAP3K2,SUBSTRATE,987,0,0,1
O14746,TERT,SUBSTRATE,988,0,0,1
O15055,PER2,SUBSTRATE,989,0,0,1
O15145,ARPC3,SUBSTRATE,990,0,0,1
O15273,TCAP,SUBSTRATE,991,0,0,1
O43463,SUV39H1,SUBSTRATE,992,0,0,1
O43524,FOXO3,SUBSTRATE,993,0,0,1
O43602,DCX,SUBSTRATE,994,0,0,1
O60381,HBP1,SUBSTRATE,995,0,0,1
O60936,NOL3,SUBSTRATE,996,0,0,1
O75417,POLQ,SUBSTRATE,997,0,0,1
O94916,NFAT5,SUBSTRATE,998,0,0,1
O94992,HEXIM1,SUBSTRATE,999,0,0,1
P00374,DHFR,SUBSTRATE,1000,0,0,1
P04150,NR3C1,SUBSTRATE,1001,0,0,1
P06400,RB1,SUBSTRATE,1002,0,0,1
P10276,RARA,SUBSTRATE,1003,0,0,1
P10914,IRF1,SUBSTRATE,1004,0,0,1
P14316,IRF2,SUBSTRATE,1005,0,0,1
P15259,PGAM2,SUBSTRATE,1006,0,0,1
P15880,RPS2,SUBSTRATE,1007,0,0,1
P18847,ATF3,SUBSTRATE,1008,0,0,1
P19338,NCL,SUBSTRATE,1009,0,0,1
P24522,GADD45A,SUBSTRATE,1010,0,0,1
P25098,ADRBK1,SUBSTRATE,1011,0,0,1
P27695,APEX1,SUBSTRATE,1012,0,0,1
P32121,ARRB2,SUBSTRATE,1013,0,0,1
P35637,FUS,SUBSTRATE,1014,0,0,1
P40424,PBX1,SUBSTRATE,1015,0,0,1
P40763,STAT3,SUBSTRATE,1016,0,0,1
P41181,AQP2,SUBSTRATE,1017,0,0,1
P46695,IER3,SUBSTRATE,1018,0,0,1
P49137,MAPKAPK2,SUBSTRATE,1019,0,0,1
P49407,ARRB1,SUBSTRATE,1020,0,0,1
P49757,NUMB,SUBSTRATE,1021,0,0,1
P61254,RPL26,SUBSTRATE,1022,0,0,1
P62979,RPS27A,SUBSTRATE,1023,0,0,1
P78352,DLG4,SUBSTRATE,1024,0,0,1
P98177,FOXO4,SUBSTRATE,1025,0,0,1
Q01094,E2F1,SUBSTRATE,1026,0,0,1
Q08499,PDE4D,SUBSTRATE,1027,0,0,1
Q12778,FOXO1,SUBSTRATE,1028,0,0,1
Q13469,NFATC2,SUBSTRATE,1029,0,0,1
Q13761,RUNX3,SUBSTRATE,1030,0,0,1
Q14191,WRN,SUBSTRATE,1031,0,0,1
Q15334,LLGL1,SUBSTRATE,1032,0,0,1
Q15361,TTF1,SUBSTRATE,1033,0,0,1
Q15466,NR0B2,SUBSTRATE,1034,0,0,1
Q15849,SLC14A2,SUBSTRATE,1035,0,0,1
Q7LG56,RRM2B,SUBSTRATE,1036,0,0,1
Q86Z02,HIPK1,SUBSTRATE,1037,0,0,1
Q8N9B5,JMY,SUBSTRATE,1038,0,0,1
Q92731,ESR2,SUBSTRATE,1039,0,0,1
Q92793,CREBBP,SUBSTRATE,1040,0,0,1
Q92831,KAT2B,SUBSTRATE,1041,0,0,1
Q92993,KAT5,SUBSTRATE,1042,0,0,1
Q96AQ6,PBXIP1,SUBSTRATE,1043,0,0,1
Q9BVP2,GNL3,SUBSTRATE,1044,0,0,1
Q9BZS1,FOXP3,SUBSTRATE,1045,0,0,1
Q9GZR7,DDX24,SUBSTRATE,1046,0,0,1
Q9UHR4,BAIAP2L1,SUBSTRATE,1047,0,0,1
Q9Y2R9,MRPS7,SUBSTRATE,1048,0,0,1
O00327,ARNTL,SUBSTRATE,1049,0,0,1
P04083,ANXA1,SUBSTRATE,1050,0,0,1
P06733,ENO1,SUBSTRATE,1051,0,0,1
P26045,PTPN3,SUBSTRATE,1052,0,0,1
P33993,MCM7,SUBSTRATE,1053,0,0,1
P51451,BLK,SUBSTRATE,1054,0,0,1
P54727,RAD23B,SUBSTRATE,1055,0,0,1
P54821,PRRX1,SUBSTRATE,1056,0,0,1
Q06830,PRDX1,SUBSTRATE,1057,0,0,1
Q14160,SCRIB,SUBSTRATE,1058,0,0,1
Q16611,BAK1,SUBSTRATE,1059,0,0,1
Q8IXH7,NELFCD,SUBSTRATE,1060,0,0,1
Q8WTU0,DDI1,SUBSTRATE,1061,0,0,1
Q9HD26,GOPC,SUBSTRATE,1062,0,0,1
Q9H4L7,SMARCAD1,SUBSTRATE,1063,0,0,1
O60566,BUB1B,SUBSTRATE,1064,0,0,1
P13762,HLA-DRB4,SUBSTRATE,1065,0,0,1
P20248,CCNA2,SUBSTRATE,1066,0,0,1
P49454,CENPF,SUBSTRATE,1067,0,0,1
Q01196,RUNX1,SUBSTRATE,1068,0,0,1
Q03164,KMT2A,SUBSTRATE,1069,0,0,1
Q07820,MCL1,SUBSTRATE,1070,0,0,1
Q15784,NEUROD2,SUBSTRATE,1071,0,0,1
Q9H492,MAP1LC3A,SUBSTRATE,1072,0,0,1
Q9NS23,RASSF1,SUBSTRATE,1073,0,0,1
Q9UBZ9,REV1,SUBSTRATE,1074,0,0,1
Q9UPP1,PHF8,SUBSTRATE,1075,0,0,1
