roc_auc,pr_auc,f1,accuracy,precision,recall,brier,fold,best_epoch
0.8345208805955844,0.8819905565158279,0.7759882869692533,0.7532258064516129,0.8128834355828221,0.742296918767507,0.18095244742735708,0,105
0.8619287940211247,0.915917908808863,0.8230719377835386,0.7796610169491526,0.8161953727506427,0.8300653594771242,0.152793698795179,1,87
0.8403241827704533,0.9031658136123148,0.8165829145728644,0.7643260694108152,0.8114856429463171,0.8217446270543616,0.17246490416345697,2,116
0.8474489260815085,0.8943532375503356,0.8165137614678899,0.7740112994350282,0.8197368421052632,0.8133159268929504,0.15478360358799495,3,71
0.844892421011824,0.9070018709264612,0.8201811125485123,0.7756255044390638,0.8170103092783505,0.8233766233766234,0.19186406115489194,4,169
