src,dst,src_ac,dst_ac,geneA,geneB,edge_type,edge_label,edge_id
928,1176,Q9BXB1,Q92945,LGR4,KHSRP,ppi,-1,928|1176
928,1979,Q9BXB1,Q14980,LGR4,NUMA1,ppi,-1,928|1979
928,33,Q9BXB1,O75592,LGR4,MYCBP2,ppi,-1,33|928
928,599,Q9BXB1,Q12906,LGR4,ILF3,ppi,-1,599|928
928,741,Q9BXB1,P78527,LGR4,PRKDC,ppi,-1,741|928
928,1800,Q9BXB1,Q14203,LGR4,DCTN1,ppi,-1,928|1800
928,1069,Q9BXB1,Q03164,LGR4,KMT2A,ppi,-1,928|1069
928,1246,Q9BXB1,P35573,LGR4,AGL,ppi,-1,928|1246
928,1559,Q9BXB1,Q9Y253,LGR4,POLH,ppi,-1,928|1559
928,1058,Q9BXB1,Q14160,LGR4,SCRIB,ppi,-1,928|1058
928,583,Q9BXB1,O00330,LGR4,PDHX,ppi,-1,583|928
928,942,Q9BXB1,P54652,LGR4,HSPA2,ppi,-1,928|942
928,1637,Q9BXB1,O00571,LGR4,DDX3X,ppi,-1,928|1637
928,625,Q9BXB1,P07437,LGR4,TUBB,ppi,-1,625|928
928,636,Q9BXB1,P68363,LGR4,TUBA1B,ppi,-1,636|928
928,1188,Q9BXB1,P02786,LGR4,TFRC,ppi,-1,928|1188
928,507,Q9BXB1,P24928,LGR4,POLR2A,ppi,-1,507|928
928,1431,Q9BXB1,P04843,LGR4,RPN1,ppi,-1,928|1431
928,1191,Q9BXB1,P08195,LGR4,SLC3A2,ppi,-1,928|1191
928,153,Q9BXB1,Q6PCD5,LGR4,RFWD3,ppi,-1,153|928
928,850,Q9BXB1,P06748,LGR4,NPM1,ppi,-1,850|928
928,633,Q9BXB1,P49792,LGR4,RANBP2,ppi,-1,633|928
928,447,Q9BXB1,Q6GQQ9,LGR4,OTUD7B,ppi,-1,447|928
260,586,Q96EP0,P03372,RNF31,ESR1,ppi,-1,260|586
1029,489,Q13469,Q9UPT9,NFATC2,USP22,ppi,-1,489|1029
1940,407,Q99538,Q9Y4K3,LGMN,TRAF6,ppi,-1,407|1940
469,673,Q96BN8,P55072,OTULIN,VCP,ppi,-1,469|673
1389,692,Q9Y5V3,P12004,MAGED1,PCNA,ppi,-1,692|1389
83,260,P51617,Q96EP0,IRAK1,RNF31,ppi,-1,83|260
367,260,Q9UDY8,Q96EP0,MALT1,RNF31,ppi,-1,260|367
367,67,Q9UDY8,P21580,MALT1,TNFAIP3,ppi,-1,67|367
1985,365,Q96S59,Q9UBN7,RANBP9,HDAC6,ppi,-1,365|1985
2046,547,O60285,O14974,NUAK1,PPP1R12A,ppi,-1,547|2046
57,283,P09874,Q96T88,PARP1,UHRF1,ppi,-1,57|283
2046,399,O60285,Q9Y297,NUAK1,BTRC,ppi,-1,399|2046
2046,382,O60285,Q9UKB1,NUAK1,FBXW11,ppi,-1,382|2046
37,890,O76064,O95999,RNF8,BCL10,ppi,-1,37|890
199,890,Q8IYW5,O95999,RNF168,BCL10,ppi,-1,199|890
530,1044,Q8N726,Q9BVP2,CDKN2A,GNL3,ppi,-1,530|1044
120,1044,Q14669,Q9BVP2,TRIP12,GNL3,ppi,-1,120|1044
44,1602,O95071,P68036,UBR5,UBE2L3,ppi,-1,44|1602
1803,1108,O15111,O00233,CHUK,PSMD9,ppi,-1,1108|1803
63,1827,P12830,O60331,CDH1,PIP5K1C,ppi,-1,63|1827
808,114,P13569,Q13501,CFTR,SQSTM1,ppi,-1,114|808
1897,1556,O00418,P49458,EEF2K,SRP9,ppi,-1,1556|1897
1897,1982,O00418,P78406,EEF2K,RAE1,ppi,-1,1897|1982
1897,1257,O00418,Q13085,EEF2K,ACACA,ppi,-1,1257|1897
1865,1861,P17612,P07900,PRKACA,HSP90AA1,ppi,-1,1861|1865
1865,542,P17612,P13861,PRKACA,PRKAR2A,ppi,-1,542|1865
1865,543,P17612,P31321,PRKACA,PRKAR1B,ppi,-1,543|1865
1865,544,P17612,P31323,PRKACA,PRKAR2B,ppi,-1,544|1865
1865,1081,P17612,Q13627,PRKACA,DYRK1A,ppi,-1,1081|1865
1865,564,P17612,Q92667,PRKACA,AKAP1,ppi,-1,564|1865
1666,1606,P19784,O00422,CSNK2A2,SAP18,ppi,-1,1606|1666
1666,804,P19784,P11274,CSNK2A2,BCR,ppi,-1,804|1666
1666,594,P19784,P25440,CSNK2A2,BRD2,ppi,-1,594|1666
1666,595,P19784,P35659,CSNK2A2,DEK,ppi,-1,595|1666
1666,1069,P19784,Q03164,CSNK2A2,KMT2A,ppi,-1,1069|1666
1666,96,P19784,Q06587,CSNK2A2,RING1,ppi,-1,96|1666
1666,114,P19784,Q13501,CSNK2A2,SQSTM1,ppi,-1,114|1666
1666,165,P19784,Q6ZNA4,CSNK2A2,RNF111,ppi,-1,165|1666
1666,392,P19784,Q9UMS4,CSNK2A2,PRPF19,ppi,-1,392|1666
1866,541,P22694,P10644,PRKACB,PRKAR1A,ppi,-1,541|1866
1866,543,P22694,P31321,PRKACB,PRKAR1B,ppi,-1,543|1866
1866,544,P22694,P31323,PRKACB,PRKAR2B,ppi,-1,544|1866
1866,1081,P22694,Q13627,PRKACB,DYRK1A,ppi,-1,1081|1866
1866,564,P22694,Q92667,PRKACB,AKAP1,ppi,-1,564|1866
1436,840,P24941,O75496,CDK2,GMNN,ppi,-1,840|1436
1436,99,P24941,Q12834,CDK2,CDC20,ppi,-1,99|1436
1011,1861,P25098,P07900,ADRBK1,HSP90AA1,ppi,-1,1011|1861
1011,1669,P25098,P35626,ADRBK1,ADRBK2,ppi,-1,1011|1669
1011,1257,P25098,Q13085,ADRBK1,ACACA,ppi,-1,1011|1257
714,812,P50750,P22455,CDK9,FGFR4,ppi,-1,714|812
1105,1257,Q13131,Q13085,PRKAA1,ACACA,ppi,-1,1105|1257
1105,2024,Q13131,Q13451,PRKAA1,FKBP5,ppi,-1,1105|2024
2026,530,Q8WYQ5,Q8N726,DGCR8,CDKN2A,ppi,-1,530|2026
2026,1102,Q8WYQ5,P28482,DGCR8,MAPK1,ppi,-1,1102|2026
2026,1982,Q8WYQ5,P78406,DGCR8,RAE1,ppi,-1,1982|2026
1819,601,P51114,Q14444,FXR1,CAPRIN1,ppi,-1,601|1819
1819,1985,P51114,Q96S59,FXR1,RANBP9,ppi,-1,1819|1985
1173,1080,Q6ZN17,Q13601,LIN28B,KRR1,ppi,-1,1080|1173
156,1239,Q6PJ69,Q8NDV7,TRIM65,TNRC6A,ppi,-1,156|1239
2046,1182,O60285,P53350,NUAK1,PLK1,ppi,-1,1182|2046
402,1923,Q9Y2M5,P57737,KLHL20,CORO7,ppi,-1,402|1923
485,1923,Q9UGI0,P57737,ZRANB1,CORO7,ppi,-1,485|1923
1923,631,P57737,P42566,CORO7,EPS15,ppi,-1,631|1923
1923,587,P57737,P05412,CORO7,JUN,ppi,-1,587|1923
228,267,Q8TDB6,Q96J02,DTX3L,ITCH,ppi,-1,228|267
228,785,Q8TDB6,O14964,DTX3L,HGS,ppi,-1,228|785
228,1970,Q8TDB6,Q92783,DTX3L,STAM,ppi,-1,228|1970
112,1004,Q13489,P10914,BIRC3,IRF1,ppi,-1,112|1004
429,24,P54252,O60291,ATXN3,MGRN1,ppi,-1,24|429
24,711,O60291,P42858,MGRN1,HTT,ppi,-1,24|711
867,725,P07550,Q9H4A3,ADRB2,WNK1,ppi,-1,725|867
867,498,P07550,P01730,ADRB2,CD4,ppi,-1,498|867
867,618,P07550,O15354,ADRB2,GPR37,ppi,-1,618|867
867,365,P07550,Q9UBN7,ADRB2,HDAC6,ppi,-1,365|867
867,241,P07550,Q8WZ19,ADRB2,KCTD13,ppi,-1,241|867
867,323,P07550,Q9H4P4,ADRB2,RNF41,ppi,-1,323|867
867,629,P07550,P21796,ADRB2,VDAC1,ppi,-1,629|867
867,1420,P07550,P52565,ADRB2,ARHGDIA,ppi,-1,867|1420
867,664,P07550,Q99816,ADRB2,TSG101,ppi,-1,664|867
867,1016,P07550,P40763,ADRB2,STAT3,ppi,-1,867|1016
867,1013,P07550,P32121,ADRB2,ARRB2,ppi,-1,867|1013
380,50,Q9UKA1,O95714,FBXL5,HERC2,ppi,-1,50|380
2020,399,Q9Y294,Q9Y297,ASF1A,BTRC,ppi,-1,399|2020
944,671,Q16236,P31749,NFE2L2,AKT1,ppi,-1,671|944
944,1837,Q16236,P45983,NFE2L2,MAPK8,ppi,-1,944|1837
944,1838,Q16236,P45984,NFE2L2,MAPK9,ppi,-1,944|1838
944,2088,Q16236,P36507,NFE2L2,MAP2K2,ppi,-1,944|2088
118,692,Q14258,P12004,TRIM25,PCNA,ppi,-1,118|692
692,436,P12004,Q14694,PCNA,USP10,ppi,-1,436|692
488,692,Q9UMW8,P12004,USP18,PCNA,ppi,-1,488|692
79,924,P46934,Q96NT3,NEDD4,GUCD1,ppi,-1,79|924
618,659,O15354,Q9NRD5,GPR37,PICK1,ppi,-1,618|659
97,1397,Q07869,Q96EB6,PPARA,SIRT1,ppi,-1,97|1397
1624,428,O43541,P51784,SMAD6,USP11,ppi,-1,428|1624
1624,492,O43541,Q9Y4E8,SMAD6,USP15,ppi,-1,492|1624
1624,4,O43541,O00308,SMAD6,WWP2,ppi,-1,4|1624
1624,267,O43541,Q96J02,SMAD6,ITCH,ppi,-1,267|1624
1624,278,O43541,Q96PU5,SMAD6,NEDD4L,ppi,-1,278|1624
1624,770,O43541,P52292,SMAD6,KPNA2,ppi,-1,770|1624
1624,1875,O43541,P56545,SMAD6,CTBP2,ppi,-1,1624|1875
492,1670,Q9Y4E8,P36894,USP15,BMPR1A,ppi,-1,492|1670
492,1681,Q9Y4E8,Q04771,USP15,ACVR1,ppi,-1,492|1681
492,1657,Q9Y4E8,O00238,USP15,BMPR1B,ppi,-1,492|1657
327,1360,Q9HAU4,P25490,SMURF2,YY1,ppi,-1,327|1360
388,1000,Q9UKV5,P00374,AMFR,DHFR,ppi,-1,388|1000
118,388,Q14258,Q9UKV5,TRIM25,AMFR,ppi,-1,118|388
785,834,O14964,Q96JA1,HGS,LRIG1,ppi,-1,785|834
785,800,O14964,P08581,HGS,MET,ppi,-1,785|800
834,425,Q96JA1,P40818,LRIG1,USP8,ppi,-1,425|834
423,63,P15374,P12830,UCHL3,CDH1,ppi,-1,63|423
674,949,P35222,P08047,CTNNB1,SP1,ppi,-1,674|949
1003,1220,P10276,P45973,RARA,CBX5,ppi,-1,1003|1220
2030,1220,Q05516,P45973,ZBTB16,CBX5,ppi,-1,1220|2030
1348,1095,Q9HB71,P63279,CACYBP,UBE2I,ppi,-1,1095|1348
2014,278,P48764,Q96PU5,SLC9A3,NEDD4L,ppi,-1,278|2014
328,1602,Q9HCE7,P68036,SMURF1,UBE2L3,ppi,-1,328|1602
468,1002,Q93009,P06400,USP7,RB1,ppi,-1,468|1002
30,329,O75150,Q9HCI7,RNF40,MSL2,ppi,-1,30|329
140,329,Q5VTR2,Q9HCI7,RNF20,MSL2,ppi,-1,140|329
30,714,O75150,P50750,RNF40,CDK9,ppi,-1,30|714
140,714,Q5VTR2,P50750,RNF20,CDK9,ppi,-1,140|714
329,714,Q9HCI7,P50750,MSL2,CDK9,ppi,-1,329|714
278,556,Q96PU5,P37840,NEDD4L,SNCA,ppi,-1,278|556
415,123,O00487,Q15386,PSMD14,UBE3C,ppi,-1,123|415
415,95,O00487,Q05086,PSMD14,UBE3A,ppi,-1,95|415
415,1055,O00487,P54727,PSMD14,RAD23B,ppi,-1,415|1055
415,1725,O00487,Q9UMX0,PSMD14,UBQLN1,ppi,-1,415|1725
679,176,P00533,Q7Z6Z7,EGFR,HUWE1,ppi,-1,176|679
679,1182,P00533,P53350,EGFR,PLK1,ppi,-1,679|1182
679,1845,P00533,Q16875,EGFR,PFKFB3,ppi,-1,679|1845
679,815,P00533,P29317,EGFR,EPHA2,ppi,-1,679|815
679,617,P00533,O00429,EGFR,DNM1L,ppi,-1,617|679
679,2088,P00533,P36507,EGFR,MAP2K2,ppi,-1,679|2088
679,1277,P00533,P52789,EGFR,HK2,ppi,-1,679|1277
679,1532,P00533,P45985,EGFR,MAP2K4,ppi,-1,679|1532
679,132,P00533,Q5T4S7,EGFR,UBR4,ppi,-1,132|679
679,628,P00533,P19367,EGFR,HK1,ppi,-1,628|679
679,1316,P00533,P10586,EGFR,PTPRF,ppi,-1,679|1316
679,267,P00533,Q96J02,EGFR,ITCH,ppi,-1,267|679
679,767,P00533,Q9UHD2,EGFR,TBK1,ppi,-1,679|767
679,797,P00533,P07947,EGFR,YES1,ppi,-1,679|797
679,1105,P00533,Q13131,EGFR,PRKAA1,ppi,-1,679|1105
679,672,P00533,P31751,EGFR,AKT2,ppi,-1,672|679
2030,528,Q05516,P04637,ZBTB16,TP53,ppi,-1,528|2030
1308,1004,O75626,P10914,PRDM1,IRF1,ppi,-1,1004|1308
1308,1005,O75626,P14316,PRDM1,IRF2,ppi,-1,1005|1308
626,893,P10415,P01116,BCL2,KRAS,ppi,-1,626|893
2019,436,Q9UL17,Q14694,TBX21,USP10,ppi,-1,436|2019
101,252,Q12933,Q969V5,TRAF2,MUL1,ppi,-1,101|252
94,375,Q00987,Q9UJX6,MDM2,ANAPC2,ppi,-1,94|375
639,284,Q13148,Q99496,TARDBP,RNF2,ppi,-1,284|639
639,425,Q13148,P40818,TARDBP,USP8,ppi,-1,425|639
531,193,P51668,Q8IWV7,UBE2D1,UBR1,ppi,-1,193|531
531,1168,P51668,O75155,UBE2D1,CAND2,ppi,-1,531|1168
390,1674,Q9ULV8,P61077,CBLC,UBE2D3,ppi,-1,390|1674
390,531,Q9ULV8,P51668,CBLC,UBE2D1,ppi,-1,390|531
1325,425,Q9BV40,P40818,VAMP8,USP8,ppi,-1,425|1325
1325,49,Q9BV40,O95630,VAMP8,STAMBP,ppi,-1,49|1325
324,1643,Q9H6Y7,Q96BI1,RNF167,SLC22A18,ppi,-1,324|1643
1224,143,P52564,Q5XUX0,MAP2K6,FBXO31,ppi,-1,143|1224
632,247,P46937,Q969H0,YAP1,FBXW7,ppi,-1,247|632
1095,1955,P63279,Q92828,UBE2I,CORO2A,ppi,-1,1095|1955
758,96,O95863,Q06587,SNAI1,RING1,ppi,-1,96|758
284,758,Q99496,O95863,RNF2,SNAI1,ppi,-1,284|758
23,681,O60260,Q14457,PARK2,BECN1,ppi,-1,23|681
23,881,O60260,A8MYT4,PARK2,PIK3C3,ppi,-1,23|881
77,652,P40337,Q99497,VHL,PARK7,ppi,-1,77|652
71,951,P29590,P54253,PML,ATXN1,ppi,-1,71|951
71,711,P29590,P42858,PML,HTT,ppi,-1,71|711
90,951,P78317,P54253,RNF4,ATXN1,ppi,-1,90|951
90,639,P78317,Q13148,RNF4,TARDBP,ppi,-1,90|639
711,267,P42858,Q96J02,HTT,ITCH,ppi,-1,267|711
429,267,P54252,Q96J02,ATXN3,ITCH,ppi,-1,267|429
382,81,Q9UKB1,P49427,FBXW11,CDC34,ppi,-1,81|382
382,1674,Q9UKB1,P61077,FBXW11,UBE2D3,ppi,-1,382|1674
711,430,P42858,P54578,HTT,USP14,ppi,-1,430|711
228,957,Q8TDB6,P15260,DTX3L,IFNGR1,ppi,-1,228|957
228,539,Q8TDB6,P23458,DTX3L,JAK1,ppi,-1,228|539
228,521,Q8TDB6,O60674,DTX3L,JAK2,ppi,-1,228|521
228,680,Q8TDB6,P42224,DTX3L,STAT1,ppi,-1,228|680
94,756,Q00987,O43623,MDM2,SNAI2,ppi,-1,94|756
868,753,P10909,P11021,CLU,HSPA5,ppi,-1,753|868
1182,76,P53350,P38398,PLK1,BRCA1,ppi,-1,76|1182
2098,93,P55212,P98170,CASP6,XIAP,ppi,-1,93|2098
981,93,Q14790,P98170,CASP8,XIAP,ppi,-1,93|981
662,62,Q9UNN5,P11441,FAF1,UBL4A,ppi,-1,62|662
1985,1297,Q96S59,P05067,RANBP9,APP,ppi,-1,1297|1985
1985,1794,Q96S59,P56817,RANBP9,BACE1,ppi,-1,1794|1985
1297,1794,P05067,P56817,APP,BACE1,ppi,-1,1297|1794
537,109,P07948,Q13263,LYN,TRIM28,ppi,-1,109|537
2011,101,P23396,Q12933,RPS3,TRAF2,ppi,-1,101|2011
305,1082,Q9C030,Q14164,TRIM6,IKBKE,ppi,-1,305|1082
1070,528,Q07820,P04637,MCL1,TP53,ppi,-1,528|1070
528,512,P04637,Q13950,TP53,RUNX2,ppi,-1,512|528
498,1985,P01730,Q96S59,CD4,RANBP9,ppi,-1,498|1985
1790,1985,P05556,Q96S59,ITGB1,RANBP9,ppi,-1,1790|1985
1188,1985,P02786,Q96S59,TFRC,RANBP9,ppi,-1,1188|1985
1985,1486,Q96S59,P10827,RANBP9,THRA,ppi,-1,1486|1985
1985,586,Q96S59,P03372,RANBP9,ESR1,ppi,-1,586|1985
366,1113,Q9UBS8,P15923,RNF14,TCF3,ppi,-1,366|1113
366,1430,Q9UBS8,Q9UJU2,RNF14,LEF1,ppi,-1,366|1430
366,2000,Q9UBS8,P15884,RNF14,TCF4,ppi,-1,366|2000
674,366,P35222,Q9UBS8,CTNNB1,RNF14,ppi,-1,366|674
407,563,Q9Y4K3,Q16665,TRAF6,HIF1A,ppi,-1,407|563
510,1376,P84022,O14867,SMAD3,BACH1,ppi,-1,510|1376
1387,76,Q15910,P38398,EZH2,BRCA1,ppi,-1,76|1387
76,1386,P38398,Q15022,BRCA1,SUZ12,ppi,-1,76|1386
739,741,P46100,P78527,ATRX,PRKDC,ppi,-1,739|741
739,693,P46100,P13010,ATRX,XRCC5,ppi,-1,693|739
739,422,P46100,P12956,ATRX,XRCC6,ppi,-1,422|739
739,688,P46100,O60934,ATRX,NBN,ppi,-1,688|739
739,1853,P46100,P27694,ATRX,RPA1,ppi,-1,739|1853
739,528,P46100,P04637,ATRX,TP53,ppi,-1,528|739
739,860,P46100,Q86WV6,ATRX,HIST1H2AB,ppi,-1,739|860
1663,1631,P05129,P14136,PRKCG,GFAP,ppi,-1,1631|1663
1663,1872,P05129,P34932,PRKCG,HSPA4,ppi,-1,1663|1872
1663,827,P05129,P54762,PRKCG,EPHB1,ppi,-1,827|1663
1663,1584,P05129,Q9NY46,PRKCG,SCN3A,ppi,-1,1584|1663
1663,306,P05129,Q9C035,PRKCG,TRIM5,ppi,-1,306|1663
1663,1985,P05129,Q96S59,PRKCG,RANBP9,ppi,-1,1663|1985
795,663,P06241,Q9Y6K9,FYN,IKBKG,ppi,-1,663|795
537,663,P07948,Q9Y6K9,LYN,IKBKG,ppi,-1,537|663
77,11,P40337,O14965,VHL,AURKA,ppi,-1,11|77
1293,19,O75460,O43567,ERN1,RNF13,ppi,-1,19|1293
1985,1574,Q96S59,Q16620,RANBP9,NTRK2,ppi,-1,1574|1985
528,231,P04637,Q8TEB7,TP53,RNF128,ppi,-1,231|528
709,489,P01106,Q9UPT9,MYC,USP22,ppi,-1,489|709
679,31,P00533,O75159,EGFR,SOCS5,ppi,-1,31|679
409,1674,Q9Y4X5,P61077,ARIH1,UBE2D3,ppi,-1,409|1674
71,739,P29590,P46100,PML,ATRX,ppi,-1,71|739
71,2020,P29590,Q9Y294,PML,ASF1A,ppi,-1,71|2020
1403,1397,P22459,Q96EB6,KCNA4,SIRT1,ppi,-1,1397|1403
747,1230,Q96BF6,Q13547,NACC2,HDAC1,ppi,-1,747|1230
747,1283,Q96BF6,Q92769,NACC2,HDAC2,ppi,-1,747|1283
747,1158,Q96BF6,Q13330,NACC2,MTA1,ppi,-1,747|1158
1635,2067,Q676U5,O75143,ATG16L1,ATG13,ppi,-1,1635|2067
1635,1094,Q676U5,O75385,ATG16L1,ULK1,ppi,-1,1094|1635
571,114,Q9H6Z9,Q13501,EGLN3,SQSTM1,ppi,-1,114|571
711,15,P42858,O15344,HTT,MID1,ppi,-1,15|711
711,943,P42858,P23443,HTT,RPS6KB1,ppi,-1,711|943
711,534,P42858,P67775,HTT,PPP2CA,ppi,-1,534|711
713,1003,P49715,P10276,CEBPA,RARA,ppi,-1,713|1003
713,2030,P49715,Q05516,CEBPA,ZBTB16,ppi,-1,713|2030
1230,1003,Q13547,P10276,HDAC1,RARA,ppi,-1,1003|1230
1765,1694,Q14012,Q7KZI7,CAMK1,MARK2,ppi,-1,1694|1765
1016,465,P40763,Q92905,STAT3,COPS5,ppi,-1,465|1016
567,1213,Q99933,Q15773,BAG1,MLF2,ppi,-1,567|1213
1379,1213,O95817,Q15773,BAG3,MLF2,ppi,-1,1213|1379
1348,323,Q9HB71,Q9H4P4,CACYBP,RNF41,ppi,-1,323|1348
1348,1134,Q9HB71,Q86X55,CACYBP,CARM1,ppi,-1,1134|1348
69,715,P22681,P52907,CBL,CAPZA1,ppi,-1,69|715
2023,1348,Q02790,Q9HB71,FKBP4,CACYBP,ppi,-1,1348|2023
2023,421,Q02790,O94966,FKBP4,USP19,ppi,-1,421|2023
2024,1348,Q13451,Q9HB71,FKBP5,CACYBP,ppi,-1,1348|2024
2024,1803,Q13451,O15111,FKBP5,CHUK,ppi,-1,1803|2024
2024,1463,Q13451,Q96GD4,FKBP5,AURKB,ppi,-1,1463|2024
2024,663,Q13451,Q9Y6K9,FKBP5,IKBKG,ppi,-1,663|2024
2024,570,Q13451,Q9GZT9,FKBP5,EGLN1,ppi,-1,570|2024
2024,644,Q13451,Q16342,FKBP5,PDCD2,ppi,-1,644|2024
1451,1787,Q00613,P22392,HSF1,NME2,ppi,-1,1451|1787
619,1730,O43175,Q9Y6I3,PHGDH,EPN1,ppi,-1,619|1730
619,1538,O43175,Q15811,PHGDH,ITSN1,ppi,-1,619|1538
393,1213,Q9UNE7,Q15773,STUB1,MLF2,ppi,-1,393|1213
393,942,Q9UNE7,P54652,STUB1,HSPA2,ppi,-1,393|942
719,1861,Q8IWX7,P07900,UNC45B,HSP90AA1,ppi,-1,719|1861
244,57,Q92466,P09874,DDB2,PARP1,ppi,-1,57|244
105,967,Q13114,O43353,TRAF3,RIPK2,ppi,-1,105|967
1557,67,Q15717,P21580,ELAVL1,TNFAIP3,ppi,-1,67|1557
1449,132,P52630,Q5T4S7,STAT2,UBR4,ppi,-1,132|1449
528,909,P04637,Q07912,TP53,TNK2,ppi,-1,528|909
446,95,Q5VVQ6,Q05086,YOD1,UBE3A,ppi,-1,95|446
446,79,Q5VVQ6,P46934,YOD1,NEDD4,ppi,-1,79|446
446,783,Q5VVQ6,Q13546,YOD1,RIPK1,ppi,-1,446|783
444,783,Q5VV17,Q13546,OTUD1,RIPK1,ppi,-1,444|783
77,589,P40337,P08151,VHL,GLI1,ppi,-1,77|589
1509,395,Q86WJ1,Q9UPN9,CHD1L,TRIM33,ppi,-1,395|1509
405,1389,Q9Y3I1,Q9Y5V3,FBXO7,MAGED1,ppi,-1,405|1389
1389,966,Q9Y5V3,O43318,MAGED1,MAP3K7,ppi,-1,966|1389
1389,1537,Q9Y5V3,Q15750,MAGED1,TAB1,ppi,-1,1389|1537
1971,79,Q99835,P46934,SMO,NEDD4,ppi,-1,79|1971
172,1979,Q7Z569,Q14980,BRAP,NUMA1,ppi,-1,172|1979
1985,465,Q96S59,Q92905,RANBP9,COPS5,ppi,-1,465|1985
465,1794,Q92905,P56817,COPS5,BACE1,ppi,-1,465|1794
98,1397,Q09472,Q96EB6,EP300,SIRT1,ppi,-1,98|1397
1004,1005,P10914,P14316,IRF1,IRF2,ppi,-1,1004|1005
850,1137,P06748,Q99607,NPM1,ELF4,ppi,-1,850|1137
2054,1691,Q96L34,Q5BJF6,MARK4,ODF2,ppi,-1,1691|2054
1408,528,Q96BR9,P04637,ZBTB8A,TP53,ppi,-1,528|1408
98,1408,Q09472,Q96BR9,EP300,ZBTB8A,ppi,-1,98|1408
77,1026,P40337,Q01094,VHL,E2F1,ppi,-1,77|1026
77,1397,P40337,Q96EB6,VHL,SIRT1,ppi,-1,77|1397
98,1026,Q09472,Q01094,EP300,E2F1,ppi,-1,98|1026
909,895,Q07912,P04629,TNK2,NTRK1,ppi,-1,895|909
909,1574,Q07912,Q16620,TNK2,NTRK2,ppi,-1,909|1574
1861,76,P07900,P38398,HSP90AA1,BRCA1,ppi,-1,76|1861
671,93,P31749,P98170,AKT1,XIAP,ppi,-1,93|671
1557,9,Q15717,O14543,ELAVL1,SOCS3,ppi,-1,9|1557
1593,57,P26358,P09874,DNMT1,PARP1,ppi,-1,57|1593
465,191,Q92905,Q8IUQ4,COPS5,SIAH1,ppi,-1,191|465
365,1101,Q9UBN7,P27361,HDAC6,MAPK3,ppi,-1,365|1101
365,1102,Q9UBN7,P28482,HDAC6,MAPK1,ppi,-1,365|1102
94,1531,Q00987,P17844,MDM2,DDX5,ppi,-1,94|1531
94,744,Q00987,Q16666,MDM2,IFI16,ppi,-1,94|744
94,1619,Q00987,O00425,MDM2,IGF2BP3,ppi,-1,94|1619
94,599,Q00987,Q12906,MDM2,ILF3,ppi,-1,94|599
94,2041,Q00987,Q02218,MDM2,OGDH,ppi,-1,94|2041
94,861,Q00987,Q99708,MDM2,RBBP8,ppi,-1,94|861
1788,1954,Q13363,Q8IVP5,CTBP1,FUNDC1,ppi,-1,1788|1954
1788,225,Q13363,Q8TBB1,CTBP1,LNX1,ppi,-1,225|1788
1788,35,Q13363,O75928,CTBP1,PIAS2,ppi,-1,35|1788
1788,165,Q13363,Q6ZNA4,CTBP1,RNF111,ppi,-1,165|1788
1788,1811,Q13363,Q76N32,CTBP1,CEP68,ppi,-1,1788|1811
1101,915,P27361,Q4VCS5,MAPK3,AMOT,ppi,-1,915|1101
1101,1389,P27361,Q9Y5V3,MAPK3,MAGED1,ppi,-1,1101|1389
1101,1476,P27361,P15173,MAPK3,MYOG,ppi,-1,1101|1476
1101,667,P27361,Q15742,MAPK3,NAB2,ppi,-1,667|1101
23,299,O60260,Q9BYM8,PARK2,RBCK1,ppi,-1,23|299
23,2000,O60260,P15884,PARK2,TCF4,ppi,-1,23|2000
1466,673,Q9H0K1,P55072,SIK2,VCP,ppi,-1,673|1466
1466,1872,Q9H0K1,P34932,SIK2,HSPA4,ppi,-1,1466|1872
673,951,P55072,P54253,VCP,ATXN1,ppi,-1,673|951
673,554,P55072,P10275,VCP,AR,ppi,-1,554|673
1986,699,Q9H040,Q9HCU8,SPRTN,POLD4,ppi,-1,699|1986
1986,109,Q9H040,Q13263,SPRTN,TRIM28,ppi,-1,109|1986
1986,1262,Q9H040,P67809,SPRTN,YBX1,ppi,-1,1262|1986
1986,176,Q9H040,Q7Z6Z7,SPRTN,HUWE1,ppi,-1,176|1986
1986,1237,Q9H040,P07355,SPRTN,ANXA2,ppi,-1,1237|1986
1986,1607,Q9H040,P08670,SPRTN,VIM,ppi,-1,1607|1986
1986,776,Q9H040,P35232,SPRTN,PHB,ppi,-1,776|1986
1986,629,Q9H040,P21796,SPRTN,VDAC1,ppi,-1,629|1986
1986,559,Q9H040,P55036,SPRTN,PSMD4,ppi,-1,559|1986
1986,1227,Q9H040,Q14498,SPRTN,RBM39,ppi,-1,1227|1986
1986,1531,Q9H040,P17844,SPRTN,DDX5,ppi,-1,1531|1986
1986,1780,Q9H040,P20700,SPRTN,LMNB1,ppi,-1,1780|1986
1986,1875,Q9H040,P56545,SPRTN,CTBP2,ppi,-1,1875|1986
1986,44,Q9H040,O95071,SPRTN,UBR5,ppi,-1,44|1986
1986,1976,Q9H040,P49411,SPRTN,TUFM,ppi,-1,1976|1986
1095,1612,P63279,Q9NYJ8,UBE2I,TAB2,ppi,-1,1095|1612
1612,768,Q9NYJ8,Q9Y6X2,TAB2,PIAS3,ppi,-1,768|1612
71,679,P29590,P00533,PML,EGFR,ppi,-1,71|679
1298,636,P10636,P68363,MAPT,TUBA1B,ppi,-1,636|1298
407,893,Q9Y4K3,P01116,TRAF6,KRAS,ppi,-1,407|893
