roc_auc,pr_auc,f1,accuracy,precision,recall,brier,fold,best_epoch
0.8293633042570641,0.8817885397440369,0.7802755620014503,0.7556451612903226,0.8090225563909774,0.7535014005602241,0.178375429089998,0,91
0.8771407297096054,0.9191537794974096,0.8431502316346791,0.8087167070217918,0.853887399463807,0.8326797385620915,0.1507144954012128,1,162
0.8691473270724218,0.923888407747334,0.8288874430709173,0.7877320419693301,0.853887399463807,0.8053097345132744,0.15812155773017747,2,163
0.8855646145099056,0.9249483912421976,0.8440860215053764,0.8127522195318806,0.8698060941828255,0.8198433420365535,0.13976752623002217,3,133
0.845501619915266,0.9016969985982939,0.818976279650437,0.7659402744148507,0.7884615384615384,0.8519480519480519,0.1840237178798386,4,169
