roc_auc,pr_auc,f1,accuracy,precision,recall,brier,epoch,train_loss,fold
0.6209634043731561,0.668837450359453,0.7308085977482088,0.5758064516129032,0.5758064516129032,1.0,0.28745871507578075,0,0.6672040224075317,0
0.6394342908265966,0.6836237286716582,0.7308085977482088,0.5758064516129032,0.5758064516129032,1.0,0.24509940271978772,1,0.71504807472229,0
0.6717909597298994,0.7168111298772858,0.7308085977482088,0.5758064516129032,0.5758064516129032,1.0,0.2436454491432212,2,0.6615157127380371,0
0.6941480014058856,0.7416851210352382,0.7308085977482088,0.5758064516129032,0.5758064516129032,1.0,0.24385247825077674,3,0.6700153946876526,0
0.7013718034742414,0.7525113486144818,0.7308085977482088,0.5758064516129032,0.5758064516129032,1.0,0.24617303599208246,4,0.6678135991096497,0
0.7038507418176396,0.7581964341132554,0.7308085977482088,0.5758064516129032,0.5758064516129032,1.0,0.2490749092606536,5,0.6649509072303772,0
0.7042607917691791,0.760567293079955,0.7308085977482088,0.5758064516129032,0.5758064516129032,1.0,0.2508890728512119,6,0.6624811291694641,0
0.7030705818449052,0.761096772565758,0.7308085977482088,0.5758064516129032,0.5758064516129032,1.0,0.25101198317700507,7,0.6658536791801453,0
0.6998913633894623,0.7573498251710898,0.7308085977482088,0.5758064516129032,0.5758064516129032,1.0,0.2497701593311476,8,0.6643614768981934,0
0.6940002236636098,0.7497783728642263,0.7308085977482088,0.5758064516129032,0.5758064516129032,1.0,0.24778906995844938,9,0.661527156829834,0
0.6878627877006316,0.7445569060180233,0.7308085977482088,0.5758064516129032,0.5758064516129032,1.0,0.2457810451865082,10,0.6588819622993469,0
0.6833708768678575,0.7415684468599917,0.7308085977482088,0.5758064516129032,0.5758064516129032,1.0,0.24447599666589198,11,0.6587669253349304,0
0.681167524043838,0.7402819236684409,0.7308085977482088,0.5758064516129032,0.5758064516129032,1.0,0.2439586055404894,12,0.6593675017356873,0
0.6803447614787359,0.7397146381210884,0.7308085977482088,0.5758064516129032,0.5758064516129032,1.0,0.24420632834000436,13,0.6588703989982605,0
0.6801423991649892,0.739402790009468,0.7308085977482088,0.5758064516129032,0.5758064516129032,1.0,0.24527302976232096,14,0.6567055583000183,0
0.6801264231928513,0.739093560582422,0.7308085977482088,0.5758064516129032,0.5758064516129032,1.0,0.24719099747521575,15,0.6539542078971863,0
0.6788736407110372,0.7380851681299544,0.7308085977482088,0.5758064516129032,0.5758064516129032,1.0,0.24905412188671433,16,0.6510533690452576,0
0.6759407184927203,0.7370591104301731,0.7308085977482088,0.5758064516129032,0.5758064516129032,1.0,0.2489526248877999,17,0.6512557864189148,0
0.6713196685518314,0.7349528343022793,0.7308085977482088,0.5758064516129032,0.5758064516129032,1.0,0.24611681391137788,18,0.6488966941833496,0
0.6679966663471473,0.73287126652509,0.7308085977482088,0.5758064516129032,0.5758064516129032,1.0,0.24265230976929217,19,0.6472312808036804,0
0.6674694592665964,0.7323977602722707,0.7308085977482088,0.5758064516129032,0.5758064516129032,1.0,0.24109045504235382,20,0.6445444226264954,0
0.6699364156308911,0.7344627452174315,0.7308085977482088,0.5758064516129032,0.5758064516129032,1.0,0.2434281235728841,21,0.6416230201721191,0
0.6724339926084503,0.7359121228963963,0.7308085977482088,0.5758064516129032,0.5758064516129032,1.0,0.24819949502964556,22,0.6364322900772095,0
0.6720865152144508,0.7345562603920529,0.7308085977482088,0.5758064516129032,0.5758064516129032,1.0,0.2451468338631945,23,0.6331318020820618,0
0.6702053444952125,0.7318385024645451,0.7513283740701382,0.6225806451612903,0.6053082191780822,0.9901960784313726,0.23424598566031885,24,0.6232015490531921,0
0.672122461151761,0.7296631076894832,0.7532051282051282,0.6274193548387097,0.6088082901554405,0.9873949579831933,0.23936642785913884,25,0.6174526810646057,0
0.6728094279536909,0.724019072436189,0.7539041464728056,0.6314516129032258,0.6124234470691163,0.9803921568627451,0.2502466498967057,26,0.5991876721382141,0
