pair_id,group_id,enzyme_class,enz_ac,sub_ac,enz_gene,sub_gene,src,dst,edge_type,edge_label
E3|Q14145|Q16236,E3|Q14145,E3,Q14145,Q16236,KEAP1,NFE2L2,117,944,enzyme_substrate,1
E3|Q14145|Q86YC2,E3|Q14145,E3,Q14145,Q86YC2,KEAP1,PALB2,117,1156,enzyme_substrate,1
E3|Q14145|Q96HS1,E3|Q14145,E3,Q14145,Q96HS1,KEAP1,PGAM5,117,984,enzyme_substrate,1
E3|Q14145|Q9GZT9,E3|Q14145,E3,Q14145,Q9GZT9,KEAP1,EGLN1,117,570,enzyme_substrate,1
E3|Q14258|O95786,E3|Q14258,E3,Q14258,O95786,TRIM25,DDX58,118,51,enzyme_substrate,1
E3|Q14258|P03372,E3|Q14258,E3,Q14258,P03372,TRIM25,ESR1,118,586,enzyme_substrate,1
E3|Q14258|P31947,E3|Q14258,E3,Q14258,P31947,TRIM25,SFN,118,1157,enzyme_substrate,1
E3|Q14258|P60484,E3|Q14258,E3,Q14258,P60484,TRIM25,PTEN,118,509,enzyme_substrate,1
E3|Q14258|Q12933,E3|Q14258,E3,Q14258,Q12933,TRIM25,TRAF2,118,101,enzyme_substrate,1
E3|Q14258|Q13330,E3|Q14258,E3,Q14258,Q13330,TRIM25,MTA1,118,1158,enzyme_substrate,1
E3|Q14258|Q13887,E3|Q14258,E3,Q14258,Q13887,TRIM25,KLF5,118,1159,enzyme_substrate,1
E3|Q14258|Q14145,E3|Q14258,E3,Q14258,Q14145,TRIM25,KEAP1,118,117,enzyme_substrate,1
E3|Q14258|Q14258,E3|Q14258,E3,Q14258,Q14258,TRIM25,TRIM25,118,118,enzyme_substrate,1
E3|Q14258|Q15911,E3|Q14258,E3,Q14258,Q15911,TRIM25,ZFHX3,118,1160,enzyme_substrate,1
E3|Q14258|Q7Z434,E3|Q14258,E3,Q14258,Q7Z434,TRIM25,MAVS,118,1161,enzyme_substrate,1
E3|Q14258|Q96RK0,E3|Q14258,E3,Q14258,Q96RK0,TRIM25,CIC,118,1162,enzyme_substrate,1
E3|Q14258|Q9UKV5,E3|Q14258,E3,Q14258,Q9UKV5,TRIM25,AMFR,118,388,enzyme_substrate,1
E3|Q14258|Q9Y572,E3|Q14258,E3,Q14258,Q9Y572,TRIM25,RIPK3,118,1144,enzyme_substrate,1
E3|Q14527|P12004,E3|Q14527,E3,Q14527,P12004,HLTF,PCNA,119,692,enzyme_substrate,1
E3|Q14669|P35712,E3|Q14669,E3,Q14669,P35712,TRIP12,SOX6,120,1163,enzyme_substrate,1
E3|Q14669|Q13564,E3|Q14669,E3,Q14669,Q13564,TRIP12,NAE1,120,1164,enzyme_substrate,1
E3|Q14669|Q8N6T3,E3|Q14669,E3,Q14669,Q8N6T3,TRIP12,ARFGAP1,120,1165,enzyme_substrate,1
E3|Q14669|Q8N726,E3|Q14669,E3,Q14669,Q8N726,TRIP12,CDKN2A,120,530,enzyme_substrate,1
E3|Q14669|Q969G3,E3|Q14669,E3,Q14669,Q969G3,TRIP12,SMARCE1,120,1166,enzyme_substrate,1
E3|Q149N8|P12004,E3|Q149N8,E3,Q149N8,P12004,SHPRH,PCNA,121,692,enzyme_substrate,1
E3|Q15257|P35226,E3|Q15257,E3,Q15257,P35226,PTPA,BMI1,122,72,enzyme_substrate,1
E3|Q15386|O15169,E3|Q15386,E3,Q15386,O15169,UBE3C,AXIN1,123,1167,enzyme_substrate,1
E3|Q15386|O75155,E3|Q15386,E3,Q15386,O75155,UBE3C,CAND2,123,1168,enzyme_substrate,1
E3|Q15386|Q09666,E3|Q15386,E3,Q15386,Q09666,UBE3C,AHNAK,123,1169,enzyme_substrate,1
E3|Q15386|Q15386,E3|Q15386,E3,Q15386,Q15386,UBE3C,UBE3C,123,123,enzyme_substrate,1
E3|Q15386|Q8NEB9,E3|Q15386,E3,Q15386,Q8NEB9,UBE3C,PIK3C3,123,1170,enzyme_substrate,1
E3|Q15751|P04049,E3|Q15751,E3,Q15751,P04049,HERC1,RAF1,124,969,enzyme_substrate,1
E3|Q15751|P48436,E3|Q15751,E3,Q15751,P48436,HERC1,SOX9,124,1155,enzyme_substrate,1
E3|Q15751|P49815,E3|Q15751,E3,Q15751,P49815,HERC1,TSC2,124,683,enzyme_substrate,1
E3|Q16531|O00482,E3|Q16531,E3,Q16531,O00482,DDB1,NR5A2,125,1171,enzyme_substrate,1
E3|Q16531|O15350,E3|Q16531,E3,Q16531,O15350,DDB1,TP73,125,505,enzyme_substrate,1
E3|Q16531|O75909,E3|Q16531,E3,Q16531,O75909,DDB1,CCNK,125,1172,enzyme_substrate,1
E3|Q16531|Q92905,E3|Q16531,E3,Q16531,Q92905,DDB1,COPS5,125,465,enzyme_substrate,1
E3|Q2Q1W2|Q6ZN17,E3|Q2Q1W2,E3,Q2Q1W2,Q6ZN17,TRIM71,LIN28B,126,1173,enzyme_substrate,1
E3|Q53G59|O94979,E3|Q53G59,E3,Q53G59,O94979,KLHL12,SEC31A,127,1174,enzyme_substrate,1
E3|Q53G59|P14635,E3|Q53G59,E3,Q53G59,P14635,KLHL12,CCNB1,127,497,enzyme_substrate,1
E3|Q53G59|P21917,E3|Q53G59,E3,Q53G59,P21917,KLHL12,DRD4,127,1175,enzyme_substrate,1
E3|Q53G59|Q92945,E3|Q53G59,E3,Q53G59,Q92945,KLHL12,KHSRP,127,1176,enzyme_substrate,1
E3|Q53G59|Q92997,E3|Q53G59,E3,Q53G59,Q92997,KLHL12,DVL3,127,1177,enzyme_substrate,1
E3|Q53G59|Q9C0E8,E3|Q53G59,E3,Q53G59,Q9C0E8,KLHL12,LNPK,127,1178,enzyme_substrate,1
E3|Q53G59|Q9NQW1,E3|Q53G59,E3,Q53G59,Q9NQW1,KLHL12,SEC31B,127,1179,enzyme_substrate,1
E3|Q53G59|Q9UBV8,E3|Q53G59,E3,Q53G59,Q9UBV8,KLHL12,PEF1,127,1180,enzyme_substrate,1
E3|Q53GT1|O75140,E3|Q53GT1,E3,Q53GT1,O75140,KLHL22,DEPDC5,128,1181,enzyme_substrate,1
E3|Q53GT1|P53350,E3|Q53GT1,E3,Q53GT1,P53350,KLHL22,PLK1,128,1182,enzyme_substrate,1
E3|Q5GLZ8|O95835,E3|Q5GLZ8,E3,Q5GLZ8,O95835,HERC4,LATS1,129,52,enzyme_substrate,1
E3|Q5T0T0|P00441,E3|Q5T0T0,E3,Q5T0T0,P00441,MARCHF8,SOD1,130,1183,enzyme_substrate,1
E3|Q5T0T0|P01023,E3|Q5T0T0,E3,Q5T0T0,P01023,MARCHF8,A2M,130,1184,enzyme_substrate,1
E3|Q5T0T0|P01903,E3|Q5T0T0,E3,Q5T0T0,P01903,MARCHF8,HLA-DRA,130,1185,enzyme_substrate,1
E3|Q5T0T0|P01911,E3|Q5T0T0,E3,Q5T0T0,P01911,MARCHF8,HLA-DRB1,130,1186,enzyme_substrate,1
E3|Q5T0T0|P01912,E3|Q5T0T0,E3,Q5T0T0,P01912,MARCHF8,HLA-DRB1,130,1187,enzyme_substrate,1
E3|Q5T0T0|P02786,E3|Q5T0T0,E3,Q5T0T0,P02786,MARCHF8,TFRC,130,1188,enzyme_substrate,1
E3|Q5T0T0|P04229,E3|Q5T0T0,E3,Q5T0T0,P04229,MARCHF8,HLA-DRB1,130,1189,enzyme_substrate,1
E3|Q5T0T0|P04233,E3|Q5T0T0,E3,Q5T0T0,P04233,MARCHF8,CD74,130,1190,enzyme_substrate,1
E3|Q5T0T0|P08195,E3|Q5T0T0,E3,Q5T0T0,P08195,MARCHF8,SLC3A2,130,1191,enzyme_substrate,1
E3|Q5T0T0|P08684,E3|Q5T0T0,E3,Q5T0T0,P08684,MARCHF8,CYP3A4,130,1192,enzyme_substrate,1
E3|Q5T0T0|P12830,E3|Q5T0T0,E3,Q5T0T0,P12830,MARCHF8,CDH1,130,63,enzyme_substrate,1
E3|Q5T0T0|P13760,E3|Q5T0T0,E3,Q5T0T0,P13760,MARCHF8,HLA-DRB1,130,1193,enzyme_substrate,1
E3|Q5T0T0|P13761,E3|Q5T0T0,E3,Q5T0T0,P13761,MARCHF8,HLA-DRB1,130,1194,enzyme_substrate,1
E3|Q5T0T0|P13762,E3|Q5T0T0,E3,Q5T0T0,P13762,MARCHF8,HLA-DRB4,130,1065,enzyme_substrate,1
E3|Q5T0T0|P20039,E3|Q5T0T0,E3,Q5T0T0,P20039,MARCHF8,HLA-DRB1,130,1195,enzyme_substrate,1
E3|Q5T0T0|P33076,E3|Q5T0T0,E3,Q5T0T0,P33076,MARCHF8,CIITA,130,1196,enzyme_substrate,1
E3|Q5T0T0|P42081,E3|Q5T0T0,E3,Q5T0T0,P42081,MARCHF8,CD86,130,960,enzyme_substrate,1
E3|Q5T0T0|P49327,E3|Q5T0T0,E3,Q5T0T0,P49327,MARCHF8,FASN,130,596,enzyme_substrate,1
E3|Q5T0T0|P54252,E3|Q5T0T0,E3,Q5T0T0,P54252,MARCHF8,ATXN3,130,429,enzyme_substrate,1
E3|Q5T0T0|P79483,E3|Q5T0T0,E3,Q5T0T0,P79483,MARCHF8,HLA-DRB3,130,1197,enzyme_substrate,1
E3|Q5T0T0|Q29974,E3|Q5T0T0,E3,Q5T0T0,Q29974,MARCHF8,HLA-DRB1,130,1198,enzyme_substrate,1
E3|Q5T0T0|Q30134,E3|Q5T0T0,E3,Q5T0T0,Q30134,MARCHF8,HLA-DRB1,130,1199,enzyme_substrate,1
E3|Q5T0T0|Q30154,E3|Q5T0T0,E3,Q5T0T0,Q30154,MARCHF8,HLA-DRB5,130,1200,enzyme_substrate,1
E3|Q5T0T0|Q30167,E3|Q5T0T0,E3,Q5T0T0,Q30167,MARCHF8,HLA-DRB1,130,1201,enzyme_substrate,1
E3|Q5T0T0|Q5Y7A7,E3|Q5T0T0,E3,Q5T0T0,Q5Y7A7,MARCHF8,HLA-DRB1,130,1202,enzyme_substrate,1
E3|Q5T0T0|Q7Z434,E3|Q5T0T0,E3,Q5T0T0,Q7Z434,MARCHF8,MAVS,130,1161,enzyme_substrate,1
E3|Q5T0T0|Q95IE3,E3|Q5T0T0,E3,Q5T0T0,Q95IE3,MARCHF8,HLA-DRB1,130,1203,enzyme_substrate,1
E3|Q5T0T0|Q9GIY3,E3|Q5T0T0,E3,Q5T0T0,Q9GIY3,MARCHF8,HLA-DRB1,130,1204,enzyme_substrate,1
E3|Q5T0T0|Q9NPH3,E3|Q5T0T0,E3,Q5T0T0,Q9NPH3,MARCHF8,IL1RAP,130,1205,enzyme_substrate,1
E3|Q5T0T0|Q9NZQ7,E3|Q5T0T0,E3,Q5T0T0,Q9NZQ7,MARCHF8,CD274,130,614,enzyme_substrate,1
E3|Q5T0T0|Q9TQE0,E3|Q5T0T0,E3,Q5T0T0,Q9TQE0,MARCHF8,HLA-DRB1,130,1206,enzyme_substrate,1
E3|Q5T447|P04049,E3|Q5T447,E3,Q5T447,P04049,HECTD3,RAF1,131,969,enzyme_substrate,1
E3|Q5T447|P55211,E3|Q5T447,E3,Q5T447,P55211,HECTD3,CASP9,131,974,enzyme_substrate,1
E3|Q5T447|Q14790,E3|Q5T447,E3,Q5T447,Q14790,HECTD3,CASP8,131,981,enzyme_substrate,1
E3|Q5T447|Q9H2D6,E3|Q5T447,E3,Q5T447,Q9H2D6,HECTD3,TRIOBP,131,1207,enzyme_substrate,1
E3|Q5T447|Q9UDY8,E3|Q5T447,E3,Q5T447,Q9UDY8,HECTD3,MALT1,131,367,enzyme_substrate,1
E3|Q5T447|Q9UNK0,E3|Q5T447,E3,Q5T447,Q9UNK0,HECTD3,STX8,131,1208,enzyme_substrate,1
E3|Q5T4S7|Q15678,E3|Q5T4S7,E3,Q5T4S7,Q15678,UBR4,PTPN14,132,1209,enzyme_substrate,1
E3|Q5T4S7|Q9NQA5,E3|Q5T4S7,E3,Q5T4S7,Q9NQA5,UBR4,TRPV5,132,1210,enzyme_substrate,1
E3|Q5T6F0|P43357,E3|Q5T6F0,E3,Q5T6F0,P43357,DCAF12,MAGEA3,133,1211,enzyme_substrate,1
E3|Q5T6F0|P43360,E3|Q5T6F0,E3,Q5T6F0,P43360,DCAF12,MAGEA6,133,1212,enzyme_substrate,1
E3|Q5TA31|P46937,E3|Q5TA31,E3,Q5TA31,P46937,RNF187,YAP1,134,632,enzyme_substrate,1
E3|Q5TAQ9|Q15773,E3|Q5TAQ9,E3,Q5TAQ9,Q15773,DCAF8,MLF2,135,1213,enzyme_substrate,1
E3|Q5TC82|Q9Y6W8,E3|Q5TC82,E3,Q5TC82,Q9Y6W8,RC3H1,ICOS,136,1214,enzyme_substrate,1
E3|Q5U5Q3|O95786,E3|Q5U5Q3,E3,Q5U5Q3,O95786,MEX3C,DDX58,137,51,enzyme_substrate,1
E3|Q5U5R9|O75925,E3|Q5U5R9,E3,Q5U5R9,O75925,HECTD2,PIAS1,138,551,enzyme_substrate,1
E3|Q5VTB9|O75182,E3|Q5VTB9,E3,Q5VTB9,O75182,RNF220,SIN3B,139,1215,enzyme_substrate,1
E3|Q5VTB9|Q5VTB9,E3|Q5VTB9,E3,Q5VTB9,Q5VTB9,RNF220,RNF220,139,139,enzyme_substrate,1
E3|Q5VTB9|Q96ST3,E3|Q5VTB9,E3,Q5VTB9,Q96ST3,RNF220,SIN3A,139,1216,enzyme_substrate,1
E3|Q5VTR2|P62807,E3|Q5VTR2,E3,Q5VTR2,P62807,RNF20,H2BC4,140,1217,enzyme_substrate,1
E3|Q5VTR2|Q16778,E3|Q5VTR2,E3,Q5VTR2,Q16778,RNF20,H2BC21,140,676,enzyme_substrate,1
E3|Q5VTR2|Q96A08,E3|Q5VTR2,E3,Q5VTR2,Q96A08,RNF20,HIST1H2BA,140,677,enzyme_substrate,1
E3|Q5VTR2|Q9UQ80,E3|Q5VTR2,E3,Q5VTR2,Q9UQ80,RNF20,PA2G4,140,678,enzyme_substrate,1
E3|Q5VU92|P03427,E3|Q5VU92,E3,Q5VU92,P03427,DCAF12L1,PB2,141,1218,enzyme_substrate,1
E3|Q5XPI4|O14641,E3|Q5XPI4,E3,Q5XPI4,O14641,RNF123,DVL2,142,865,enzyme_substrate,1
E3|Q5XPI4|P19838,E3|Q5XPI4,E3,Q5XPI4,P19838,RNF123,NFKB1,142,1219,enzyme_substrate,1
E3|Q5XPI4|P45973,E3|Q5XPI4,E3,Q5XPI4,P45973,RNF123,CBX5,142,1220,enzyme_substrate,1
E3|Q5XPI4|P46527,E3|Q5XPI4,E3,Q5XPI4,P46527,RNF123,CDKN1B,142,558,enzyme_substrate,1
E3|Q5XPI4|P83916,E3|Q5XPI4,E3,Q5XPI4,P83916,RNF123,CBX1,142,1221,enzyme_substrate,1
E3|Q5XPI4|Q16589,E3|Q5XPI4,E3,Q5XPI4,Q16589,RNF123,CCNG2,142,1222,enzyme_substrate,1
E3|Q5XUX0|O95863,E3|Q5XUX0,E3,Q5XUX0,O95863,FBXO31,SNAI1,143,758,enzyme_substrate,1
E3|Q5XUX0|P24385,E3|Q5XUX0,E3,Q5XUX0,P24385,FBXO31,CCND1,143,1115,enzyme_substrate,1
E3|Q5XUX0|P30279,E3|Q5XUX0,E3,Q5XUX0,P30279,FBXO31,CCND2,143,1223,enzyme_substrate,1
E3|Q5XUX0|P52564,E3|Q5XUX0,E3,Q5XUX0,P52564,FBXO31,MAP2K6,143,1224,enzyme_substrate,1
E3|Q5XUX0|Q00987,E3|Q5XUX0,E3,Q5XUX0,Q00987,FBXO31,MDM2,143,94,enzyme_substrate,1
E3|Q5XUX0|Q9H211,E3|Q5XUX0,E3,Q5XUX0,Q9H211,FBXO31,CDT1,143,782,enzyme_substrate,1
E3|Q5XUX0|Q9NPB6,E3|Q5XUX0,E3,Q5XUX0,Q9NPB6,FBXO31,PARD6A,143,1225,enzyme_substrate,1
E3|Q5XX13|P45973,E3|Q5XX13,E3,Q5XX13,P45973,FBXW10,CBX5,144,1220,enzyme_substrate,1
E3|Q63HN8|P00367,E3|Q63HN8,E3,Q63HN8,P00367,RNF213,GLUD1,145,1226,enzyme_substrate,1
E3|Q66K64|Q14498,E3|Q66K64,E3,Q66K64,Q14498,DCAF15,RBM39,146,1227,enzyme_substrate,1
E3|Q66K89|P04637,E3|Q66K89,E3,Q66K89,P04637,E4F1,TP53,147,528,enzyme_substrate,1
E3|Q68DV7|Q13467,E3|Q68DV7,E3,Q68DV7,Q13467,RNF43,FZD5,148,1228,enzyme_substrate,1
E3|Q68DV7|Q68DV7,E3|Q68DV7,E3,Q68DV7,Q68DV7,RNF43,RNF43,148,148,enzyme_substrate,1
E3|Q68DV7|Q9ULX6,E3|Q68DV7,E3,Q68DV7,Q9ULX6,RNF43,AKAP8L,148,1229,enzyme_substrate,1
E3|Q693B1|Q13547,E3|Q693B1,E3,Q693B1,Q13547,KCTD11,HDAC1,149,1230,enzyme_substrate,1
E3|Q6JEL2|P14635,E3|Q6JEL2,E3,Q6JEL2,P14635,KLHL10,CCNB1,150,497,enzyme_substrate,1
E3|Q6P050|P35609,E3|Q6P050,E3,Q6P050,P35609,FBXL22,ACTN2,151,1231,enzyme_substrate,1
E3|Q6P050|Q14315,E3|Q6P050,E3,Q6P050,Q14315,FBXL22,FLNC,151,1232,enzyme_substrate,1
E3|Q6P3S6|P04637,E3|Q6P3S6,E3,Q6P3S6,P04637,FBXO42,TP53,152,528,enzyme_substrate,1
E3|Q6PCD5|P04637,E3|Q6PCD5,E3,Q6PCD5,P04637,RFWD3,TP53,153,528,enzyme_substrate,1
E3|Q6PCD5|Q06609,E3|Q6PCD5,E3,Q6PCD5,Q06609,RFWD3,RAD51,153,1233,enzyme_substrate,1
E3|Q6PCT2|P43699,E3|Q6PCT2,E3,Q6PCT2,P43699,FBXL19,NKX2-1,154,1234,enzyme_substrate,1
E3|Q6PCT2|P60953,E3|Q6PCT2,E3,Q6PCT2,P60953,FBXL19,CDC42,154,1235,enzyme_substrate,1
E3|Q6PCT2|P61586,E3|Q6PCT2,E3,Q6PCT2,P61586,FBXL19,RHOA,154,1152,enzyme_substrate,1
E3|Q6PCT2|P63000,E3|Q6PCT2,E3,Q6PCT2,P63000,FBXL19,RAC1,154,1146,enzyme_substrate,1
E3|Q6PCT2|Q01638,E3|Q6PCT2,E3,Q6PCT2,Q01638,FBXL19,IL1RL1,154,1236,enzyme_substrate,1
E3|Q6PJ21|O95863,E3|Q6PJ21,E3,Q6PJ21,O95863,SPSB3,SNAI1,155,758,enzyme_substrate,1
E3|Q6PJ69|P07355,E3|Q6PJ69,E3,Q6PJ69,P07355,TRIM65,ANXA2,156,1237,enzyme_substrate,1
E3|Q6PJ69|P19320,E3|Q6PJ69,E3,Q6PJ69,P19320,TRIM65,VCAM1,156,1238,enzyme_substrate,1
E3|Q6PJ69|Q8NDV7,E3|Q6PJ69,E3,Q6PJ69,Q8NDV7,TRIM65,TNRC6A,156,1239,enzyme_substrate,1
E3|Q6PJ69|Q9NRY4,E3|Q6PJ69,E3,Q6PJ69,Q9NRY4,TRIM65,ARHGAP35,156,1240,enzyme_substrate,1
E3|Q6Q0C0|O43474,E3|Q6Q0C0,E3,Q6Q0C0,O43474,TRAF7,KLF4,157,1241,enzyme_substrate,1
E3|Q6Q0C0|P04637,E3|Q6Q0C0,E3,Q6Q0C0,P04637,TRAF7,TP53,157,528,enzyme_substrate,1
E3|Q6Q0C0|Q6Q0C0,E3|Q6Q0C0,E3,Q6Q0C0,Q6Q0C0,TRAF7,TRAF7,157,157,enzyme_substrate,1
E3|Q6R327|O00141,E3|Q6R327,E3,Q6R327,O00141,RICTOR,SGK1,158,1242,enzyme_substrate,1
E3|Q6TDP4|Q13002,E3|Q6TDP4,E3,Q6TDP4,Q13002,KLHL17,GRIK2,159,1243,enzyme_substrate,1
E3|Q6UWE0|P00519,E3|Q6UWE0,E3,Q6UWE0,P00519,LRSAM1,ABL1,160,789,enzyme_substrate,1
E3|Q6UWE0|Q05086,E3|Q6UWE0,E3,Q6UWE0,Q05086,LRSAM1,UBE3A,160,95,enzyme_substrate,1
E3|Q6UWE0|Q99816,E3|Q6UWE0,E3,Q6UWE0,Q99816,LRSAM1,TSG101,160,664,enzyme_substrate,1
E3|Q6VVB1|B3EWF7,E3|Q6VVB1,E3,Q6VVB1,B3EWF7,NHLRC1,EPM2A,161,1244,enzyme_substrate,1
E3|Q6VVB1|O14641,E3|Q6VVB1,E3,Q6VVB1,O14641,NHLRC1,DVL2,161,865,enzyme_substrate,1
E3|Q6VVB1|O95278,E3|Q6VVB1,E3,Q6VVB1,O95278,NHLRC1,EPM2A,161,1245,enzyme_substrate,1
E3|Q6VVB1|P35573,E3|Q6VVB1,E3,Q6VVB1,P35573,NHLRC1,AGL,161,1246,enzyme_substrate,1
E3|Q6VVB1|Q9UQK1,E3|Q6VVB1,E3,Q6VVB1,Q9UQK1,NHLRC1,PPP1R3C,161,1247,enzyme_substrate,1
E3|Q6X9E4|Q8N6P7,E3|Q6X9E4,E3,Q6X9E4,Q8N6P7,FBXW12,IL22RA1,162,1248,enzyme_substrate,1
E3|Q6ZMZ0|Q9NWZ5,E3|Q6ZMZ0,E3,Q6ZMZ0,Q9NWZ5,RNF19B,UCKL1,163,1249,enzyme_substrate,1
E3|Q6ZN04|O95149,E3|Q6ZN04,E3,Q6ZN04,O95149,MEX3B,SNUPN,164,1250,enzyme_substrate,1
E3|Q6ZNA4|O15105,E3|Q6ZNA4,E3,Q6ZNA4,O15105,RNF111,SMAD7,165,504,enzyme_substrate,1
E3|Q6ZNA4|P12755,E3|Q6ZNA4,E3,Q6ZNA4,P12755,RNF111,SKI,165,1251,enzyme_substrate,1
E3|Q6ZNA4|P12757,E3|Q6ZNA4,E3,Q6ZNA4,P12757,RNF111,SKIL,165,1252,enzyme_substrate,1
E3|Q6ZNA4|P29590,E3|Q6ZNA4,E3,Q6ZNA4,P29590,RNF111,PML,165,71,enzyme_substrate,1
E3|Q6ZNA4|P61956,E3|Q6ZNA4,E3,Q6ZNA4,P61956,RNF111,SUMO2,165,952,enzyme_substrate,1
E3|Q6ZNA4|P84022,E3|Q6ZNA4,E3,Q6ZNA4,P84022,RNF111,SMAD3,165,510,enzyme_substrate,1
E3|Q6ZNA4|Q15796,E3|Q6ZNA4,E3,Q6ZNA4,Q15796,RNF111,SMAD2,165,1253,enzyme_substrate,1
E3|Q6ZNA4|Q16236,E3|Q6ZNA4,E3,Q6ZNA4,Q16236,RNF111,NFE2L2,165,944,enzyme_substrate,1
E3|Q6ZW49|P12004,E3|Q6ZW49,E3,Q6ZW49,P12004,PAXIP1,PCNA,166,692,enzyme_substrate,1
E3|Q75N03|P07355,E3|Q75N03,E3,Q75N03,P07355,CBLL1,ANXA2,167,1237,enzyme_substrate,1
E3|Q75N03|P12830,E3|Q75N03,E3,Q75N03,P12830,CBLL1,CDH1,167,63,enzyme_substrate,1
E3|Q75N03|Q14247,E3|Q75N03,E3,Q75N03,Q14247,CBLL1,CTTN,167,754,enzyme_substrate,1
E3|Q75N03|Q93070,E3|Q75N03,E3,Q75N03,Q93070,CBLL1,ART4,167,1254,enzyme_substrate,1
E3|Q76N89|O14640,E3|Q76N89,E3,Q76N89,O14640,HECW1,DVL1,168,1255,enzyme_substrate,1
E3|Q76N89|Q13485,E3|Q76N89,E3,Q76N89,Q13485,HECW1,SMAD4,168,1129,enzyme_substrate,1
E3|Q76N89|Q15361,E3|Q76N89,E3,Q76N89,Q15361,HECW1,TTF1,168,1033,enzyme_substrate,1
E3|Q7L5Y6|O00763,E3|Q7L5Y6,E3,Q7L5Y6,O00763,DET1,ACACB,169,1256,enzyme_substrate,1
E3|Q7L5Y6|P04637,E3|Q7L5Y6,E3,Q7L5Y6,P04637,DET1,TP53,169,528,enzyme_substrate,1
E3|Q7L5Y6|P05412,E3|Q7L5Y6,E3,Q7L5Y6,P05412,DET1,JUN,169,587,enzyme_substrate,1
E3|Q7L5Y6|Q12778,E3|Q7L5Y6,E3,Q7L5Y6,Q12778,DET1,FOXO1,169,1028,enzyme_substrate,1
E3|Q7L5Y6|Q13085,E3|Q7L5Y6,E3,Q7L5Y6,Q13085,DET1,ACACA,169,1257,enzyme_substrate,1
E3|Q7L5Y6|Q13330,E3|Q7L5Y6,E3,Q7L5Y6,Q13330,DET1,MTA1,169,1158,enzyme_substrate,1
E3|Q7L5Y6|Q53ET0,E3|Q7L5Y6,E3,Q7L5Y6,Q53ET0,DET1,CRTC2,169,1258,enzyme_substrate,1
E3|Q7Z419|O60294,E3|Q7Z419,E3,Q7Z419,O60294,RNF144B,LCMT2,170,1259,enzyme_substrate,1
E3|Q7Z419|P06748,E3|Q7Z419,E3,Q7Z419,P06748,RNF144B,NPM1,170,850,enzyme_substrate,1
E3|Q7Z419|P38936,E3|Q7Z419,E3,Q7Z419,P38936,RNF144B,CDKN1A,170,529,enzyme_substrate,1
E3|Q7Z419|Q07812,E3|Q7Z419,E3,Q7Z419,Q07812,RNF144B,BAX,170,637,enzyme_substrate,1
E3|Q7Z4K8|Q07869,E3|Q7Z4K8,E3,Q7Z4K8,Q07869,TRIM46,PPARA,171,97,enzyme_substrate,1
E3|Q7Z569|Q7Z569,E3|Q7Z569,E3,Q7Z569,Q7Z569,BRAP,BRAP,172,172,enzyme_substrate,1
E3|Q7Z569|Q9UNH5,E3|Q7Z569,E3,Q7Z569,Q9UNH5,BRAP,CDC14A,172,1260,enzyme_substrate,1
E3|Q7Z569|Q9Y4E8,E3|Q7Z569,E3,Q7Z569,Q9Y4E8,BRAP,USP15,172,492,enzyme_substrate,1
E3|Q7Z6E9|P62993,E3|Q7Z6E9,E3,Q7Z6E9,P62993,RBBP6,GRB2,173,1261,enzyme_substrate,1
E3|Q7Z6E9|P67809,E3|Q7Z6E9,E3,Q7Z6E9,P67809,RBBP6,YBX1,173,1262,enzyme_substrate,1
E3|Q7Z6E9|Q8NAP3,E3|Q7Z6E9,E3,Q7Z6E9,Q8NAP3,RBBP6,ZBTB38,173,746,enzyme_substrate,1
E3|Q7Z6J0|O14964,E3|Q7Z6J0,E3,Q7Z6J0,O14964,SH3RF1,HGS,174,785,enzyme_substrate,1
E3|Q7Z6J0|P48048,E3|Q7Z6J0,E3,Q7Z6J0,P48048,SH3RF1,KCNJ1,174,1263,enzyme_substrate,1
E3|Q7Z6J0|P63252,E3|Q7Z6J0,E3,Q7Z6J0,P63252,SH3RF1,KCNJ2,174,1264,enzyme_substrate,1
E3|Q7Z6J0|Q15011,E3|Q7Z6J0,E3,Q7Z6J0,Q15011,SH3RF1,HERPUD1,174,1265,enzyme_substrate,1
E3|Q7Z6J0|Q7Z6J0,E3|Q7Z6J0,E3,Q7Z6J0,Q7Z6J0,SH3RF1,SH3RF1,174,174,enzyme_substrate,1
E3|Q7Z6J0|Q8WUM4,E3|Q7Z6J0,E3,Q7Z6J0,Q8WUM4,SH3RF1,PDCD6IP,174,918,enzyme_substrate,1
E3|Q7Z6J0|Q9UBP5,E3|Q7Z6J0,E3,Q7Z6J0,Q9UBP5,SH3RF1,HEY2,174,1266,enzyme_substrate,1
E3|Q7Z6M2|O00303,E3|Q7Z6M2,E3,Q7Z6M2,O00303,FBXO33,EIF3F,175,1267,enzyme_substrate,1
E3|Q7Z6M2|P67809,E3|Q7Z6M2,E3,Q7Z6M2,P67809,FBXO33,YBX1,175,1262,enzyme_substrate,1
E3|Q7Z6Z7|O14757,E3|Q7Z6Z7,E3,Q7Z6Z7,O14757,HUWE1,CHEK1,176,1268,enzyme_substrate,1
E3|Q7Z6Z7|O15294,E3|Q7Z6Z7,E3,Q7Z6Z7,O15294,HUWE1,OGT,176,1269,enzyme_substrate,1
E3|Q7Z6Z7|O75928,E3|Q7Z6Z7,E3,Q7Z6Z7,O75928,HUWE1,PIAS2,176,35,enzyme_substrate,1
