epoch,train_loss,roc_auc,pr_auc,f1,accuracy,precision,recall,brier,fold,model_name,loss_name,model_clean
10,0.0246146567619572,0.7221395319378028,0.7641427382398112,0.714183891660727,0.6766129032258065,0.7066290550070522,0.7219020172910663,0.3014329753201433,0,neural_pair_scorer_resmlp_bce,bce,BCE
11,0.0239312344421752,0.7130110523482281,0.7588708875359408,0.7050461975835111,0.6653225806451613,0.6956521739130435,0.7146974063400576,0.3093114455926017,0,neural_pair_scorer_resmlp_bce,bce,BCE
12,0.0137068647204731,0.7159945002164022,0.7609298236237549,0.7072808320950966,0.682258064516129,0.7300613496932515,0.6858789625360231,0.3038038971015587,0,neural_pair_scorer_resmlp_bce,bce,BCE
13,0.0096520074129773,0.7140033357612608,0.756774057289971,0.7050254916241806,0.6733870967741935,0.7128129602356407,0.6974063400576369,0.3115756565536813,0,neural_pair_scorer_resmlp_bce,bce,BCE
0,0.5966885502521808,0.6942664904074299,0.7982077881844936,0.7104042412193505,0.6472962066182405,0.7475592747559274,0.6767676767676768,0.2202254573936552,1,neural_pair_scorer_resmlp_bce,bce,BCE
1,0.4247433184049068,0.7308911260253541,0.8336278202345052,0.7074175824175825,0.6561743341404358,0.7756024096385542,0.6502525252525253,0.2260492978857666,1,neural_pair_scorer_resmlp_bce,bce,BCE
2,0.306031313080054,0.7371195173208597,0.8370686807759231,0.7348586810228802,0.682001614205004,0.7867435158501441,0.6893939393939394,0.250003118155268,1,neural_pair_scorer_resmlp_bce,bce,BCE
3,0.2173300484816233,0.7254847129008202,0.8267694769736549,0.7305151915455746,0.6707021791767555,0.7659279778393352,0.6982323232323232,0.2741342099428581,1,neural_pair_scorer_resmlp_bce,bce,BCE
4,0.1733125687027588,0.7459748491627687,0.8381350997269963,0.7563352826510721,0.6973365617433414,0.7791164658634538,0.7348484848484849,0.2527664159843646,1,neural_pair_scorer_resmlp_bce,bce,BCE
5,0.1346807670898926,0.7578610489684315,0.845541038952143,0.7818520820385333,0.7167070217917676,0.769889840881273,0.7941919191919192,0.2496606095325018,1,neural_pair_scorer_resmlp_bce,bce,BCE
6,0.1088275546446824,0.7493813978713307,0.8429370862662887,0.7720588235294118,0.6997578692493946,0.75,0.7954545454545454,0.2703636582915641,1,neural_pair_scorer_resmlp_bce,bce,BCE
7,0.089949120218173,0.7607916412446614,0.8540575096332125,0.7526595744680851,0.6997578692493946,0.7949438202247191,0.7146464646464646,0.2686964321759774,1,neural_pair_scorer_resmlp_bce,bce,BCE
8,0.0785488629570374,0.7603848891600569,0.856870256538914,0.7578125,0.6997578692493946,0.782258064516129,0.7348484848484849,0.2715235481976739,1,neural_pair_scorer_resmlp_bce,bce,BCE
9,0.0573247648918857,0.7472982057713601,0.8368465688982443,0.7544672402382528,0.7005649717514124,0.7927677329624478,0.7196969696969697,0.2783189352144433,1,neural_pair_scorer_resmlp_bce,bce,BCE
10,0.0731476661390983,0.7409469414502972,0.8381531682531482,0.7584059775840598,0.6868442292171105,0.7481572481572482,0.7689393939393939,0.2847295735302887,1,neural_pair_scorer_resmlp_bce,bce,BCE
11,0.0614341083818521,0.7604018371635821,0.8525661640333866,0.7514990006662225,0.6989507667473769,0.7954866008462623,0.7121212121212122,0.2785130880811041,1,neural_pair_scorer_resmlp_bce,bce,BCE
12,0.045029263322552,0.7445837005400764,0.8442447922529143,0.758576874205845,0.6933010492332526,0.7634271099744245,0.7537878787878788,0.2861567431998079,1,neural_pair_scorer_resmlp_bce,bce,BCE
13,0.0556573528223312,0.7409780127900933,0.8368603015103144,0.7617260787992496,0.6924939467312349,0.7546468401486989,0.7689393939393939,0.2848471052904845,1,neural_pair_scorer_resmlp_bce,bce,BCE
14,0.0331492816121914,0.7529687252841615,0.8462846440825733,0.7525773195876289,0.6900726392251816,0.7684210526315789,0.7373737373737373,0.2837973502072564,1,neural_pair_scorer_resmlp_bce,bce,BCE
15,0.0101102387759452,0.7513473662802521,0.8458839836813073,0.7580853816300129,0.6981436642453591,0.7771883289124668,0.73989898989899,0.2858513215964652,1,neural_pair_scorer_resmlp_bce,bce,BCE
16,0.0062067302388664,0.7482783653085666,0.8451021731285612,0.7478827361563518,0.6876513317191283,0.7725437415881561,0.7247474747474747,0.2925571033630022,1,neural_pair_scorer_resmlp_bce,bce,BCE
17,0.0049658794305287,0.7510860845592389,0.8447213267564857,0.7622107969151671,0.7013720742534302,0.7761780104712042,0.7487373737373737,0.2835687964660383,1,neural_pair_scorer_resmlp_bce,bce,BCE
18,0.003516042443852,0.750042370008813,0.8483126764500375,0.7559055118110236,0.6997578692493946,0.7868852459016393,0.7272727272727273,0.2886958730764535,1,neural_pair_scorer_resmlp_bce,bce,BCE
19,0.0030841610583966,0.7495734752446163,0.847629603883814,0.7635658914728682,0.7046004842615012,0.7817460317460317,0.7462121212121212,0.2849349370178635,1,neural_pair_scorer_resmlp_bce,bce,BCE
20,0.0027863008861179,0.7513275936094728,0.8490971825874816,0.7624595469255664,0.7037933817594835,0.7822045152722443,0.7436868686868687,0.2848336016908272,1,neural_pair_scorer_resmlp_bce,bce,BCE
0,0.6101678426449115,0.7612130987617368,0.8453814078401867,0.7635179153094462,0.7070217917675545,0.7670157068062827,0.7600518806744487,0.1907288738019146,2,neural_pair_scorer_resmlp_bce,bce,BCE
1,0.4368016834442432,0.7517348986220582,0.8410070660127477,0.728421052631579,0.6876513317191283,0.7935779816513762,0.6731517509727627,0.2161932373932559,2,neural_pair_scorer_resmlp_bce,bce,BCE
2,0.3078521490097046,0.7596818983005753,0.8477788206005937,0.7237410071942446,0.6900726392251816,0.8126009693053312,0.6523994811932555,0.2448651408580812,2,neural_pair_scorer_resmlp_bce,bce,BCE
3,0.2103681973157785,0.7858647333355504,0.8700125025898937,0.7775603392041748,0.7247780468119451,0.7821522309711286,0.7730220492866408,0.2264289703901326,2,neural_pair_scorer_resmlp_bce,bce,BCE
4,0.1751109487735308,0.7854296229782611,0.8689877200814595,0.7665982203969883,0.7247780468119451,0.8115942028985508,0.7263294422827496,0.2403306873525782,2,neural_pair_scorer_resmlp_bce,bce,BCE
5,0.1331375021582994,0.7681817929872404,0.8596682155427353,0.7629000653167864,0.7070217917675545,0.7684210526315789,0.7574578469520103,0.2524927001739321,2,neural_pair_scorer_resmlp_bce,bce,BCE
6,0.1122873450318972,0.7620611482479187,0.8541606672209562,0.7388008270158511,0.6941081517352704,0.788235294117647,0.695201037613489,0.2723694410208574,2,neural_pair_scorer_resmlp_bce,bce,BCE
7,0.0861817568731613,0.7729832496369462,0.8593256799633469,0.7520435967302452,0.7062146892655368,0.7919655667144907,0.7159533073929961,0.2722344665864115,2,neural_pair_scorer_resmlp_bce,bce,BCE
8,0.0760598743382172,0.7815940004655958,0.8704370324951005,0.7531943510423672,0.7037933817594835,0.7821229050279329,0.7263294422827496,0.2641418746050721,2,neural_pair_scorer_resmlp_bce,bce,BCE
9,0.0764101256544773,0.7565793120267827,0.852950546942564,0.7339699863574352,0.6852300242130751,0.7741007194244605,0.6977950713359273,0.2836445730818347,2,neural_pair_scorer_resmlp_bce,bce,BCE
10,0.0576205813349821,0.782202323544736,0.8633846662169558,0.7622895622895622,0.7150928167877321,0.7927170868347339,0.7341115434500648,0.2596241632711387,2,neural_pair_scorer_resmlp_bce,bce,BCE
11,0.051515156092743,0.7682261354440343,0.8511401064916336,0.7558216899534265,0.7037933817594835,0.7759562841530054,0.7367055771725033,0.2687149360151565,2,neural_pair_scorer_resmlp_bce,bce,BCE
12,0.0444423259498599,0.7843446184885875,0.8638214532736771,0.7695287282117496,0.711864406779661,0.7660668380462725,0.7730220492866408,0.2640265630918516,2,neural_pair_scorer_resmlp_bce,bce,BCE
13,0.0387822512823801,0.7638473178356446,0.851203305908597,0.7471341874578556,0.6973365617433414,0.7780898876404494,0.7185473411154345,0.2794583201994113,2,neural_pair_scorer_resmlp_bce,bce,BCE
14,0.0257385828090497,0.7645761969691931,0.85529993756181,0.7635887360838245,0.70863599677159,0.7711640211640212,0.7561608300907912,0.2746374670474935,2,neural_pair_scorer_resmlp_bce,bce,BCE
15,0.0151668280148162,0.7745213786069817,0.8586330927277286,0.7654320987654321,0.70863599677159,0.7669270833333334,0.7639429312581063,0.2738546648643036,2,neural_pair_scorer_resmlp_bce,bce,BCE
16,0.01101489777629,0.7700691188045274,0.8539908248082309,0.7575150300601202,0.7070217917675545,0.78099173553719,0.7354085603112841,0.2792930850165659,2,neural_pair_scorer_resmlp_bce,bce,BCE
17,0.009261515809414,0.7698737348542796,0.8576082133094063,0.7603414313854235,0.705407586763519,0.7699468085106383,0.7509727626459144,0.2798537166278822,2,neural_pair_scorer_resmlp_bce,bce,BCE
18,0.006883639745259,0.7852564102564102,0.8647889110731449,0.7730542838456508,0.7199354317998385,0.7796833773087071,0.7665369649805448,0.2679645325116393,2,neural_pair_scorer_resmlp_bce,bce,BCE
19,0.0060694591009404,0.7793519349939584,0.8618252742655305,0.76184122748499,0.711864406779661,0.7843406593406593,0.7405966277561609,0.2726321167802153,2,neural_pair_scorer_resmlp_bce,bce,BCE
20,0.0041918450912747,0.7747320052767523,0.8587236301169847,0.7608409986859396,0.7062146892655368,0.7709720372836218,0.7509727626459144,0.2782402992332224,2,neural_pair_scorer_resmlp_bce,bce,BCE
0,0.5947751372288435,0.718768346482228,0.8087938278764117,0.7666078777189889,0.6795803066989508,0.7086956521739131,0.8348271446862996,0.2070840940476742,3,neural_pair_scorer_resmlp_bce,bce,BCE
1,0.4163276423246432,0.7411028297614187,0.8375748853597136,0.7496774193548387,0.6868442292171105,0.7555266579973993,0.7439180537772087,0.2176261871776608,3,neural_pair_scorer_resmlp_bce,bce,BCE
2,0.310168105440262,0.7551873368036723,0.8335953848886233,0.714183891660727,0.6763518966908797,0.8054662379421221,0.6414852752880922,0.2313673652799821,3,neural_pair_scorer_resmlp_bce,bce,BCE
3,0.2329906549973365,0.7468255343893452,0.8378386739777077,0.727147766323024,0.6795803066989508,0.7848664688427299,0.677336747759283,0.252170218219454,3,neural_pair_scorer_resmlp_bce,bce,BCE
4,0.1708043615023295,0.7252542647708403,0.8130970945759181,0.7098121085594989,0.6634382566585957,0.7774390243902439,0.6530089628681178,0.2992976830974587,3,neural_pair_scorer_resmlp_bce,bce,BCE
5,0.1256190952964318,0.7409155209142908,0.826854574489258,0.7411371237458194,0.6876513317191283,0.7759103641456583,0.7093469910371318,0.2692864537122285,3,neural_pair_scorer_resmlp_bce,bce,BCE
6,0.1169772942860921,0.7367220392621708,0.8136042767326054,0.7480417754569191,0.688458434221146,0.762982689747004,0.7336747759282971,0.268730039643254,3,neural_pair_scorer_resmlp_bce,bce,BCE
7,0.0852485866978382,0.7515963186822402,0.828714638231755,0.7419786096256684,0.688458434221146,0.7762237762237763,0.7106274007682458,0.2772885301642872,3,neural_pair_scorer_resmlp_bce,bce,BCE
8,0.0816864744783976,0.7517333057495428,0.8324076703952168,0.759235668789809,0.6949152542372882,0.7553865652724968,0.7631241997439181,0.273730621875678,3,neural_pair_scorer_resmlp_bce,bce,BCE
9,0.0490400959045077,0.7516214795721531,0.8323739988201785,0.7468269873079493,0.6941081517352704,0.7807262569832403,0.7157490396927016,0.278070320691437,3,neural_pair_scorer_resmlp_bce,bce,BCE
10,0.0252953113104479,0.7507045049175561,0.8280052141004767,0.7611650485436893,0.7021791767554479,0.7696335078534031,0.7528809218950064,0.2814866494670026,3,neural_pair_scorer_resmlp_bce,bce,BCE
11,0.0130672499459857,0.7429074246990479,0.8255322090227407,0.7467191601049868,0.688458434221146,0.765814266487214,0.7285531370038413,0.295097614453578,3,neural_pair_scorer_resmlp_bce,bce,BCE
12,0.0119092869452941,0.7564146291005261,0.8314318763264069,0.7567567567567568,0.7021791767554479,0.779891304347826,0.734955185659411,0.2818343711756677,3,neural_pair_scorer_resmlp_bce,bce,BCE
13,0.0155688750927742,0.7556304480315797,0.8343678394019307,0.7592954990215264,0.7021791767554479,0.773936170212766,0.7451984635083226,0.2842677662673731,3,neural_pair_scorer_resmlp_bce,bce,BCE
14,0.00787378297462,0.746105653372398,0.8308114433938851,0.739853626081171,0.6844229217110573,0.7700831024930748,0.7119078104993598,0.3007062461096159,3,neural_pair_scorer_resmlp_bce,bce,BCE
15,0.0057628816247392,0.7504333264373857,0.8331698507782443,0.7428949107732981,0.6860371267150929,0.76775956284153,0.7195902688860435,0.2957916302041046,3,neural_pair_scorer_resmlp_bce,bce,BCE
0,0.6052023615592566,0.7146557634465676,0.8144036311168815,0.7360594795539034,0.6561743341404358,0.7021276595744681,0.7734375,0.209718421074986,4,neural_pair_scorer_resmlp_bce,bce,BCE
1,0.4312595534018981,0.7461213950813872,0.8303902487256716,0.744429882044561,0.6852300242130751,0.7493403693931399,0.7395833333333334,0.21973550088443,4,neural_pair_scorer_resmlp_bce,bce,BCE
2,0.3147726330237511,0.7454523841118188,0.8216719613003154,0.7267833109017496,0.672316384180791,0.7520891364902507,0.703125,0.2318739518334802,4,neural_pair_scorer_resmlp_bce,bce,BCE
3,0.2358579914539288,0.7476308165251238,0.827248924133321,0.759075907590759,0.705407586763519,0.7697456492637216,0.7486979166666666,0.2387341471262206,4,neural_pair_scorer_resmlp_bce,bce,BCE
4,0.1777581595457517,0.7649905453821656,0.8330945523971662,0.7823899371069183,0.7207425343018563,0.7566909975669099,0.8098958333333334,0.2403311994640382,4,neural_pair_scorer_resmlp_bce,bce,BCE
5,0.1239834200495328,0.7549332647735315,0.8280652321722727,0.7531270572745227,0.6973365617433414,0.7616511318242344,0.7447916666666666,0.262609974219842,4,neural_pair_scorer_resmlp_bce,bce,BCE
6,0.1183740830001158,0.7505916047416843,0.8271932458539091,0.7376373626373627,0.6916868442292171,0.7805232558139535,0.69921875,0.2693949225889108,4,neural_pair_scorer_resmlp_bce,bce,BCE
7,0.0919745724934798,0.7589238322717622,0.8320940584970742,0.7443105756358769,0.6916868442292171,0.7658402203856749,0.7239583333333334,0.2745720808930639,4,neural_pair_scorer_resmlp_bce,bce,BCE
8,0.0720267493086747,0.7755523487261147,0.8423475661769279,0.7641950567802271,0.7150928167877321,0.7846364883401921,0.7447916666666666,0.2538219624092819,4,neural_pair_scorer_resmlp_bce,bce,BCE
9,0.0769069827137849,0.7623849964614295,0.829425288382015,0.7776365946632783,0.7175141242937854,0.7593052109181141,0.796875,0.2567858505915055,4,neural_pair_scorer_resmlp_bce,bce,BCE
10,0.0631322230761631,0.7418004688605804,0.8191608804497967,0.7672253258845437,0.6973365617433414,0.7330960854092526,0.8046875,0.2754788447512644,4,neural_pair_scorer_resmlp_bce,bce,BCE
11,0.0636274391450943,0.7714719347133758,0.8310281550174969,0.7804878048780488,0.7239709443099274,0.769620253164557,0.7916666666666666,0.2529415753651951,4,neural_pair_scorer_resmlp_bce,bce,BCE
12,0.0456582237608157,0.7802174562101911,0.8472393216088443,0.766042780748663,0.7175141242937854,0.7870879120879121,0.74609375,0.2636549611026305,4,neural_pair_scorer_resmlp_bce,bce,BCE
13,0.0525000257274279,0.7606336805555556,0.836073848819209,0.7765293383270911,0.7110573042776432,0.7458033573141487,0.8098958333333334,0.2659553773380805,4,neural_pair_scorer_resmlp_bce,bce,BCE
14,0.0420926205622844,0.7712148354564756,0.8439979684678129,0.7635632953784327,0.7150928167877321,0.7862068965517242,0.7421875,0.2694961064082626,4,neural_pair_scorer_resmlp_bce,bce,BCE
15,0.0347462767878404,0.7759352331033262,0.8420969555527815,0.7794404684450228,0.7263922518159807,0.7789336801040312,0.7799479166666666,0.2562167225923809,4,neural_pair_scorer_resmlp_bce,bce,BCE
16,0.021817806117141,0.7718327030254777,0.8442463469674616,0.7818877551020408,0.7239709443099274,0.76625,0.7981770833333334,0.2568509514724711,4,neural_pair_scorer_resmlp_bce,bce,BCE
17,0.044939048621111,0.7706785208775656,0.8485041502326381,0.7667103538663171,0.7126715092816788,0.7717678100263852,0.76171875,0.2629272974037194,4,neural_pair_scorer_resmlp_bce,bce,BCE
18,0.0294676681693929,0.7813633448336872,0.8476353759528983,0.7940797940797941,0.741727199354318,0.7849872773536896,0.8033854166666666,0.2429552852558758,4,neural_pair_scorer_resmlp_bce,bce,BCE
19,0.0284759778744326,0.765912508846426,0.8342505607307888,0.7726988102692548,0.7070217917675545,0.744270205066345,0.8033854166666666,0.2714285199802667,4,neural_pair_scorer_resmlp_bce,bce,BCE
20,0.0281204168195239,0.7659456829440906,0.837339674212012,0.7703225806451612,0.7126715092816788,0.7634271099744245,0.77734375,0.2703227814647563,4,neural_pair_scorer_resmlp_bce,bce,BCE
21,0.0360400155783654,0.790378405874027,0.8624274206090865,0.7870722433460076,0.7288135593220338,0.7666666666666667,0.80859375,0.2507101747516304,4,neural_pair_scorer_resmlp_bce,bce,BCE
22,0.0256089342232698,0.7775110027423922,0.8493919587435675,0.7682291666666666,0.7126715092816788,0.7682291666666666,0.7682291666666666,0.2655804542762671,4,neural_pair_scorer_resmlp_bce,bce,BCE
23,0.0240287558975605,0.78324597487615,0.8550980265888997,0.7830487033523087,0.7231638418079096,0.7613776137761378,0.8059895833333334,0.25743333885381,4,neural_pair_scorer_resmlp_bce,bce,BCE
24,0.0234772153198719,0.7895310841295118,0.8593702994756339,0.7746113989637305,0.7191283292978208,0.770618556701031,0.7786458333333334,0.2579514021816861,4,neural_pair_scorer_resmlp_bce,bce,BCE
25,0.0226605960335104,0.7705112681351733,0.8443789366305169,0.7561136814276272,0.7021791767554479,0.7677852348993288,0.7447916666666666,0.2760582191980801,4,neural_pair_scorer_resmlp_bce,bce,BCE
26,0.0252286102503347,0.7662013999469215,0.8319040671968004,0.7816236626809314,0.7199354317998385,0.756394640682095,0.80859375,0.2640525381700067,4,neural_pair_scorer_resmlp_bce,bce,BCE
27,0.0096171132873934,0.7790314822186837,0.8414464255106601,0.7784200385356455,0.7215496368038741,0.7680608365019012,0.7890625,0.2594415186654664,4,neural_pair_scorer_resmlp_bce,bce,BCE
28,0.004368341089083,0.7777916003184714,0.8398727737958874,0.7844387755102041,0.7271993543179984,0.76875,0.80078125,0.2585283641956906,4,neural_pair_scorer_resmlp_bce,bce,BCE
29,0.0044333173703844,0.7737111863057324,0.8357764835031535,0.7787042976266838,0.7215496368038741,0.7673830594184576,0.7903645833333334,0.2630897871687314,4,neural_pair_scorer_resmlp_bce,bce,BCE
30,0.0023647038107857,0.7746649416135882,0.8379649266888863,0.7811104020421187,0.7231638418079096,0.7659574468085106,0.796875,0.2649761763393356,4,neural_pair_scorer_resmlp_bce,bce,BCE
31,0.0018580052121064,0.7766222133757962,0.8405883813403616,0.7782051282051282,0.7207425343018563,0.7664141414141414,0.7903645833333334,0.2651385643363427,4,neural_pair_scorer_resmlp_bce,bce,BCE
32,0.0013765803738258,0.7767258824309979,0.8403848059308976,0.7799871712636305,0.7231638418079096,0.7686472819216182,0.7916666666666666,0.265134171355038,4,neural_pair_scorer_resmlp_bce,bce,BCE
33,0.0010053821729693,0.7757831851556971,0.8400642745286397,0.7813299232736572,0.7239709443099274,0.7675879396984925,0.7955729166666666,0.2666489937857664,4,neural_pair_scorer_resmlp_bce,bce,BCE
0,0.4569139129076248,0.7045265013564724,0.7693567110414782,0.618693134822167,0.6282258064516129,0.7262135922330097,0.5389048991354467,0.2279687735109862,0,neural_pair_scorer_resmlp_weighted_bce,weighted_bce,Weighted BCE
1,0.3170849153628716,0.7234537796497451,0.7733633001099702,0.6965966690803765,0.6620967741935484,0.7001455604075691,0.6930835734870316,0.2438091578580626,0,neural_pair_scorer_resmlp_weighted_bce,weighted_bce,Weighted BCE
2,0.2215882879801285,0.6934160939924628,0.7548347518950485,0.6122792262405383,0.6282258064516129,0.7353535353535353,0.5244956772334294,0.3016917254594763,0,neural_pair_scorer_resmlp_weighted_bce,weighted_bce,Weighted BCE
3,0.1796232379781894,0.7322101529594325,0.7654657675124557,0.6963746223564955,0.6758064516129032,0.7317460317460317,0.6642651296829971,0.2672622860216512,0,neural_pair_scorer_resmlp_weighted_bce,weighted_bce,Weighted BCE
4,0.1281067620103176,0.7164075117965608,0.76107755015429,0.695457930007446,0.6701612903225806,0.7195685670261941,0.6729106628242075,0.2871477892189604,0,neural_pair_scorer_resmlp_weighted_bce,weighted_bce,Weighted BCE
5,0.10221967788843,0.7174077123644848,0.7695159439659811,0.6849112426035503,0.6564516129032258,0.7036474164133738,0.6671469740634006,0.2954520568753098,0,neural_pair_scorer_resmlp_weighted_bce,weighted_bce,Weighted BCE
6,0.0834980271756649,0.6896528063675037,0.7307397132387787,0.6431372549019608,0.6330645161290323,0.7056798623063684,0.590778097982709,0.3217531480591431,0,neural_pair_scorer_resmlp_weighted_bce,weighted_bce,Weighted BCE
7,0.0576900337369014,0.7226792179962209,0.7637299695491644,0.7029850746268657,0.6790322580645162,0.7291021671826625,0.6786743515850144,0.2962814203495872,0,neural_pair_scorer_resmlp_weighted_bce,weighted_bce,Weighted BCE
8,0.0263089684244149,0.722407395678289,0.7633307399987772,0.7033457249070632,0.6782258064516129,0.7265745007680492,0.6815561959654178,0.3049272672600618,0,neural_pair_scorer_resmlp_weighted_bce,weighted_bce,Weighted BCE
9,0.0232375590727688,0.7156303110914062,0.7597452266646425,0.6926536731634183,0.6693548387096774,0.721875,0.6657060518731989,0.3097434611203573,0,neural_pair_scorer_resmlp_weighted_bce,weighted_bce,Weighted BCE
10,0.0170781256105655,0.7092358889909323,0.7534869284916549,0.6845637583892618,0.6588709677419354,0.7094281298299846,0.6613832853025937,0.3244302144535415,0,neural_pair_scorer_resmlp_weighted_bce,weighted_bce,Weighted BCE
11,0.0271353003425666,0.7138225607245781,0.7531242145782626,0.6953937592867756,0.6693548387096774,0.7177914110429447,0.6743515850144092,0.3089158680780758,0,neural_pair_scorer_resmlp_weighted_bce,weighted_bce,Weighted BCE
12,0.0153063215578022,0.7098402318142951,0.7535446119954111,0.686838124054463,0.6661290322580645,0.7229299363057324,0.654178674351585,0.3178106544167411,0,neural_pair_scorer_resmlp_weighted_bce,weighted_bce,Weighted BCE
13,0.0094896186596881,0.7138436731376213,0.7577189246154148,0.680786686838124,0.6596774193548387,0.7165605095541401,0.6484149855907781,0.3196546872067096,0,neural_pair_scorer_resmlp_weighted_bce,weighted_bce,Weighted BCE
0,0.4828280164645268,0.702878900865478,0.8187601170816173,0.7031354236157439,0.6408393866020985,0.7454031117397454,0.6654040404040404,0.2173957763895071,1,neural_pair_scorer_resmlp_weighted_bce,weighted_bce,Weighted BCE
1,0.3365154335132012,0.7235498158316951,0.8287094590930494,0.7532467532467533,0.6779661016949152,0.7381818181818182,0.7689393939393939,0.2239467197586849,1,neural_pair_scorer_resmlp_weighted_bce,weighted_bce,Weighted BCE
2,0.2463425340560766,0.7299081418208935,0.8262156677225378,0.6666666666666666,0.6368038740920097,0.8064516129032258,0.5681818181818182,0.2862818916409338,1,neural_pair_scorer_resmlp_weighted_bce,weighted_bce,Weighted BCE
3,0.206786478177095,0.7607393849004588,0.8537530053230279,0.7293286219081272,0.6908797417271993,0.8282504012841091,0.6515151515151515,0.2586439369653041,1,neural_pair_scorer_resmlp_weighted_bce,weighted_bce,Weighted BCE
4,0.1453542126676975,0.7407675750796556,0.8389635542085561,0.7096774193548387,0.6731234866828087,0.8208955223880597,0.625,0.279208589549265,1,neural_pair_scorer_resmlp_weighted_bce,weighted_bce,Weighted BCE
5,0.1112950621889187,0.7537695184507266,0.8442715120093888,0.7558441558441559,0.6965294592413237,0.7780748663101604,0.7348484848484849,0.2601909355297314,1,neural_pair_scorer_resmlp_weighted_bce,weighted_bce,Weighted BCE
6,0.0908842746837016,0.7432716426005017,0.8401622527780538,0.7158774373259053,0.6707021791767555,0.7981366459627329,0.648989898989899,0.2919088271882787,1,neural_pair_scorer_resmlp_weighted_bce,weighted_bce,Weighted BCE
7,0.0737180420412467,0.763719408853637,0.8590806595616726,0.7687420584498094,0.7062146892655368,0.7736572890025576,0.7638888888888888,0.2674327662044566,1,neural_pair_scorer_resmlp_weighted_bce,weighted_bce,Weighted BCE
8,0.0763075509323523,0.7592013535805482,0.8459778198739387,0.7556742323097463,0.7046004842615012,0.8016997167138811,0.7146464646464646,0.2626533090808057,1,neural_pair_scorer_resmlp_weighted_bce,weighted_bce,Weighted BCE
9,0.0678216343602308,0.7396306465098411,0.8311007348987232,0.7350543478260869,0.6852300242130751,0.7955882352941176,0.6830808080808081,0.2874189236399538,1,neural_pair_scorer_resmlp_weighted_bce,weighted_bce,Weighted BCE
10,0.0537077789553082,0.7471146023998372,0.8457399576993692,0.7387508394895903,0.6860371267150929,0.7890961262553802,0.6944444444444444,0.2865728314018805,1,neural_pair_scorer_resmlp_weighted_bce,weighted_bce,Weighted BCE
11,0.0442121860881646,0.7343781777506609,0.8309335474361402,0.7405441274054413,0.6844229217110573,0.7804195804195804,0.7045454545454546,0.2936071740745748,1,neural_pair_scorer_resmlp_weighted_bce,weighted_bce,Weighted BCE
12,0.0515355017895882,0.7521354484441732,0.8536419427235219,0.754863813229572,0.6949152542372882,0.776,0.7348484848484849,0.2835368547801045,1,neural_pair_scorer_resmlp_weighted_bce,weighted_bce,Weighted BCE
13,0.0251745586999906,0.7640131742480736,0.8597010683447466,0.7637997432605905,0.7029862792574657,0.7767624020887729,0.7512626262626263,0.2711516932890078,1,neural_pair_scorer_resmlp_weighted_bce,weighted_bce,Weighted BCE
14,0.0102181202457405,0.7611644973222155,0.8577569640674699,0.7647058823529411,0.7029862792574657,0.7746113989637305,0.7550505050505051,0.2795830882757539,1,neural_pair_scorer_resmlp_weighted_bce,weighted_bce,Weighted BCE
