model_clean,epoch,train_loss_mean,pr_auc_mean,roc_auc_mean,brier_mean
Weighted BCE,20,0.0058338991217076,0.8579569537373621,0.7606998395589,0.2819131854888522
Weighted BCE,21,0.0089022196226347,0.8559692896575866,0.7602902628070413,0.2813903658998714
Weighted BCE,22,0.0141296393860382,0.8463890288422634,0.7539601834903848,0.2882095442039782
Weighted BCE,23,0.0088410308623375,0.8415064205613438,0.7567636657401758,0.2843532261165708
Weighted BCE,24,0.0040893406153489,0.8502661892544708,0.7629539240277496,0.2793921743366165
Weighted BCE,25,0.0033409832611094,0.8529699809212758,0.7665115924344112,0.2798224891256832
Weighted BCE,26,0.0024622710047062,0.8470885806644961,0.7614116557069577,0.2807992290983137
Weighted BCE,27,0.0018481421605265,0.8505305127366216,0.7637660158633313,0.2788751314984263
Weighted BCE,28,0.0015631343106715,0.8486791834828147,0.7611023546426231,0.2824171540445284
Weighted BCE,29,0.002153518732461,0.8470963210227858,0.7601038347682643,0.2819755472202657
Weighted BCE,30,0.0015844994564898,0.8484226802079777,0.7603453438184982,0.2831276805062167
Focal,0,0.07483761264727659,0.7965705658674278,0.6996613708770951,0.22322156110379948
Focal,1,0.052382061248406345,0.8255935544334436,0.7383629484839741,0.20784931847612714
Focal,2,0.0388395684269758,0.8113715902835514,0.7294466682638092,0.2151264327380616
Focal,3,0.02946779961005232,0.8265736449886827,0.7550458830756648,0.21112731733719708
Focal,4,0.02199066072606882,0.8284786946116378,0.7542806973822155,0.2127194168296691
Focal,5,0.01751056005939456,0.830066395694168,0.7520993750179652,0.2189734850695651
Focal,6,0.01482185887125054,0.8282754104576258,0.7489743549832227,0.22640644573923252
Focal,7,0.01161669354814172,0.8237540507347774,0.7473803088780933,0.22672148284960572
Focal,8,0.00869063716232534,0.8289448335730668,0.7564796310553238,0.22681852638907413
Focal,9,0.00651423958046596,0.8327962299934832,0.7609581087760511,0.2322379771360002
Focal,10,0.00514939971348768,0.8321483403047161,0.7619839905669534,0.23302236359906062
Focal,11,0.00323629401570468,0.8378309558363964,0.7669628051905442,0.2310848113638259
Focal,12,0.0019571562876733403,0.836415075811227,0.7624908765426401,0.24071950438073908
Focal,13,0.00152652051474428,0.8365034908052463,0.7649169243419219,0.23954267995091846
Focal,14,0.001771850305745925,0.8501669691155097,0.7716854649214393,0.23727642586295053
Focal,15,0.0019238314893859501,0.8502372255634396,0.7712047490149777,0.23747257306910458
Focal,16,0.001214113245716825,0.8531903140760069,0.77458293440736,0.2372351292472705
Focal,17,0.00080657529081055,0.8523502004997457,0.7738803589023174,0.23785209517551154
Focal,18,0.0010813734733012002,0.8461715945415659,0.7668469271754277,0.24145873329414244
Focal,19,0.0009239205469501001,0.8474946774167478,0.7677517819111076,0.24303738953603568
Focal,20,0.0006302310606319,0.849060628201607,0.7677671554802062,0.24636791317662934
Focal,21,0.0007766447837887334,0.8504350887493363,0.769427399362157,0.2450821744009386
Focal,22,0.00043440642257646663,0.8510591618578637,0.7699149115142895,0.24533143054965756
Focal,23,0.0006326900469363,0.8488034326376503,0.7754832360226468,0.2419811193924018
Focal,24,0.0003542466070846,0.8490370399794146,0.7742475008846428,0.2435766834384548
Focal,25,0.000354071418023,0.8465887328407276,0.7702375818294409,0.250446272458339
Focal,26,0.000296325067141,0.8471297226668598,0.7704020700636943,0.2506203499147251
Focal,27,0.0002181237191857,0.8492246670712852,0.773270247257608,0.2473226075986327
Focal,28,0.0001726097097371,0.8497816240835316,0.7741977397381458,0.247437919460367
Focal,29,0.000200520423114,0.8495289215419389,0.7739959306440198,0.2479210900156627
Focal,30,0.0001729953516517,0.8496859826152748,0.7742087977707007,0.2474375560598694
Focal,31,0.0002482528051097,0.8503198954272294,0.7753961540162775,0.2467005747373527
Focal,32,0.0010447277422244,0.8498581368430713,0.7747506413658882,0.2457529188818507
Focal,33,0.0003718247446671,0.8508564362890874,0.7776671974522293,0.2435975816471612
Focal,34,0.000197765354292,0.8502019833378027,0.7764162575194622,0.2446099594554618
Focal,35,0.0001515084243062,0.8501762804171415,0.776384465675867,0.2457237804431739
Focal,36,0.0001311201627359,0.8512176930990825,0.7783168568648264,0.2433964454394291
Focal,37,0.0002609983355982,0.8495183779141192,0.7757610690905874,0.2452859341747209
Focal,38,0.0002507133397044,0.8483603091615624,0.7731582846779901,0.2485198579562515
Focal,39,0.000202247425827,0.8524878373924853,0.7778538017515924,0.2479883520047605
Focal,40,0.0001750804992927,0.8524829249242499,0.7778247744161358,0.2493116489835971
Focal,41,0.0001333449630552,0.8521317254793204,0.778174484695683,0.2479596457542006
Focal,42,0.0001827428497493,0.8521397718681366,0.7782588021939136,0.2475816978200208
Focal,43,0.0001085828970621,0.8535352890927472,0.7793950150389243,0.2457910616176355
Focal,44,0.0001296189466943,0.8525294341580223,0.7773769240976645,0.2480683191232099
Focal,45,9.4022106553054e-05,0.8533510932664865,0.7794973018400566,0.247016407151584
Focal,46,0.000139635523446,0.8538208711552491,0.7811601534854917,0.2451892805672144
Focal,47,8.558380816863904e-05,0.853420976368815,0.7802506303078558,0.2467551796389031
Focal,48,0.000102442965155,0.853029261531105,0.77970463995046,0.2476911659367453
Focal,49,0.0001301500339463,0.853589935773099,0.7796341449929228,0.2490653387981647
Focal,50,0.00020611126108,0.8490922413397074,0.7767590565286624,0.2466566381190444
Focal,51,0.0010775297585333,0.8415930708676528,0.7656913481953291,0.2600888944686338
Focal,52,0.0017055582387771,0.8456401885410427,0.7705278551840056,0.2463097251985503
Focal,53,0.0008619649264311,0.8525616783634756,0.7802216029723992,0.2325731461081049
Focal,54,0.0001799691302109,0.8524766008717584,0.7804593506723283,0.2348146248287915
Focal,55,0.0001698029164822,0.8518110442470169,0.7779878803963198,0.2368907151253793
Focal,56,0.0001312549061017,0.8521648876277488,0.777674108722576,0.240430656126357
Focal,57,0.0001441701285026,0.8522913004161365,0.7778468904812457,0.2403702296047219
Focal,58,0.0001407123861029,0.8521866538027928,0.7776989892958246,0.2406468903617256
V2 Focal,0,0.07399022269707453,0.8034467451627133,0.704478400620822,0.2263161193857443
V2 Focal,1,0.05713399765201098,0.8243229296684405,0.744390794470091,0.20538851440297767
V2 Focal,2,0.0434537046039715,0.823075479124357,0.7343952947088208,0.2136345039375594
V2 Focal,3,0.033837196536553135,0.8154861775314636,0.7356481592207034,0.218740530555376
V2 Focal,4,0.0272361374006439,0.823805245298335,0.7399775692706949,0.22597221928030983
V2 Focal,5,0.022095086086445843,0.8200173610736183,0.7411961017945191,0.23370639303075674
V2 Focal,6,0.01751640429003874,0.8173447347504016,0.7381922298106778,0.24109909052052064
V2 Focal,7,0.01486744067321214,0.8186732647174108,0.743792115947999,0.23948798595047935
V2 Focal,8,0.012440748507968839,0.8185796381597632,0.7448244123016445,0.2455374464824846
V2 Focal,9,0.01018418675969136,0.8182211683937461,0.7404638157000096,0.2562676727781961
V2 Focal,10,0.00842663460017106,0.8220896451746299,0.747383411456228,0.2523045208636102
V2 Focal,11,0.00742864458588878,0.821900521804993,0.7431598687834319,0.2559299764534728
V2 Focal,12,0.00599666429841768,0.822101949949863,0.7463256725366998,0.26089750064948786
V2 Focal,13,0.00608085305325516,0.8247992262848124,0.7486599675573228,0.26346039198251453
V2 Focal,14,0.0049130068696402,0.8300590849017573,0.7544128095382916,0.25596169874804936
V2 Focal,15,0.00349834817043762,0.8244515572957158,0.7461570899487208,0.2684769564890551
V2 Focal,16,0.00272591629902116,0.8269688577572234,0.7490562944022923,0.2666994320070456
V2 Focal,17,0.0019852494930650997,0.8261344726570915,0.7498581400438208,0.2714931147015237
V2 Focal,18,0.00269980568186715,0.8426420206982653,0.7606855898713227,0.25858802841712775
V2 Focal,19,0.00204824543354145,0.8445719494794837,0.7607927788176537,0.2628544524507469
V2 Focal,20,0.0021624189669706747,0.8403212124118475,0.7578061027033046,0.2681838464141898
V2 Focal,21,0.001290266303513825,0.8435871033995641,0.7607770132638156,0.2594453967700362
V2 Focal,22,0.001206169411302475,0.8455641833432709,0.7636496323254632,0.263966889031608
V2 Focal,23,0.000926794214091075,0.846739470310927,0.7645651368931026,0.26364090284307895
V2 Focal,24,0.0010306036195746667,0.8459975376892713,0.7590583391177234,0.269072883757241
V2 Focal,25,0.0010305266479031334,0.8461603873409578,0.7546079566703955,0.2739243705084532
V2 Focal,26,0.003092794450962,0.8327198214845523,0.7407116983438498,0.2707606303544107
V2 Focal,27,0.0014810560864227502,0.8369396184859563,0.7453601281067539,0.27083306118514866
V2 Focal,28,0.0008820787760878499,0.8397429095999578,0.7454327388548254,0.2793168474148928
V2 Focal,29,0.0011020637542130001,0.840590066127473,0.7461747349802639,0.28227407245244446
V2 Focal,30,0.0012343771638766501,0.8403874883997844,0.7473315249531782,0.27343504095928806
V2 Focal,31,0.0005771332258658,0.8391805117453446,0.7471208864114873,0.2734725499233214
V2 Focal,32,0.0003677889838703,0.8395420881515223,0.7477179373574854,0.27428956689905437
V2 Focal,33,0.0004146162599658,0.8391499734030861,0.746693569927532,0.2763189295485481
V2 Focal,34,0.0002580416142173,0.8395470535001197,0.7470194714061791,0.27828602994276763
V2 Focal,35,0.00045492573119,0.8393072371218141,0.7476288230927066,0.27999609503705236
V2 Focal,36,0.00027741556659045,0.8390872004371644,0.7470271644505966,0.2793497094444851
V2 Focal,37,0.0002275699917052,0.8400046954127582,0.7480900162128779,0.2788229979779636
V2 Focal,38,0.00024510614319945,0.839927143318018,0.748379632209512,0.2788422914031442
V2 Focal,39,0.0002421372166328,0.849552874894127,0.7505804691207376,0.2767597816315715
V2 Focal,40,0.0003315276294765,0.849623044194452,0.7481922129573136,0.2800774788644449
V2 Focal,41,0.0004312593753592,0.8512644163882299,0.7510295912141549,0.2780965478243917
V2 Focal,42,0.0001965774316396,0.8516693230571578,0.751759767699365,0.2775967964074918
V2 Focal,43,0.0001966087401785,0.851425735181815,0.7516849140171289,0.2779410097869661
V2 Focal,44,0.0002016592754024,0.8507885577635759,0.750930727860258,0.2779901312587748
V2 Focal,45,0.0001965900952573,0.8519689704556935,0.7519758547443111,0.2768304532631743
V2 Focal,46,0.0002161912985824,0.8503761178488243,0.7505832937879917,0.2783526240012604
V2 Focal,47,0.0001797172314512,0.8503544217436392,0.7505268004429079,0.2793850471749382
V2 Focal,48,0.000248851032106,0.8497982561256845,0.7511383409034416,0.2789214680021495
V2 Focal,49,0.0002276454889653,0.8512843929296248,0.7523713081598988,0.2781358567019831
V2 Focal,50,0.000146881837398,0.851408472665176,0.7524659345129143,0.2783605972877511
V2 Focal,51,0.0001729152719492,0.8512173554708744,0.7524376878403723,0.2781190119501847
V2 Focal,52,0.0001494224500978,0.8514259644114641,0.7527215668994193,0.2777173580869237
V2 Focal,53,9.276659184018707e-05,0.8511702953275347,0.7524828825164395,0.2779279318653847
V2 Focal,54,0.0001828328228769,0.8509400358406474,0.7521834677874946,0.2789074614055263
V2 Focal,55,9.644388417375291e-05,0.8517428011251161,0.7529659006169073,0.2781211505277672
V2 Focal,56,0.0001121385398968,0.8514972080282813,0.7527596999073509,0.2787323736004254
V2 Focal,57,0.0001690456526305,0.8507846268124581,0.7520761304318352,0.2797901923588031
V2 Focal,58,0.0001458610295463,0.8505298954655702,0.7518784037240414,0.2803483980546062
V2 Focal,59,0.0001588661504147,0.8503119118160914,0.7516001739995029,0.2807040684387658
V2 Focal,60,0.0001554372268005,0.8504237725770729,0.7514914243102162,0.2802208057845003
Hybrid Focal,0,0.14180175952422308,0.767678892907343,0.6724607834933513,0.23282025900617725
Hybrid Focal,1,0.09213051505577866,0.7960916003905714,0.7065820330481535,0.22485601600470834
Hybrid Focal,2,0.07603003321549828,0.8087874742058363,0.7288680863193517,0.21829206892595074
Hybrid Focal,3,0.06195188258320854,0.816143387165865,0.7316689639475458,0.2114888039734332
Hybrid Focal,4,0.05313289593427604,0.8298651500606468,0.7493815096877892,0.2020354510714971
Hybrid Focal,5,0.04452387539622104,0.8231575284469438,0.7450674859744235,0.2049844606451762
Hybrid Focal,6,0.038101431278464104,0.828087052828496,0.7520944739210913,0.2006724554581619
Hybrid Focal,7,0.03173019441847612,0.8317369460349738,0.7550879164039146,0.2042985640894006
Hybrid Focal,8,0.02746167616106754,0.8315943311154191,0.7557299675987073,0.20489316713040115
Hybrid Focal,9,0.02413255260445364,0.8280030492564343,0.749257315561489,0.21032782898869712
Hybrid Focal,10,0.02089671910000146,0.8281126549676591,0.7554943800902096,0.20755818378142
Hybrid Focal,11,0.0151258354266293,0.8331419391659635,0.7584634587947383,0.21271215757468465
Hybrid Focal,12,0.01046771496797024,0.837246414736893,0.763326203412355,0.21746745582263424
Hybrid Focal,13,0.00835169860376756,0.8297476847901128,0.7551436474140021,0.22602397681963454
Hybrid Focal,14,0.0062227709147219,0.829513613166227,0.755361068939669,0.23090265419485653
Hybrid Focal,15,0.00502411394129286,0.8386819872396298,0.7645009044982948,0.22608415899159437
Hybrid Focal,16,0.00291577139675304,0.8387058146840648,0.7654376850662026,0.2314028556241226
Hybrid Focal,17,0.00217512290766578,0.8386618507017392,0.7622590246448752,0.2371796591962169
Hybrid Focal,18,0.00186133055808912,0.8367745824760883,0.7630642351099821,0.2380133575234046
Hybrid Focal,19,0.00170325517575312,0.8369671001913837,0.7618647064848261,0.2409674343563808
Hybrid Focal,20,0.00136214327666,0.835639568862719,0.7668184364933219,0.2378346501879004
Hybrid Focal,21,0.000915178566430775,0.8346973806576489,0.7643342593784339,0.24109784821513658
Hybrid Focal,22,0.001367456784487875,0.8349384977441255,0.7644994715170905,0.24166499977127892
Hybrid Focal,23,0.0009569682104203501,0.8324081293499177,0.7617464895771128,0.2441460002887227
Hybrid Focal,24,0.00075005235027135,0.8336707490263666,0.7626091394734056,0.24612934950279633
Hybrid Focal,25,0.000586820375060425,0.8334718782690257,0.7626874710263258,0.246406197149144
Hybrid Focal,26,0.00057782723722945,0.8338205247416532,0.763472741766033,0.24681131005397056
Hybrid Focal,27,0.0005221320802502666,0.8247688623045047,0.7584283203911696,0.24830176107517407
Hybrid Focal,28,0.00046925173592164996,0.8454239322215675,0.7681515640007166,0.2424598011682524
Hybrid Focal,29,0.00039359663498585,0.8452044142274879,0.7670506418721801,0.24474518112896426
Hybrid Focal,30,0.0004414170195489,0.8446163903897779,0.7668866681005426,0.24480691479600625
Hybrid Focal,31,0.00032360584489835,0.8455112423811949,0.7682885177693055,0.24406467329440273
Hybrid Focal,32,0.00027800646314105,0.8453137026196582,0.7680414895281131,0.24478997423729604
Hybrid Focal,33,0.0003046069570047,0.844687736700268,0.7668932150055974,0.245544434062073
Hybrid Focal,34,0.0002530679353068,0.8450391543284184,0.7675244516159485,0.24528320882705607
Hybrid Focal,35,0.0002261134669914,0.8469108580416738,0.773212192586695,0.239169961052931
