roc_auc,pr_auc,f1,accuracy,precision,recall,brier,fold,best_epoch,model_path
0.8132941389483551,0.8719494498287855,0.7652548456568558,0.7362903225806452,0.7849779086892489,0.7464985994397759,0.20006480126746698,0,137,./Data_ml/graph_dataset/day13_explainability/saved_models/hgt_fold0_best.pt
0.8760045227655058,0.9169221625711605,0.8345813478556842,0.8038740920096852,0.8707386363636364,0.8013071895424837,0.15426312192342348,1,157,./Data_ml/graph_dataset/day13_explainability/saved_models/hgt_fold1_best.pt
0.8660079352537475,0.9243933093335934,0.8353619474695708,0.7925746569814366,0.8467532467532467,0.8242730720606827,0.15898247364355128,2,187,./Data_ml/graph_dataset/day13_explainability/saved_models/hgt_fold2_best.pt
0.8770058346535363,0.9154403212868336,0.8425748884639898,0.8006456820016142,0.8231631382316313,0.8629242819843342,0.154170501093792,3,156,./Data_ml/graph_dataset/day13_explainability/saved_models/hgt_fold3_best.pt
0.8429762135519066,0.8934271950731781,0.8333333333333334,0.7901533494753834,0.8227848101265823,0.8441558441558441,0.16477162201368778,4,98,./Data_ml/graph_dataset/day13_explainability/saved_models/hgt_fold4_best.pt
