gene,importance,pair_id,enz_gene,sub_gene,prob_hgt_saved,y_true
USP8,0.0009741783142089844,DUB|P40818|P29466,USP8,CASP1,0.99612135,1.0
CASP1,0.00017392635345458984,DUB|P40818|P29466,USP8,CASP1,0.99612135,1.0
ID1,5.459785461425781e-05,DUB|P40818|P29466,USP8,CASP1,0.99612135,1.0
PJA1,2.3424625396728516e-05,DUB|P40818|P29466,USP8,CASP1,0.99612135,1.0
NFE2L2,1.7344951629638672e-05,DUB|P40818|P29466,USP8,CASP1,0.99612135,1.0
TRRAP,1.627206802368164e-05,DUB|P40818|P29466,USP8,CASP1,0.99612135,1.0
STAT6,1.4185905456542969e-05,DUB|P40818|P29466,USP8,CASP1,0.99612135,1.0
USP21,1.2516975402832031e-05,DUB|P40818|P29466,USP8,CASP1,0.99612135,1.0
YY1,1.239776611328125e-05,DUB|P40818|P29466,USP8,CASP1,0.99612135,1.0
USP28,1.1324882507324219e-05,DUB|P40818|P29466,USP8,CASP1,0.99612135,1.0
USP22,1.0728836059570312e-05,DUB|P40818|P29466,USP8,CASP1,0.99612135,1.0
TP63,9.655952453613281e-06,DUB|P40818|P29466,USP8,CASP1,0.99612135,1.0
SHANK3,8.821487426757812e-06,DUB|P40818|P29466,USP8,CASP1,0.99612135,1.0
MCPH1,7.331371307373047e-06,DUB|P40818|P29466,USP8,CASP1,0.99612135,1.0
TRIM28,5.424022674560547e-06,DUB|P40818|P29466,USP8,CASP1,0.99612135,1.0
RBCK1,4.708766937255859e-06,DUB|P40818|P29466,USP8,CASP1,0.99612135,1.0
BRD4,3.874301910400391e-06,DUB|P40818|P29466,USP8,CASP1,0.99612135,1.0
SQSTM1,3.7550926208496094e-06,DUB|P40818|P29466,USP8,CASP1,0.99612135,1.0
CCNF,3.635883331298828e-06,DUB|P40818|P29466,USP8,CASP1,0.99612135,1.0
PPP1CA,3.516674041748047e-06,DUB|P40818|P29466,USP8,CASP1,0.99612135,1.0
TP53,0.0012559890747070312,E3|Q9NZJ0|P04637,DTL,TP53,0.99601245,1.0
DTL,0.00043255090713500977,E3|Q9NZJ0|P04637,DTL,TP53,0.99601245,1.0
ATR,9.47713851928711e-06,E3|Q9NZJ0|P04637,DTL,TP53,0.99601245,1.0
DCAF15,6.973743438720703e-06,E3|Q9NZJ0|P04637,DTL,TP53,0.99601245,1.0
KAT2A,5.424022674560547e-06,E3|Q9NZJ0|P04637,DTL,TP53,0.99601245,1.0
POLD4,5.066394805908203e-06,E3|Q9NZJ0|P04637,DTL,TP53,0.99601245,1.0
USP30,4.649162292480469e-06,E3|Q9NZJ0|P04637,DTL,TP53,0.99601245,1.0
POLH,4.5299530029296875e-06,E3|Q9NZJ0|P04637,DTL,TP53,0.99601245,1.0
MDM2,4.5299530029296875e-06,E3|Q9NZJ0|P04637,DTL,TP53,0.99601245,1.0
FBXO18,4.410743713378906e-06,E3|Q9NZJ0|P04637,DTL,TP53,0.99601245,1.0
HDAC6,4.172325134277344e-06,E3|Q9NZJ0|P04637,DTL,TP53,0.99601245,1.0
RELA,3.933906555175781e-06,E3|Q9NZJ0|P04637,DTL,TP53,0.99601245,1.0
RNF128,3.6954879760742188e-06,E3|Q9NZJ0|P04637,DTL,TP53,0.99601245,1.0
USP24,3.6954879760742188e-06,E3|Q9NZJ0|P04637,DTL,TP53,0.99601245,1.0
RBX1,3.5762786865234375e-06,E3|Q9NZJ0|P04637,DTL,TP53,0.99601245,1.0
CD40LG,3.337860107421875e-06,E3|Q9NZJ0|P04637,DTL,TP53,0.99601245,1.0
CD44,3.2186508178710938e-06,E3|Q9NZJ0|P04637,DTL,TP53,0.99601245,1.0
ARL6IP5,3.0994415283203125e-06,E3|Q9NZJ0|P04637,DTL,TP53,0.99601245,1.0
CCNF,3.0994415283203125e-06,E3|Q9NZJ0|P04637,DTL,TP53,0.99601245,1.0
SCNN1A,3.0994415283203125e-06,E3|Q9NZJ0|P04637,DTL,TP53,0.99601245,1.0
