roc_auc,pr_auc,f1,accuracy,precision,recall,brier,fold,best_epoch,best_pr_auc_during_training,model_name,loss_name
0.7382377468832799,0.792575415978512,0.7017024426350851,0.675,0.7214611872146118,0.6829971181556196,0.22198003642876235,0,1,0.792575415978512,neural_pair_scorer_resmlp_bce,bce
0.7603848891600569,0.856870256538914,0.7578125,0.6997578692493946,0.782258064516129,0.7348484848484849,0.27152354819767394,1,8,0.856870256538914,neural_pair_scorer_resmlp_bce,bce
0.7815940004655958,0.8704370324951005,0.7531943510423672,0.7037933817594835,0.7821229050279329,0.7263294422827496,0.2641418746050721,2,8,0.8704370324951005,neural_pair_scorer_resmlp_bce,bce
0.7468255343893452,0.8378386739777077,0.727147766323024,0.6795803066989508,0.7848664688427299,0.677336747759283,0.25217021821945407,3,3,0.8378386739777077,neural_pair_scorer_resmlp_bce,bce
0.790378405874027,0.8624274206090865,0.7870722433460076,0.7288135593220338,0.7666666666666667,0.80859375,0.2507101747516304,4,21,0.8624274206090865,neural_pair_scorer_resmlp_bce,bce
