model,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,f1_mean,f1_std,accuracy_mean,precision_mean,recall_mean,brier_mean,delta_pr_auc_vs_bce,delta_roc_auc_vs_bce
NN_BCE,0.7634841153544609,0.022224780342263023,0.8440297599198642,0.031171202145171387,0.7453858606692968,0.03238061721217697,0.6973890234059725,0.7674750584536141,0.7260211086092274,0.25210517044051856,0.0,0.0
NN_Weighted_BCE,0.7626284726896767,0.023103312302093434,0.8384028296653947,0.03760569277127209,0.7415221496539193,0.029103837701160144,0.6967454242495249,0.7773957844730726,0.7120597184041177,0.24521150701985178,-0.0056269302544694755,-0.0008556426647842175
