model,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,f1_mean,f1_std,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,brier_mean,brier_std
ens_xgb0.5_nn0.5,0.7823482787540109,0.0231333471846412,0.8595108632436366,0.03139943069316608,0.7732854077264786,0.028390492205575286,0.7180525397693248,,0.764362843701772,,0.7841700208370805,,0.19711989876457947,
Stacking_LogReg_XGB_NN,0.7823374444253142,0.022964805615214197,0.8594504834521046,0.03135135723257536,0.7782917382030512,0.025764187547787434,0.7153102137519852,0.03579878165372116,0.7493969752343458,0.059675813100622796,0.8137024160909355,0.027492581818212153,0.1889884462929457,0.013698849922927607
ens_xgb0.4_nn0.6,0.78256584726535,0.02267163558758258,0.8593554220284447,0.03180509416509675,0.7716392222799111,0.025309040352413294,0.7182122679580306,,0.7679091471275148,,0.7767463849544647,,0.19848706638472585,
ens_xgb0.6_nn0.4,0.7812000397074788,0.023455689401744067,0.8591720932324746,0.031002708504107683,0.7747601061197584,0.029112760047591755,0.716438855476581,,0.7567106820755931,,0.795386013247156,,0.19718225924124716,
ens_xgb0.3_nn0.7,0.782268023831666,0.022208433786712948,0.8587926953821883,0.0321591045310667,0.7707317309382402,0.026132146541342605,0.7191801400713376,,0.7718927750101459,,0.7704819603954454,,0.20128376210168622,
ens_xgb0.7_nn0.3,0.7791718276117993,0.02343743582079896,0.8582598000185572,0.030594048070021678,0.774062519546572,0.02861236580183538,0.71288747428988,,0.7491911493715018,,0.8022597794381425,,0.19867414781472886,
ens_xgb0.8_nn0.2,0.7761093346796117,0.023049744329463582,0.856730537186747,0.029900064722234065,0.7704281828218948,0.0289703970143605,0.7065932463745476,,0.7417770748040112,,0.803001807635112,,0.20159556448502475,
XGB_best_cross_fusion,0.7658859023185329,0.021660133577163614,0.8500344872681099,0.02729399516204757,0.7676695433232358,0.029009633140859536,0.7004601786039729,0.03354609567248977,0.7335175320517024,0.05006939701695715,0.806996677091641,0.01704468031528449,0.21172698232182116,0.01879394976992562
NN_Focal,0.7731432334010391,0.020951400401795345,0.8460297879158614,0.03004330472104255,0.7572945906315285,0.034349599860987116,0.709980343148741,0.02231619841862616,0.7742345468994226,0.030988630879075513,0.7414011726798085,0.040984151989066346,0.21825101783345174,0.019361443652394835
