epoch,train_loss,roc_auc,pr_auc,f1,accuracy,precision,recall,brier,fold,model_name,loss_name
0,0.5914848828927065,0.7004491665874952,0.75984960125595,0.6882758620689655,0.635483870967742,0.66005291005291,0.7190201729106628,0.2211838789995289,0,neural_pair_scorer_resmlp_bce,bce
1,0.41964933581841296,0.7382377468832799,0.792575415978512,0.7017024426350851,0.675,0.7214611872146118,0.6829971181556196,0.22198003642876235,0,neural_pair_scorer_resmlp_bce,bce
2,0.2997674510265008,0.7332024363724652,0.7905289759578877,0.6708760852407262,0.6637096774193548,0.7417102966841187,0.6123919308357348,0.24415897168866632,0,neural_pair_scorer_resmlp_bce,bce
3,0.2270148048798243,0.7240211757502824,0.7872373550228711,0.7107093184979137,0.6645161290322581,0.6868279569892473,0.7363112391930836,0.2784702771130995,0,neural_pair_scorer_resmlp_bce,bce
4,0.17018731454244027,0.7235461464568094,0.7798222738930434,0.6980448950036205,0.6637096774193548,0.7016011644832606,0.6945244956772334,0.2803446863456846,0,neural_pair_scorer_resmlp_bce,bce
5,0.10725680604959145,0.718397356725887,0.7723638613537518,0.7013177159590044,0.6709677419354839,0.7127976190476191,0.6902017291066282,0.29263604803167687,0,neural_pair_scorer_resmlp_bce,bce
6,0.11040786940317887,0.7224694133916035,0.7636851806207774,0.707533234859675,0.6806451612903226,0.7257575757575757,0.6902017291066282,0.28810428950545297,0,neural_pair_scorer_resmlp_bce,bce
7,0.05565734959852237,0.7266971741035141,0.7679648470010545,0.6955223880597015,0.6709677419354839,0.7213622291021672,0.6714697406340058,0.2949899698386706,0,neural_pair_scorer_resmlp_bce,bce
8,0.02484508170388066,0.7195321489269615,0.76781983910765,0.6801498127340824,0.6556451612903226,0.7082683307332294,0.654178674351585,0.3155630142623384,0,neural_pair_scorer_resmlp_bce,bce
9,0.020617675537673328,0.7096792496648404,0.7611740021356338,0.7044649184975195,0.6637096774193548,0.6931659693165969,0.7161383285302594,0.31833118582278935,0,neural_pair_scorer_resmlp_bce,bce
10,0.024614656761957284,0.7221395319378028,0.7641427382398112,0.714183891660727,0.6766129032258065,0.7066290550070522,0.7219020172910663,0.3014329753201433,0,neural_pair_scorer_resmlp_bce,bce
11,0.0239312344421752,0.7130110523482281,0.7588708875359408,0.7050461975835111,0.6653225806451613,0.6956521739130435,0.7146974063400576,0.3093114455926017,0,neural_pair_scorer_resmlp_bce,bce
12,0.013706864720473114,0.7159945002164022,0.7609298236237549,0.7072808320950966,0.682258064516129,0.7300613496932515,0.6858789625360231,0.3038038971015587,0,neural_pair_scorer_resmlp_bce,bce
13,0.009652007412977325,0.7140033357612608,0.756774057289971,0.7050254916241806,0.6733870967741935,0.7128129602356407,0.6974063400576369,0.3115756565536813,0,neural_pair_scorer_resmlp_bce,bce
0,0.5966885502521808,0.6942664904074299,0.7982077881844936,0.7104042412193505,0.6472962066182405,0.7475592747559274,0.6767676767676768,0.22022545739365523,1,neural_pair_scorer_resmlp_bce,bce
1,0.4247433184049068,0.7308911260253541,0.8336278202345052,0.7074175824175825,0.6561743341404358,0.7756024096385542,0.6502525252525253,0.22604929788576666,1,neural_pair_scorer_resmlp_bce,bce
2,0.30603131308005405,0.7371195173208597,0.8370686807759231,0.7348586810228802,0.682001614205004,0.7867435158501441,0.6893939393939394,0.250003118155268,1,neural_pair_scorer_resmlp_bce,bce
3,0.21733004848162332,0.7254847129008202,0.8267694769736549,0.7305151915455746,0.6707021791767555,0.7659279778393352,0.6982323232323232,0.2741342099428581,1,neural_pair_scorer_resmlp_bce,bce
4,0.17331256870275888,0.7459748491627687,0.8381350997269963,0.7563352826510721,0.6973365617433414,0.7791164658634538,0.7348484848484849,0.2527664159843646,1,neural_pair_scorer_resmlp_bce,bce
5,0.13468076708989266,0.7578610489684315,0.845541038952143,0.7818520820385333,0.7167070217917676,0.769889840881273,0.7941919191919192,0.24966060953250183,1,neural_pair_scorer_resmlp_bce,bce
6,0.10882755464468247,0.7493813978713307,0.8429370862662887,0.7720588235294118,0.6997578692493946,0.75,0.7954545454545454,0.27036365829156417,1,neural_pair_scorer_resmlp_bce,bce
7,0.08994912021817306,0.7607916412446614,0.8540575096332125,0.7526595744680851,0.6997578692493946,0.7949438202247191,0.7146464646464646,0.2686964321759774,1,neural_pair_scorer_resmlp_bce,bce
8,0.07854886295703742,0.7603848891600569,0.856870256538914,0.7578125,0.6997578692493946,0.782258064516129,0.7348484848484849,0.27152354819767394,1,neural_pair_scorer_resmlp_bce,bce
9,0.057324764891885795,0.7472982057713601,0.8368465688982443,0.7544672402382528,0.7005649717514124,0.7927677329624478,0.7196969696969697,0.27831893521444334,1,neural_pair_scorer_resmlp_bce,bce
10,0.07314766613909832,0.7409469414502972,0.8381531682531482,0.7584059775840598,0.6868442292171105,0.7481572481572482,0.7689393939393939,0.2847295735302887,1,neural_pair_scorer_resmlp_bce,bce
11,0.06143410838185213,0.7604018371635821,0.8525661640333866,0.7514990006662225,0.6989507667473769,0.7954866008462623,0.7121212121212122,0.2785130880811041,1,neural_pair_scorer_resmlp_bce,bce
12,0.04502926332255205,0.7445837005400764,0.8442447922529143,0.758576874205845,0.6933010492332526,0.7634271099744245,0.7537878787878788,0.28615674319980794,1,neural_pair_scorer_resmlp_bce,bce
13,0.05565735282233128,0.7409780127900933,0.8368603015103144,0.7617260787992496,0.6924939467312349,0.7546468401486989,0.7689393939393939,0.28484710529048457,1,neural_pair_scorer_resmlp_bce,bce
14,0.033149281612191446,0.7529687252841615,0.8462846440825733,0.7525773195876289,0.6900726392251816,0.7684210526315789,0.7373737373737373,0.2837973502072564,1,neural_pair_scorer_resmlp_bce,bce
15,0.010110238775945244,0.7513473662802521,0.8458839836813073,0.7580853816300129,0.6981436642453591,0.7771883289124668,0.73989898989899,0.28585132159646526,1,neural_pair_scorer_resmlp_bce,bce
16,0.006206730238866443,0.7482783653085666,0.8451021731285612,0.7478827361563518,0.6876513317191283,0.7725437415881561,0.7247474747474747,0.2925571033630022,1,neural_pair_scorer_resmlp_bce,bce
17,0.00496587943052873,0.7510860845592389,0.8447213267564857,0.7622107969151671,0.7013720742534302,0.7761780104712042,0.7487373737373737,0.28356879646603833,1,neural_pair_scorer_resmlp_bce,bce
18,0.003516042443852012,0.750042370008813,0.8483126764500375,0.7559055118110236,0.6997578692493946,0.7868852459016393,0.7272727272727273,0.2886958730764535,1,neural_pair_scorer_resmlp_bce,bce
19,0.0030841610583966263,0.7495734752446163,0.847629603883814,0.7635658914728682,0.7046004842615012,0.7817460317460317,0.7462121212121212,0.28493493701786354,1,neural_pair_scorer_resmlp_bce,bce
20,0.002786300886117925,0.7513275936094728,0.8490971825874816,0.7624595469255664,0.7037933817594835,0.7822045152722443,0.7436868686868687,0.2848336016908272,1,neural_pair_scorer_resmlp_bce,bce
0,0.6101678426449115,0.7612130987617368,0.8453814078401867,0.7635179153094462,0.7070217917675545,0.7670157068062827,0.7600518806744487,0.1907288738019146,2,neural_pair_scorer_resmlp_bce,bce
1,0.4368016834442432,0.7517348986220582,0.8410070660127477,0.728421052631579,0.6876513317191283,0.7935779816513762,0.6731517509727627,0.21619323739325594,2,neural_pair_scorer_resmlp_bce,bce
2,0.3078521490097046,0.7596818983005753,0.8477788206005937,0.7237410071942446,0.6900726392251816,0.8126009693053312,0.6523994811932555,0.24486514085808123,2,neural_pair_scorer_resmlp_bce,bce
3,0.2103681973157785,0.7858647333355504,0.8700125025898937,0.7775603392041748,0.7247780468119451,0.7821522309711286,0.7730220492866408,0.22642897039013266,2,neural_pair_scorer_resmlp_bce,bce
4,0.1751109487735308,0.7854296229782611,0.8689877200814595,0.7665982203969883,0.7247780468119451,0.8115942028985508,0.7263294422827496,0.2403306873525782,2,neural_pair_scorer_resmlp_bce,bce
5,0.13313750215829948,0.7681817929872404,0.8596682155427353,0.7629000653167864,0.7070217917675545,0.7684210526315789,0.7574578469520103,0.2524927001739321,2,neural_pair_scorer_resmlp_bce,bce
6,0.11228734503189723,0.7620611482479187,0.8541606672209562,0.7388008270158511,0.6941081517352704,0.788235294117647,0.695201037613489,0.2723694410208574,2,neural_pair_scorer_resmlp_bce,bce
7,0.08618175687316136,0.7729832496369462,0.8593256799633469,0.7520435967302452,0.7062146892655368,0.7919655667144907,0.7159533073929961,0.2722344665864115,2,neural_pair_scorer_resmlp_bce,bce
8,0.07605987433821727,0.7815940004655958,0.8704370324951005,0.7531943510423672,0.7037933817594835,0.7821229050279329,0.7263294422827496,0.2641418746050721,2,neural_pair_scorer_resmlp_bce,bce
9,0.07641012565447734,0.7565793120267827,0.852950546942564,0.7339699863574352,0.6852300242130751,0.7741007194244605,0.6977950713359273,0.28364457308183477,2,neural_pair_scorer_resmlp_bce,bce
10,0.057620581334982164,0.782202323544736,0.8633846662169558,0.7622895622895622,0.7150928167877321,0.7927170868347339,0.7341115434500648,0.2596241632711387,2,neural_pair_scorer_resmlp_bce,bce
11,0.05151515609274308,0.7682261354440343,0.8511401064916336,0.7558216899534265,0.7037933817594835,0.7759562841530054,0.7367055771725033,0.2687149360151565,2,neural_pair_scorer_resmlp_bce,bce
12,0.044442325949859925,0.7843446184885875,0.8638214532736771,0.7695287282117496,0.711864406779661,0.7660668380462725,0.7730220492866408,0.26402656309185163,2,neural_pair_scorer_resmlp_bce,bce
13,0.03878225128238018,0.7638473178356446,0.851203305908597,0.7471341874578556,0.6973365617433414,0.7780898876404494,0.7185473411154345,0.27945832019941136,2,neural_pair_scorer_resmlp_bce,bce
14,0.025738582809049733,0.7645761969691931,0.85529993756181,0.7635887360838245,0.70863599677159,0.7711640211640212,0.7561608300907912,0.27463746704749353,2,neural_pair_scorer_resmlp_bce,bce
15,0.015166828014816228,0.7745213786069817,0.8586330927277286,0.7654320987654321,0.70863599677159,0.7669270833333334,0.7639429312581063,0.2738546648643036,2,neural_pair_scorer_resmlp_bce,bce
16,0.01101489777629001,0.7700691188045274,0.8539908248082309,0.7575150300601202,0.7070217917675545,0.78099173553719,0.7354085603112841,0.27929308501656597,2,neural_pair_scorer_resmlp_bce,bce
17,0.009261515809414096,0.7698737348542796,0.8576082133094063,0.7603414313854235,0.705407586763519,0.7699468085106383,0.7509727626459144,0.2798537166278822,2,neural_pair_scorer_resmlp_bce,bce
18,0.006883639745259036,0.7852564102564102,0.8647889110731449,0.7730542838456508,0.7199354317998385,0.7796833773087071,0.7665369649805448,0.2679645325116393,2,neural_pair_scorer_resmlp_bce,bce
